Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
818,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,35.9,62,36,39,18,5,23,81,28.4,58,502,156,31.1,234,177,91,93,18,1,75,36,98,127,1,Matches
819,Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,23,1996,4.7,7,3,2,4,1,2,13,15.4,11,79,19,24.1,29,33,17,7,2,0,5,6,13,10,0,Matches
820,Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,10,5,4,5,1,5,21,23.8,16,183,27,14.8,64,88,31,9,0,0,9,4,14,4,0,Matches
821,Ansu Fati,es ESP,"FW,DF",Barcelona,es La Liga,16,2002,11.4,19,10,4,7,8,6,16,37.5,10,224,68,30.4,39,95,90,16,1,0,15,5,24,3,0,Matches
822,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22.0,40,28,25,12,3,18,62,29.0,44,254,85,33.5,118,81,55,46,8,1,38,32,72,62,0,Matches
823,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.3,7,5,2,3,2,0,6,0.0,6,110,22,20.0,8,42,60,5,0,0,5,0,7,5,0,Matches
824,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,13.5,20,11,12,6,2,6,13,46.2,7,113,43,38.1,68,41,4,16,8,0,8,24,44,63,0,Matches
825,Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,40,25,19,18,3,10,29,34.5,19,366,95,26.0,108,196,62,16,1,0,15,18,58,3,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
826,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,17,11,9,7,1,4,10,40.0,6,124,41,33.1,60,59,5,19,10,0,9,24,41,113,0,Matches
827,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,27,17,13,14,0,7,27,25.9,20,213,55,25.8,76,125,12,9,1,0,8,6,33,15,0,Matches
828,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,1993,29.3,43,26,18,16,9,7,31,22.6,24,594,144,24.2,100,302,192,36,5,0,31,13,56,6,0,Matches
829,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,33,18,26,7,0,14,25,56.0,11,160,58,36.3,100,52,8,29,16,1,13,45,78,186,1,Matches
830,Luiz Felipe,br BRA,DF,Lazio,it Serie A,22,1997,22.5,49,24,29,17,3,25,41,61.0,16,219,62,28.3,118,88,13,65,34,0,31,43,92,77,4,Matches
831,Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,2000,0.3,1,0,1,0,0,1,1,100.0,0,3,1,33.3,2,0,1,0,0,0,0,0,1,0,0,Matches
832,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,50,24,33,16,1,19,29,65.5,10,176,56,31.8,103,66,7,54,28,1,26,35,85,168,2,Matches
833,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,9,4,2,4,3,0,14,0.0,14,211,47,22.3,23,122,66,11,1,0,10,11,20,9,0,Matches
834,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,62,32,44,15,3,26,71,36.6,45,384,97,25.3,209,138,37,36,2,0,34,37,99,62,1,Matches
835,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,1993,25.0,27,16,12,10,5,14,52,26.9,38,266,77,28.9,55,131,80,24,2,0,22,16,43,18,0,Matches
836,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,19,14,7,8,4,5,34,14.7,29,260,65,25.0,59,124,77,14,0,0,14,9,28,12,0,Matches
837,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,39,26,16,17,6,18,37,48.6,19,264,75,28.4,99,130,35,34,13,0,21,32,71,46,0,Matches
838,Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,1999,0.8,1,1,1,0,0,0,1,0.0,1,18,5,27.8,7,7,4,1,0,0,1,1,2,0,0,Matches
839,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,35,20,15,20,0,6,23,26.1,17,228,65,28.5,88,129,11,15,3,1,12,20,55,21,1,Matches
840,Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,,1,,,,,,,,,,,,,,,,,,3,0,,,Matches
841,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36.0,0,0,0,0,0,0,0,,0,7,3,42.9,7,0,0,0,0,0,0,3,3,5,0,Matches
842,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
843,Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,1996,24.5,24,13,6,11,7,4,30,13.3,26,539,121,22.4,31,297,211,24,3,0,21,11,35,32,0,Matches
844,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,50,32,41,8,1,27,51,52.9,24,231,73,31.6,170,48,13,61,31,0,30,22,72,214,1,Matches
845,Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,1994,6.2,3,2,0,2,1,0,1,0.0,1,76,20,26.3,4,38,34,6,1,0,5,2,5,2,0,Matches
846,Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,37,23,23,14,0,9,33,27.3,24,272,74,27.2,121,135,16,33,10,1,23,31,68,92,2,Matches
847,Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,44,25,29,15,0,18,47,38.3,29,217,89,41.0,106,90,21,40,17,1,23,25,69,106,1,Matches
848,Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,66,44,42,22,2,28,64,43.8,36,506,186,36.8,216,249,41,58,15,0,43,66,132,129,0,Matches
849,Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,1995,13.4,15,11,4,10,1,10,30,33.3,20,270,61,22.6,61,127,82,25,2,0,23,19,34,17,0,Matches
850,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,17,12,13,4,0,4,11,36.4,7,133,34,25.6,86,42,5,22,11,0,11,11,28,52,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
851,Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,6,5,3,2,1,2,9,22.2,7,97,18,18.6,12,43,42,4,0,0,4,2,8,4,0,Matches
852,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,28,17,9,15,4,18,58,31.0,40,322,87,27.0,99,174,49,13,0,0,13,10,38,13,0,Matches
853,Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,25,20,7,14,4,4,22,18.2,18,223,55,24.7,57,127,39,15,1,0,14,13,38,8,0,Matches
854,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,10,5,2,6,2,0,4,0.0,4,261,72,27.6,19,122,120,12,3,0,9,3,13,6,0,Matches
855,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,37,26,7,17,13,10,34,29.4,24,694,216,31.1,57,307,330,47,5,0,42,8,45,16,0,Matches
856,Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,24,14,14,9,1,13,21,61.9,8,124,30,24.2,42,57,25,26,2,0,24,14,38,14,0,Matches
857,John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,38,24,17,15,6,18,74,24.3,56,551,146,26.5,150,289,112,44,3,0,41,24,62,24,0,Matches
858,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,1,1,0,1,Matches
859,Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,9,6,1,4,4,0,14,0.0,14,247,55,22.3,33,114,100,11,1,0,10,5,14,1,0,Matches
860,Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,1991,11.1,16,13,9,4,3,5,22,22.7,17,131,43,32.8,48,57,26,22,2,0,20,16,32,29,0,Matches
861,Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,12,10,8,4,0,9,25,36.0,16,105,21,20.0,51,39,15,17,1,0,16,15,27,17,0,Matches
862,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10.0,16,9,5,8,3,7,17,41.2,10,253,74,29.2,43,105,105,9,0,0,9,7,23,3,0,Matches
863,Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,56,36,36,18,2,16,38,42.1,22,292,95,32.5,141,134,17,34,11,0,23,27,83,84,1,Matches
864,Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,25.0,21,12,10,9,2,6,33,18.2,27,378,89,23.5,136,175,67,27,1,0,26,15,36,21,0,Matches
865,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,28,14,16,12,0,8,18,44.4,10,139,58,41.7,91,42,6,22,7,0,15,39,67,92,2,Matches
866,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,23,14,11,9,3,7,30,23.3,23,235,78,33.2,67,133,35,15,0,0,15,15,38,15,0,Matches
867,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,18,15,4,14,0,6,19,31.6,13,152,53,34.9,45,81,26,16,3,0,13,8,26,11,0,Matches
868,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,55,36,31,17,7,24,45,53.3,21,300,103,34.3,138,117,45,37,5,0,32,42,97,84,1,Matches
869,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,54,31,11,34,9,14,42,33.3,28,437,121,27.7,112,243,82,38,3,0,35,25,79,20,0,Matches
870,José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,28,15,15,13,0,13,27,48.1,14,124,45,36.3,86,32,6,22,11,0,11,26,54,147,0,Matches
871,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,1996,24.1,42,29,17,18,7,16,70,22.9,54,597,156,26.1,153,275,169,51,1,0,50,24,66,10,0,Matches
872,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,27,1991,12.7,19,12,5,10,4,7,26,26.9,19,262,79,30.2,40,151,71,19,0,0,19,5,24,4,0,Matches
873,Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,4,3,3,0,1,0,3,0.0,3,70,14,20.0,25,30,15,12,0,0,12,5,9,6,0,Matches
874,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,0,0,0,0,0,0,3,0.0,3,9,0,0.0,9,0,0,1,0,0,1,1,1,1,2,Matches
875,Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,0,0,0,0,0,0,1,0.0,1,16,4,25.0,5,7,4,0,0,0,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
876,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,1,1,1,0,0,1,4,25.0,3,19,5,26.3,9,9,1,0,0,0,0,5,6,2,0,Matches
877,Dimitri Foulquier,fr FRA,"MF,DF",Watford,eng Premier League,26,1993,0.7,1,1,1,0,0,0,1,0.0,1,18,6,33.3,6,9,3,2,0,0,2,2,3,1,0,Matches
878,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,23,8,12,9,2,13,19,68.4,6,198,58,29.3,91,83,24,24,2,0,22,15,38,39,0,Matches
879,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,7,4,5,1,1,2,3,66.7,1,14,5,35.7,10,4,0,2,0,0,2,2,9,4,0,Matches
880,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,20,1999,1.0,2,1,0,1,1,2,4,50.0,2,17,6,35.3,5,7,5,4,0,0,4,1,3,0,0,Matches
881,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,46,24,26,16,4,21,36,58.3,15,192,57,29.7,91,83,18,35,11,2,24,22,68,38,0,Matches
882,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,17,12,13,4,0,11,25,44.0,14,107,29,27.1,71,24,12,29,14,0,15,20,37,91,2,Matches
883,Mike Frantz,de GER,"MF,DF",Freiburg,de Bundesliga,32,1986,3.9,5,4,2,3,0,1,7,14.3,6,79,19,24.1,27,39,13,6,4,0,2,1,6,9,0,Matches
884,Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,25,1994,23.0,9,8,3,3,3,4,17,23.5,13,298,65,21.8,79,122,97,28,3,2,25,16,25,18,0,Matches
885,Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24.0,79,51,41,33,5,29,98,29.6,69,707,194,27.4,289,328,90,64,8,0,56,38,117,26,0,Matches
886,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,86,48,63,15,8,33,65,50.8,32,325,97,29.8,196,85,44,42,9,1,33,26,112,91,0,Matches
887,Kieron Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0,Matches
888,Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,5,4,1,2,2,2,9,22.2,7,96,24,25.0,31,42,23,9,0,0,9,9,14,6,0,Matches
889,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,26.0,63,48,30,26,7,21,80,26.3,59,589,191,32.4,171,306,112,60,6,0,54,25,88,37,0,Matches
890,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,69,44,45,20,4,28,60,46.7,32,370,107,28.9,219,111,40,56,7,0,49,36,105,94,0,Matches
891,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,52,35,34,16,2,17,45,37.8,28,409,154,37.7,231,163,15,63,25,0,38,45,97,161,0,Matches
892,Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,3,2,2,1,0,2,4,50.0,2,30,8,26.7,14,13,3,4,1,0,3,4,7,7,1,Matches
893,Jorge de Frutos,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,0.7,2,0,2,0,0,1,2,50.0,1,17,2,11.8,7,8,2,1,0,0,1,0,2,1,0,Matches
894,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,15,9,8,7,0,8,23,34.8,15,144,45,31.3,88,51,5,29,3,0,26,16,31,39,1,Matches
895,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,33,23,11,18,4,12,31,38.7,19,297,85,28.6,56,177,64,22,0,0,22,21,54,10,0,Matches
896,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,2,1,1,0,1,1,2,50.0,1,67,14,20.9,5,21,41,5,0,0,5,2,4,5,0,Matches
897,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,4,1,1,3,0,0,2,0.0,2,34,11,32.4,18,14,2,8,3,0,5,3,7,20,1,Matches
898,Daniel Fuzato,br BRA,GK,Roma,it Serie A,22,1997,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
899,Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,7.6,10,5,6,4,0,5,11,45.5,6,84,23,27.4,42,37,5,10,5,0,5,10,20,36,0,Matches
900,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,22.6,16,11,3,5,8,4,14,28.6,10,244,62,25.4,15,107,122,10,3,0,7,11,27,12,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
901,Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,33.3,0,0,0,0,0,0,1,0.0,1,6,1,16.7,6,0,0,0,0,0,0,0,0,2,2,Matches
902,Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,8,7,8,0,0,1,4,25.0,3,38,15,39.5,24,12,2,7,4,0,3,7,15,55,0,Matches
903,Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,de Bundesliga,24,1995,11.6,23,17,4,14,5,7,32,21.9,25,282,80,28.4,60,139,83,26,1,0,25,15,38,10,0,Matches
904,Luca Gagliano,it ITA,FW,Cagliari,it Serie A,19,2000,0.6,0,0,0,0,0,0,0,,0,6,1,16.7,2,3,1,0,0,0,0,1,1,0,0,Matches
905,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,20.0,41,27,13,17,11,13,45,28.9,32,380,123,32.4,121,164,95,41,8,0,33,31,72,21,0,Matches
906,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,28.9,60,39,37,16,7,28,70,40.0,42,340,95,27.9,218,84,38,75,18,0,57,55,115,107,0,Matches
907,Nicolás Gaitán,ar ARG,"MF,FW",Lille,fr Ligue 1,31,1988,0.6,2,1,1,1,0,1,2,50.0,1,18,3,16.7,2,10,6,4,0,0,4,0,2,3,0,Matches
908,Marvin Gakpa,fr FRA,"MF,FW",Metz,fr Ligue 1,25,1993,5.2,9,7,2,5,2,4,9,44.4,5,102,28,27.5,21,60,21,9,1,0,8,3,12,2,0,Matches
909,Enric Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,10,6,1,5,4,1,5,20.0,4,173,48,27.7,13,61,99,9,2,0,7,4,14,9,0,Matches
910,Enric Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,4,2,1,1,2,0,2,0.0,2,19,4,21.1,2,10,7,3,0,0,3,2,6,2,0,Matches
911,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,15,12,5,7,3,3,17,17.6,14,349,72,20.6,43,170,136,13,0,0,13,5,20,4,0,Matches
912,Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,70,40,32,33,5,35,76,46.1,41,307,70,22.8,128,141,38,58,12,0,46,31,101,43,0,Matches
913,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,75,47,28,32,15,20,49,40.8,29,450,142,31.6,136,224,90,31,5,0,26,31,106,18,0,Matches
914,Ignatius Ganago,cm CMR,"FW,MF",Nice,fr Ligue 1,20,1999,13.8,11,8,5,4,2,4,20,20.0,16,285,48,16.8,55,135,95,9,2,0,7,4,15,10,0,Matches
915,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,12,7,7,4,1,7,10,70.0,3,63,18,28.6,46,14,3,26,18,0,8,13,25,95,1,Matches
916,Dani García,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,74,43,30,38,6,22,79,27.8,57,504,156,31.0,160,296,48,52,7,0,45,50,124,102,1,Matches
917,David García,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,39,27,19,20,0,17,36,47.2,19,264,93,35.2,132,130,2,46,17,1,29,49,88,256,2,Matches
918,Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,11,4,7,3,1,6,11,54.5,5,74,20,27.0,44,25,5,8,0,0,8,18,29,47,1,Matches
919,Javi García,es ESP,MF,Betis,es La Liga,32,1987,4.2,2,1,2,0,0,0,1,0.0,1,33,6,18.2,13,20,0,3,0,0,3,4,6,26,0,Matches
920,Manu García,es ESP,MF,Alavés,es La Liga,33,1986,21.9,51,38,12,36,3,15,71,21.1,56,477,147,30.8,129,295,53,33,10,0,23,28,79,61,0,Matches
921,Raúl García,es ESP,"DF,MF",Valladolid,es La Liga,30,1989,11.2,20,13,9,8,3,9,27,33.3,18,146,45,30.8,78,47,21,24,2,0,22,9,29,50,0,Matches
922,Raúl García,es ESP,DF,Getafe,es La Liga,30,1989,2.7,7,5,3,4,0,2,6,33.3,4,34,10,29.4,23,11,0,10,1,0,9,4,11,7,0,Matches
923,Raúl García,es ESP,"MF,FW",Athletic Club,es La Liga,33,1986,31.9,65,37,25,25,15,15,75,20.0,60,734,199,27.1,114,346,274,56,9,0,47,24,89,48,0,Matches
924,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,26,1993,24.3,51,26,17,26,8,9,36,25.0,27,408,126,30.9,85,220,103,46,6,0,40,10,61,22,0,Matches
925,Unai García,es ESP,DF,Osasuna,es La Liga,27,1992,6.0,8,5,5,2,1,3,8,37.5,5,60,20,33.3,34,18,8,18,9,0,9,7,15,34,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
926,Víctor García,es ESP,"FW,MF",Valladolid,es La Liga,22,1997,1.0,2,2,0,2,0,0,1,0.0,1,9,2,22.2,3,4,2,2,0,0,2,0,2,0,0,Matches
927,James Garner,eng ENG,MF,Manchester Utd,eng Premier League,18,2001,0.1,0,0,0,0,0,0,1,0.0,1,2,0,0.0,0,2,0,0,0,0,0,0,0,1,0,Matches
928,Manuel Garrido,es ESP,FW,Leganés,es La Liga,18,2000,1.3,0,0,0,0,0,0,4,0.0,4,46,14,30.4,5,25,16,1,0,0,1,1,1,0,0,Matches
929,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,28,1990,21.8,41,20,20,17,4,21,41,51.2,20,277,80,28.9,99,136,42,49,12,0,37,30,71,86,0,Matches
930,Daniele Gastaldello,it ITA,DF,Brescia,it Serie A,36,1983,4.3,9,8,8,1,0,2,7,28.6,5,42,16,38.1,27,14,1,16,6,0,10,5,14,30,0,Matches
931,Dwight Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,28,1990,9.4,13,10,5,7,1,2,5,40.0,3,118,33,28.0,19,54,45,10,5,0,5,2,15,8,0,Matches
932,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,17.9,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
933,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,23,1995,1.5,5,4,2,1,2,1,4,25.0,3,29,13,44.8,13,11,5,2,0,0,2,1,6,6,0,Matches
934,Yann Gboho,fr FRA,FW,Rennes,fr Ligue 1,18,2001,2.5,3,2,1,1,1,0,3,0.0,3,64,19,29.7,12,36,16,4,0,0,4,1,4,1,0,Matches
935,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,2,Matches
936,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,32,1986,27.0,44,30,23,16,5,19,42,45.2,23,340,113,33.2,161,131,48,50,7,0,43,63,107,113,1,Matches
937,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,21,1998,12.6,15,10,4,10,1,2,15,13.3,13,215,60,27.9,41,120,54,12,2,0,10,6,21,6,0,Matches
938,Jérémy Gélin,fr FRA,"DF,MF",Rennes,fr Ligue 1,22,1997,10.3,13,6,8,4,1,5,14,35.7,9,87,35,40.2,55,25,7,24,8,0,16,15,28,43,1,Matches
939,Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,33,1985,27.1,59,36,22,33,4,18,74,24.3,56,612,166,27.1,132,339,141,62,9,1,53,50,109,69,0,Matches
940,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,25,1994,9.2,32,20,8,17,7,5,22,22.7,17,235,82,34.9,54,134,47,16,2,0,14,11,43,14,0,Matches
941,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,29,1990,15.0,23,19,6,10,7,7,26,26.9,19,281,65,23.1,41,132,108,31,4,0,27,7,30,21,0,Matches
942,Gervinho,ci CIV,FW,Parma,it Serie A,32,1987,25.2,8,7,4,3,1,3,16,18.8,13,307,70,22.8,56,146,105,7,0,0,7,5,13,1,0,Matches
943,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,eng Premier League,24,1995,22.8,17,10,10,5,2,5,24,20.8,19,350,74,21.1,70,163,117,18,1,0,17,12,29,12,0,Matches
944,Rachid Ghezzal,dz ALG,"MF,FW",Fiorentina,it Serie A,27,1992,9.2,24,17,13,7,4,9,34,26.5,25,208,53,25.5,49,116,43,11,1,0,10,8,32,9,0,Matches
945,Andrea Ghezzi,it ITA,"MF,FW",Brescia,it Serie A,,,0.4,1,0,0,0,1,1,1,100.0,0,13,5,38.5,3,4,6,1,0,0,1,0,1,0,0,Matches
946,Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,22,1997,19.1,31,19,14,14,3,13,31,41.9,18,258,75,29.1,105,94,59,28,2,0,26,8,39,47,0,Matches
947,Andrea Ghion,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,0.5,3,1,1,2,0,1,1,100.0,0,4,3,75.0,1,2,1,0,0,0,0,0,3,0,0,Matches
948,Saman Ghoddos,ir IRN,FW,Amiens,fr Ligue 1,25,1993,2.6,3,2,1,1,1,1,5,20.0,4,45,9,20.0,9,23,13,5,0,0,5,4,7,4,0,Matches
949,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,28,1991,4.2,8,3,2,5,1,2,4,50.0,2,42,10,23.8,9,25,8,9,2,0,7,5,13,6,0,Matches
950,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,eng Premier League,19,2000,1.4,1,1,0,1,0,0,0,,0,27,10,37.0,5,15,7,2,0,0,2,1,2,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
951,Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,22.9,50,23,33,11,6,23,52,44.2,29,322,83,25.8,185,99,38,42,8,0,34,24,74,75,1,Matches
