,Player,Pos,Squad,Comp,Age,90s,Drib,Fld,Att,Touches,Drib+Fld,drib-ptouch
2367,Jonathan Silva,DF,Leganés,es La Liga,24,30.0,0.1,0.06666666666666667,1.2666666666666666,52.93333333333333,0.16666666666666666,0.000797649034424853
2369,Thiago Silva,DF,Paris S-G,fr Ligue 1,33,23.1,0.0,0.04329004329004329,0.2597402597402597,90.38961038961038,0.04329004329004329,0.00012439667612081405
2371,Matías Silvestre,DF,Empoli,it Serie A,33,34.0,0.0,0.0,0.029411764705882353,51.705882352941174,0.0,1.6730241584688483e-05
2372,Giovanni Simeone,FW,Fiorentina,it Serie A,23,27.3,0.21978021978021978,0.18315018315018314,2.0146520146520146,28.095238095238095,0.40293040293040294,0.0026266649473950647
2380,Dimitris Siovas,DF,Leganés,es La Liga,29,32.9,0.0,0.030395136778115502,0.8206686930091186,54.984802431610944,0.030395136778115502,0.00045365875788232093
2381,Salvatore Sirigu,GK,Torino,it Serie A,31,35.2,0.0,0.0,0.056818181818181816,34.28977272727273,0.0,4.707388717330722e-05
2382,Ibrahima Sissoko,MF,Strasbourg,fr Ligue 1,20,29.6,0.06756756756756756,0.03378378378378378,2.128378378378378,54.83108108108108,0.10135135135135134,0.0013113853224758954
2383,Moussa Sissoko,MF,Tottenham,eng Premier League,28,25.9,0.07722007722007722,0.07722007722007722,2.664092664092664,63.43629343629344,0.15444015444015444,0.0016214806233065518
2386,Ellyes Skhiri,MF,Montpellier,fr Ligue 1,23,34.3,0.02915451895043732,0.20408163265306123,1.3994169096209914,60.26239067055394,0.23323615160349856,0.0006770280162655981
2388,Łukasz Skorupski,GK,Bologna,it Serie A,27,38.0,0.0,0.0,0.0,32.05263157894737,0.0,0.0
2389,Milan Škriniar,DF,Inter,it Serie A,23,35.0,0.0,0.0,0.42857142857142855,77.71428571428571,0.0,0.00015756302521008404
2394,Naïm Sliti,"MF,FW",Dijon,fr Ligue 1,26,25.4,0.7086614173228347,0.5511811023622047,4.881889763779528,52.5984251968504,1.2598425196850394,0.0036541091046253947
2395,Chris Smalling,DF,Manchester Utd,eng Premier League,28,23.6,0.0,0.0,0.0847457627118644,50.21186440677966,0.0,7.151541157119358e-05
2396,Adam Smith,DF,Bournemouth,eng Premier League,27,23.0,0.08695652173913043,0.2608695652173913,1.608695652173913,58.73913043478261,0.34782608695652173,0.0011907443761464936
2399,Robert Snodgrass,"MF,FW",West Ham,eng Premier League,30,24.7,0.0,0.12145748987854252,2.388663967611336,58.582995951417004,0.12145748987854252,0.0016507698463105295
2410,Carlos Soler,MF,Valencia,es La Liga,21,27.3,0.21978021978021978,0.21978021978021978,2.380952380952381,48.38827838827839,0.43956043956043955,0.001802386359540031
2412,Yann Sommer,GK,M'Gladbach,de Bundesliga,29,34.0,0.0,0.0,0.029411764705882353,49.029411764705884,0.0,1.764353011750591e-05
2414,Jérémy Sorbon,DF,Guingamp,fr Ligue 1,34,29.4,0.0,0.0,0.06802721088435375,43.46938775510204,0.0,5.322942948697476e-05
2415,Oliver Sorg,DF,Hannover 96,de Bundesliga,28,17.6,0.0,0.056818181818181816,1.0795454545454544,59.82954545454545,0.056818181818181816,0.0010252093585426916
2416,David Soria,GK,Getafe,es La Liga,25,37.0,0.0,0.0,0.02702702702702703,32.0,0.0,2.2826880934989044e-05
2421,Stefano Sorrentino,GK,Chievo,it Serie A,39,31.0,0.0,0.0,0.0,31.838709677419356,0.0,0.0
2426,Adama Soumaoro,DF,Lille,fr Ligue 1,26,19.1,0.0,0.0,0.36649214659685864,57.015706806282715,0.0,0.00033654007951961304
2432,Marco Sportiello,GK,Frosinone,it Serie A,26,35.0,0.0,0.0,0.0,37.714285714285715,0.0,0.0
2435,Darijo Srna,DF,Cagliari,it Serie A,36,23.2,0.0,0.12931034482758622,0.646551724137931,79.91379310344828,0.12931034482758622,0.0003487334002901462
2437,Benjamin Stambouli,"DF,MF",Schalke 04,de Bundesliga,27,19.6,0.0510204081632653,0.0,0.6632653061224489,61.27551020408163,0.0510204081632653,0.0005522608710428385
2440,Niklas Stark,DF,Hertha BSC,de Bundesliga,23,20.8,0.0,0.0,0.14423076923076922,62.78846153846153,0.0,0.00011043703616444812
2446,Dale Stephens,MF,Brighton,eng Premier League,29,27.6,0.0,0.0,0.5434782608695652,58.29710144927536,0.0,0.0003377739346610101
2447,Jack Stephens,DF,Southampton,eng Premier League,24,18.9,0.0,0.0,0.3174603174603175,53.12169312169313,0.0,0.00031619553531904134
2448,Mariusz Stępiński,FW,Chievo,it Serie A,23,27.5,0.14545454545454545,0.21818181818181817,0.9454545454545454,33.81818181818182,0.36363636363636365,0.0010166177908113392
2449,Raheem Sterling,FW,Manchester City,eng Premier League,23,30.8,0.7142857142857143,0.2922077922077922,4.6103896103896105,57.3051948051948,1.0064935064935066,0.0026121187594275413
2451,Kevin Stöger,MF,Düsseldorf,de Bundesliga,24,23.5,0.1702127659574468,0.0851063829787234,1.7872340425531914,72.29787234042553,0.2553191489361702,0.0010519329267529084
2452,John Stones,DF,Manchester City,eng Premier League,24,19.6,0.0,0.0,0.25510204081632654,95.40816326530611,0.0,0.00013641820364509438
2453,Thomas Strakosha,GK,Lazio,it Serie A,23,35.0,0.0,0.0,0.02857142857142857,33.22857142857143,0.0,2.4567006510256727e-05
2454,Tobias Strobl,"MF,DF",M'Gladbach,de Bundesliga,28,25.5,0.0,0.0,0.19607843137254902,65.84313725490196,0.0,0.00011678286561795654
2456,Kevin Strootman,MF,Marseille,fr Ligue 1,28,21.6,0.09259259259259259,0.0,0.046296296296296294,2.268518518518518,0.09259259259259259,0.0009448223733938019
2457,Jens Stryger Larsen,"DF,MF",Udinese,it Serie A,27,35.9,0.02785515320334262,0.0,0.947075208913649,53.42618384401114,0.02785515320334262,0.0004937826949497648
2458,Cristhian Stuani,FW,Girona,es La Liga,31,30.3,0.198019801980198,0.46204620462046203,1.3201320132013201,28.217821782178216,0.6600660066006601,0.0015440140505278597
2462,Damián Suárez,DF,Getafe,es La Liga,30,36.0,0.05555555555555555,0.027777777777777776,1.6944444444444444,64.5,0.08333333333333333,0.0007297349028615179
2466,Luis Suárez,FW,Barcelona,es La Liga,31,31.4,0.4140127388535032,0.5732484076433121,3.853503184713376,46.783439490445865,0.9872611464968153,0.0026232152380622027
2471,Neven Subotić,DF,Saint-Étienne,fr Ligue 1,29,23.9,0.0,0.0,0.1673640167364017,57.86610878661088,0.0,0.0001210151964832984
2473,Niklas Süle,DF,Bayern Munich,de Bundesliga,22,29.5,0.03389830508474576,0.03389830508474576,0.1694915254237288,94.03389830508475,0.06779661016949153,6.110004521403345e-05
2478,Suso,"FW,MF",Milan,it Serie A,24,33.5,0.7761194029850746,0.14925373134328357,3.8208955223880596,63.64179104477612,0.9253731343283582,0.0017921648791688835
2483,Issiaga Sylla,"DF,MF",Toulouse,fr Ligue 1,24,22.2,0.0900900900900901,0.04504504504504505,1.4864864864864866,63.873873873873876,0.13513513513513514,0.001048297945336027
2486,Ádám Szalai,FW,Hoffenheim,de Bundesliga,30,18.1,0.16574585635359115,0.16574585635359115,1.4917127071823204,35.248618784530386,0.3314917127071823,0.002338107691508339
2487,Wojciech Szczęsny,GK,Juventus,it Serie A,28,28.0,0.0,0.0,0.0,28.107142857142858,0.0,0.0
2490,Jonathan Tah,DF,Leverkusen,de Bundesliga,22,32.6,0.0,0.0,0.42944785276073616,85.6441717791411,0.0,0.0001538137008455359
2491,Flavien Tait,"MF,FW",Angers,fr Ligue 1,25,33.2,0.6626506024096385,0.4518072289156626,5.120481927710843,62.34939759036144,1.114457831325301,0.0024736627670100693
2492,Adrien Tameze,MF,Nice,fr Ligue 1,24,32.7,0.030581039755351678,0.061162079510703356,2.5382262996941893,68.34862385321101,0.09174311926605504,0.0011356717224582503
2497,James Tarkowski,DF,Burnley,eng Premier League,25,34.3,0.0,0.0,0.3206997084548105,47.288629737609334,0.0,0.00019771868585376727
2498,Ciprian Tătărușanu,GK,Nantes,fr Ligue 1,32,26.6,0.0,0.0,0.0,33.909774436090224,0.0,0.0
2499,Júlio Tavares,FW,Dijon,fr Ligue 1,29,31.2,0.032051282051282055,0.16025641025641027,0.8653846153846154,34.070512820512825,0.19230769230769232,0.0008140965337578697
2502,Charlie Taylor,DF,Burnley,eng Premier League,24,36.0,0.05555555555555555,0.08333333333333333,2.0277777777777777,59.72222222222222,0.1388888888888889,0.0009431524547803616
2506,Cristian Tello,"DF,MF",Betis,es La Liga,26,17.5,0.17142857142857143,0.11428571428571428,3.142857142857143,63.885714285714286,0.2857142857142857,0.002811142346026067
2509,Marc-André ter Stegen,GK,Barcelona,es La Liga,26,35.0,0.0,0.0,0.02857142857142857,31.97142857142857,0.0,2.5533001404315077e-05
2516,Florian Thauvin,"FW,MF",Marseille,fr Ligue 1,25,29.0,0.1724137931034483,0.13793103448275862,3.8275862068965516,58.6551724137931,0.3103448275862069,0.002250197652496503
2519,Sada Thioub,"FW,MF",Nîmes,fr Ligue 1,23,27.5,0.7636363636363637,0.14545454545454545,4.581818181818182,49.054545454545455,0.9090909090909091,0.0033964552867443896
2520,Romain Thomas,DF,Angers,fr Ligue 1,30,26.6,0.0,0.07518796992481203,0.07518796992481203,55.751879699248114,0.07518796992481203,5.069991228915174e-05
2522,Adrien Thomasson,"MF,FW",Strasbourg,fr Ligue 1,24,27.5,0.2545454545454545,0.14545454545454545,1.6727272727272726,54.763636363636365,0.4,0.001110708680429796
2524,Marcus Thuram,"FW,MF",Guingamp,fr Ligue 1,20,28.6,0.45454545454545453,0.2797202797202797,6.363636363636363,45.41958041958042,0.7342657342657343,0.004898873259150395
2526,Youri Tielemans,MF,Monaco,fr Ligue 1,21,18.7,0.21390374331550802,0.053475935828877004,1.7112299465240641,63.101604278074866,0.26737967914438504,0.0014501948699356475
2535,Karl Toko Ekambi,FW,Villarreal,es La Liga,25,23.8,0.5042016806722689,0.25210084033613445,3.907563025210084,33.529411764705884,0.7563025210084033,0.004896695520313388
2537,Rafael Tolói,DF,Atalanta,it Serie A,27,19.4,0.10309278350515465,0.0,0.6185567010309279,74.02061855670104,0.10309278350515465,0.00043074979180426735
2538,Raúl de Tomás,FW,Rayo Vallecano,es La Liga,23,31.3,0.28753993610223644,0.12779552715654952,3.099041533546326,28.594249201277954,0.41533546325878595,0.0034626162385992467
2539,James Tomkins,DF,Crystal Palace,eng Premier League,29,28.4,0.0,0.0,0.035211267605633804,50.316901408450704,0.0,2.4640495175391045e-05
2541,Lorenzo Tonelli,DF,Sampdoria,it Serie A,28,18.4,0.0,0.05434782608695653,0.32608695652173914,76.08695652173914,0.05434782608695653,0.00023291925465838512
2542,Toño,"DF,MF",Levante,es La Liga,28,19.6,0.1530612244897959,0.0510204081632653,3.214285714285714,54.64285714285714,0.2040816326530612,0.0030012004801920765
2544,Lucas Torreira,MF,Arsenal,eng Premier League,22,26.5,0.07547169811320754,0.2641509433962264,1.1320754716981132,72.33962264150944,0.33962264150943394,0.0005905453686479464
2551,Abdoulaye Touré,MF,Nantes,fr Ligue 1,24,30.5,0.09836065573770492,0.22950819672131148,2.2295081967213113,57.114754098360656,0.32786885245901637,0.0012798554516195817
2554,Lucas Tousart,MF,Lyon,fr Ligue 1,21,19.2,0.052083333333333336,0.052083333333333336,0.5208333333333334,61.927083333333336,0.10416666666666667,0.00043804317353518367
2555,Andros Townsend,"FW,MF",Crystal Palace,eng Premier League,27,33.4,0.4191616766467066,0.17964071856287425,3.502994011976048,50.568862275449106,0.5988023952095809,0.002074004743621106
2558,Bertrand Traoré,FW,Lyon,fr Ligue 1,22,23.5,0.5106382978723404,0.5106382978723404,5.0212765957446805,59.02127659574468,1.0212765957446808,0.0036202426789795823
2562,Hamari Traoré,DF,Rennes,fr Ligue 1,26,33.0,0.24242424242424243,0.030303030303030304,1.5454545454545454,69.06060606060606,0.2727272727272727,0.0006781283657106386
2564,Ismaël Traoré,DF,Angers,fr Ligue 1,31,29.3,0.034129692832764506,0.034129692832764506,0.37542662116040953,46.86006825938566,0.06825938566552901,0.00027343526668638715
2565,Kevin Trapp,GK,Eint Frankfurt,de Bundesliga,28,32.6,0.0,0.0,0.0,40.33742331288343,0.0,0.0
2567,Óscar Trejo,"MF,FW",Rayo Vallecano,es La Liga,30,19.6,0.3571428571428571,0.1020408163265306,3.6734693877551017,59.59183673469387,0.4591836734693877,0.003145093653899916
2569,Manu Trigueros,MF,Villarreal,es La Liga,26,17.2,0.0,0.11627906976744186,0.4069767441860465,67.79069767441861,0.11627906976744186,0.00034903665882165223
2570,Kieran Trippier,DF,Tottenham,eng Premier League,27,25.3,0.0,0.039525691699604744,0.7509881422924901,88.41897233201581,0.039525691699604744,0.000335712178047604
2571,William Troost-Ekong,DF,Udinese,it Serie A,24,34.0,0.0,0.0,0.08823529411764706,43.911764705882355,0.0,5.909932626768054e-05
2582,Enes Ünal,FW,Valladolid,es La Liga,21,23.9,0.08368200836820085,0.2092050209205021,1.9246861924686194,33.43096234309623,0.29288702928870297,0.002408868826619048
2588,Tomáš Vaclík,GK,Sevilla,es La Liga,29,33.0,0.0,0.0,0.030303030303030304,32.09090909090909,0.0,2.8614759492946464e-05
2598,Yan Valery,"DF,MF",Southampton,eng Premier League,19,19.0,0.10526315789473684,0.10526315789473684,2.4210526315789473,45.421052631578945,0.21052631578947367,0.0028053912301030676
2601,Theo Valls,MF,Nîmes,fr Ligue 1,22,19.7,0.050761421319796954,0.15228426395939088,1.015228426395939,45.076142131979694,0.20304568527918782,0.0011432752549503818
2606,Raphaël Varane,DF,Real Madrid,es La Liga,25,30.6,0.0,0.0,0.35947712418300654,64.50980392156862,0.0,0.0001821059393024349
2607,Jamie Vardy,FW,Leicester City,eng Premier League,31,30.3,0.16501650165016502,0.198019801980198,1.0891089108910892,23.1023102310231,0.36303630363036304,0.0015558698727015559
2608,Franco Vázquez,"MF,FW",Sevilla,es La Liga,29,25.3,0.1976284584980237,0.2766798418972332,3.3201581027667983,58.498023715415016,0.4743083003952569,0.002243350069437026
2611,Matías Vecino,MF,Inter,it Serie A,26,22.4,0.044642857142857144,0.08928571428571429,1.0714285714285714,64.0625,0.13392857142857142,0.0007466401194624191
2614,Miloš Veljković,DF,Werder Bremen,de Bundesliga,22,20.9,0.0,0.04784688995215311,0.0,69.33014354066987,0.04784688995215311,0.0
2619,Jordan Veretout,MF,Fiorentina,it Serie A,25,32.7,0.12232415902140671,0.030581039755351678,1.039755351681957,69.11314984709479,0.1529051987767584,0.0004600687396822819
2622,Marco Verratti,MF,Paris S-G,fr Ligue 1,25,20.9,0.09569377990430622,0.14354066985645933,2.200956937799043,109.61722488038278,0.23923444976076558,0.0009606970483627426
2623,Jan Vertonghen,DF,Tottenham,eng Premier League,31,21.2,0.0,0.0,0.6603773584905661,82.5,0.0,0.0003775742472787685
2624,Freddie Veseli,DF,Empoli,it Serie A,25,28.2,0.0,0.0,0.49645390070921985,54.71631205673759,0.0,0.00032174588509994805
2626,Mikel Vesga,MF,Leganés,es La Liga,25,23.0,0.043478260869565216,0.17391304347826086,2.0869565217391304,47.56521739130435,0.21739130434782608,0.0019076385025037755
2627,Jannik Vestergaard,DF,Southampton,eng Premier League,25,22.5,0.044444444444444446,0.044444444444444446,0.6222222222222222,52.8,0.08888888888888889,0.0005237560793116348
2630,Francesco Vicari,DF,SPAL,it Serie A,23,25.9,0.0,0.0,0.11583011583011583,47.7992277992278,0.0,9.356229065437467e-05
2632,Arturo Vidal,MF,Barcelona,es La Liga,31,21.4,0.04672897196261683,0.1869158878504673,0.5607476635514019,83.36448598130842,0.23364485981308414,0.0003143204392104271
2637,Dídac Vilà,DF,Espanyol,es La Liga,29,26.2,0.03816793893129771,0.07633587786259542,0.9923664122137404,67.59541984732824,0.11450381679389313,0.0005603424123171883
2638,Toni Villa,"MF,FW",Valladolid,es La Liga,23,19.6,0.3061224489795918,0.25510204081632654,4.948979591836735,44.74489795918367,0.5612244897959183,0.005643078211900496
2646,Kevin Vogt,DF,Hoffenheim,de Bundesliga,26,26.6,0.0,0.0,0.03759398496240601,76.65413533834587,0.0,1.843746197273468e-05
2648,Kevin Volland,FW,Leverkusen,de Bundesliga,26,31.3,0.19169329073482427,0.28753993610223644,1.7252396166134185,41.91693290734824,0.4792332268370607,0.0013149692199797398
2650,Stefan de Vrij,DF,Inter,it Serie A,26,28.0,0.0,0.0,0.25,67.17857142857143,0.0,0.00013290802764486976
2659,Wakaso,MF,Alavés,es La Liga,28,18.5,0.05405405405405406,0.10810810810810811,1.945945945945946,49.13513513513514,0.16216216216216217,0.0021407546160021407
2660,Walace,MF,Hannover 96,de Bundesliga,23,22.2,0.0,0.0,1.7567567567567568,61.44144144144144,0.0,0.001287944836331933
2661,Theo Walcott,"FW,MF",Everton,eng Premier League,29,23.5,0.0851063829787234,0.3404255319148936,2.0425531914893615,38.680851063829785,0.425531914893617,0.002247033213959694
2662,Luca Waldschmidt,"FW,MF",Freiburg,de Bundesliga,22,19.1,0.2617801047120419,0.20942408376963348,2.094240837696335,44.55497382198953,0.47120418848167533,0.002460917553109677
2663,Kyle Walker,DF,Manchester City,eng Premier League,28,30.9,0.03236245954692557,0.03236245954692557,1.1003236245954693,93.72168284789645,0.06472491909385114,0.0003799460029680488
2668,Aaron Wan-Bissaka,DF,Crystal Palace,eng Premier League,20,34.8,0.08620689655172414,0.02873563218390805,2.931034482758621,60.258620689655174,0.1149425287356322,0.0013977274595892326
2673,James Ward-Prowse,"MF,DF",Southampton,eng Premier League,23,21.6,0.0,0.18518518518518517,0.5555555555555555,52.4537037037037,0.18518518518518517,0.0004903402961655388
2674,Daniel Wass,"DF,MF",Valencia,es La Liga,29,26.2,0.07633587786259542,0.19083969465648856,0.6106870229007634,60.53435114503817,0.26717557251908397,0.00038504856425016604
2676,Wout Weghorst,FW,Wolfsburg,de Bundesliga,25,32.5,0.03076923076923077,0.15384615384615385,1.2307692307692308,34.8,0.18461538461538463,0.0010882132898048019
2679,Mitchell Weiser,DF,Leverkusen,de Bundesliga,24,23.5,0.0,0.0425531914893617,2.382978723404255,80.76595744680851,0.0425531914893617,0.0012555209290854876
2681,Wendell,DF,Leverkusen,de Bundesliga,25,25.3,0.0,0.039525691699604744,0.5928853754940712,86.16600790513834,0.039525691699604744,0.000271965768575262
2682,Oscar Wendt,DF,M'Gladbach,de Bundesliga,32,30.3,0.033003300330033,0.066006600660066,0.46204620462046203,68.91089108910892,0.099009900990099,0.00022128649646573854
2684,Timo Werner,FW,RB Leipzig,de Bundesliga,22,27.9,0.5017921146953406,0.28673835125448033,3.0824372759856633,44.05017921146953,0.7885304659498208,0.002508085659874421
2685,Ashley Westwood,MF,Burnley,eng Premier League,28,31.4,0.03184713375796178,0.03184713375796178,0.5732484076433121,56.52866242038217,0.06369426751592357,0.00032295684937651384
2686,Hendrik Weydandt,"FW,MF",Hannover 96,de Bundesliga,23,19.1,0.31413612565445026,0.10471204188481674,2.25130890052356,41.308900523560204,0.41884816753926696,0.0028533699626407606
2688,Georginio Wijnaldum,MF,Liverpool,eng Premier League,27,30.3,0.132013201320132,0.099009900990099,1.716171617161716,67.22772277227723,0.23102310231023102,0.0008424995665987806
2690,William,DF,Wolfsburg,de Bundesliga,23,29.7,0.10101010101010101,0.03367003367003367,1.5488215488215489,74.94949494949495,0.13468013468013468,0.0006957868593088719
2692,Iñaki Williams,FW,Athletic Club,es La Liga,24,33.6,0.38690476190476186,0.11904761904761904,3.3035714285714284,34.672619047619044,0.5059523809523809,0.002835683629675046
2693,Willian,FW,Chelsea,eng Premier League,29,23.3,0.2575107296137339,0.2575107296137339,2.6609442060085837,72.91845493562232,0.5150214592274678,0.0015661825815235925
2698,Callum Wilson,FW,Bournemouth,eng Premier League,26,28.1,0.1779359430604982,0.2846975088967971,1.5302491103202847,27.224199288256226,0.4626334519572953,0.002000325634405601
2699,Kevin Wimmer,DF,Hannover 96,de Bundesliga,25,18.7,0.0,0.0,0.053475935828877004,65.1336898395722,0.0,4.390470921911084e-05
2700,Harry Winks,MF,Tottenham,eng Premier League,22,17.7,0.0,0.0,1.2994350282485876,86.49717514124295,0.0,0.0008487492019912395
2701,Axel Witsel,MF,Dortmund,de Bundesliga,29,31.9,0.0,0.12539184952978058,1.09717868338558,85.48589341692791,0.12539184952978058,0.000402339084483161
2707,Chris Wood,FW,Burnley,eng Premier League,26,28.8,0.034722222222222224,0.1388888888888889,0.798611111111111,32.53472222222222,0.1736111111111111,0.0008523064152733309
2709,Xeka,MF,Lille,fr Ligue 1,23,25.1,0.0796812749003984,0.0796812749003984,0.7569721115537849,57.689243027888445,0.1593625498007968,0.0005227707952719508
2710,Granit Xhaka,"MF,DF",Arsenal,eng Premier League,25,27.8,0.03597122302158273,0.0,0.7913669064748201,95.14388489208633,0.03597122302158273,0.0002991935374195917
2711,Cédric Yamberé,DF,Dijon,fr Ligue 1,27,31.2,0.0,0.0,0.25641025641025644,50.12820512820513,0.0,0.00016394517673290053
2714,DeAndre Yedlin,DF,Newcastle Utd,eng Premier League,25,27.5,0.03636363636363636,0.0,1.018181818181818,50.25454545454546,0.03636363636363636,0.000736745165109854
2716,Okay Yokuşlu,MF,Celta Vigo,es La Liga,24,24.4,0.04098360655737705,0.12295081967213116,1.8442622950819674,67.62295081967214,0.1639344262295082,0.0011177347242921013
2720,Ashley Young,DF,Manchester Utd,eng Premier League,33,28.5,0.03508771929824561,0.07017543859649122,1.3333333333333333,76.21052631578948,0.10526315789473684,0.0006138735420503377
2722,Pablo Zabaleta,DF,West Ham,eng Premier League,33,23.2,0.0,0.04310344827586207,0.603448275862069,60.81896551724138,0.04310344827586207,0.00042767418558615805
2724,Wilfried Zaha,FW,Crystal Palace,eng Premier League,25,33.7,0.830860534124629,0.5044510385756676,7.299703264094955,51.12759643916913,1.3353115727002967,0.0042366240650580115
2727,Denis Zakaria,MF,M'Gladbach,de Bundesliga,21,21.8,0.04587155963302752,0.0,2.8440366972477062,48.1651376146789,0.04587155963302752,0.002708606378331149
2728,Joseba Zaldúa,DF,Real Sociedad,es La Liga,26,23.8,0.08403361344537814,0.12605042016806722,1.4285714285714286,63.27731092436974,0.21008403361344538,0.0009485866059571238
2731,Francesco Zampano,"DF,MF",Frosinone,it Serie A,24,23.4,0.042735042735042736,0.042735042735042736,1.5384615384615385,49.358974358974365,0.08547008547008547,0.001332001332001332
2732,Nicolò Zaniolo,"MF,FW",Roma,it Serie A,19,19.6,0.3571428571428571,0.2040816326530612,4.897959183673469,45.96938775510204,0.5612244897959183,0.005436136718838478
2734,Duván Zapata,FW,Atalanta,it Serie A,27,32.2,0.6832298136645962,0.15527950310559005,3.447204968944099,40.27950310559006,0.8385093167701863,0.0026578295828404777
2745,Ron-Robert Zieler,GK,Stuttgart,de Bundesliga,29,34.0,0.0,0.0,0.029411764705882353,39.11764705882353,0.0,2.2114108801415304e-05
2746,Piotr Zieliński,"MF,FW",Napoli,it Serie A,24,31.9,0.12539184952978058,0.06269592476489029,2.5391849529780566,73.85579937304075,0.18808777429467086,0.0010777525267309238
2748,Matthias Zimmermann,"DF,MF",Düsseldorf,de Bundesliga,26,33.9,0.058997050147492625,0.029498525073746312,0.9734513274336284,59.41002949852508,0.08849557522123894,0.0004833422678419207
2752,Kurt Zouma,DF,Everton,eng Premier League,23,29.0,0.034482758620689655,0.0,0.2413793103448276,60.206896551724135,0.034482758620689655,0.00013824702768890467
2754,Igor Zubeldia,MF,Real Sociedad,es La Liga,21,28.3,0.0,0.0,1.696113074204947,53.18021201413428,0.0,0.001126985431365413
2759,Ervin Zukanović,DF,Genoa,it Serie A,31,21.8,0.0,0.04587155963302752,0.36697247706422015,55.5045871559633,0.04587155963302752,0.00030328303889604974
