Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2063,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,33.5,2428,309,1212,1216,112,53,2363,11,13,84.6,12,0,1532,7868,4168,1813,1735,95.7,8,3,Matches
2064,Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37.0,1245,1120,1231,15,0,0,826,0,0,,0,0,544,3108,1779,410,406,99.0,0,0,Matches
2065,Aaron Ramsey,wal WAL,MF,Juventus,it Serie A,28,1990,11.7,904,15,105,442,401,61,887,16,23,69.6,16,0,632,2948,1419,850,719,84.6,27,17,Matches
2066,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2.0,47,42,47,0,0,0,29,0,0,,0,0,16,128,100,11,11,100.0,0,0,Matches
2067,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,2.6,186,14,75,102,22,3,172,4,5,80.0,4,0,121,785,535,127,122,96.1,0,0,Matches
2068,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,5.8,408,63,239,191,10,6,399,1,1,100.0,1,0,234,1638,1090,281,275,97.9,0,1,Matches
2069,Tobias Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,0.3,17,1,3,9,6,0,17,0,0,,0,0,12,70,30,12,12,100.0,0,1,Matches
2070,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,29.4,1378,20,91,558,854,164,1332,72,132,54.5,77,13,1019,7483,5231,1557,1103,70.8,71,48,Matches
2071,Milot Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,25.2,1068,15,133,466,571,83,976,65,106,61.3,68,1,804,6420,4044,1081,712,65.9,62,69,Matches
2072,Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,2.9,161,0,22,71,80,16,158,5,8,62.5,5,1,126,704,371,161,127,78.9,9,7,Matches
2073,Raúl,es ESP,"FW,MF",Betis,es La Liga,18,2000,0.2,8,0,2,3,3,0,7,0,1,0.0,1,0,4,14,5,16,5,31.3,0,0,Matches
2074,Ante Rebić,hr CRO,FW,Milan,it Serie A,25,1993,15.5,649,17,59,219,415,123,631,32,55,58.2,35,2,480,3198,1983,647,484,74.8,49,29,Matches
2075,Ante Rebić,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1.0,31,0,0,10,23,7,29,1,2,50.0,1,0,26,182,135,47,25,53.2,4,3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2076,Arkadiusz Reca,pl POL,DF,SPAL,it Serie A,24,1995,21.4,1193,73,353,549,387,50,1009,30,57,52.6,34,0,741,5919,3853,784,693,88.4,24,23,Matches
2077,Recio,es ESP,MF,Leganés,es La Liga,28,1991,17.4,1049,27,186,683,236,15,1009,14,25,56.0,18,0,736,3808,1402,785,721,91.8,15,18,Matches
2078,Daishawn Redan,nl NED,FW,Hertha BSC,de Bundesliga,18,2001,0.2,9,0,1,6,6,1,9,1,2,50.0,2,0,8,52,37,9,7,77.8,0,0,Matches
2079,Nathan Redmond,eng ENG,"MF,FW",Southampton,eng Premier League,25,1994,30.7,1443,29,186,669,728,123,1424,90,146,61.6,98,5,1159,9694,5840,1430,1011,70.7,56,58,Matches
2080,Fabian Reese,de GER,FW,Schalke 04,de Bundesliga,21,1997,1.0,36,2,10,12,20,4,35,3,6,50.0,3,1,29,245,163,42,26,61.9,3,3,Matches
2081,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,28,1990,1.9,84,11,44,39,5,1,78,0,0,,0,0,41,354,227,39,36,92.3,1,0,Matches
2082,Vasco Regini,it ITA,DF,Parma,it Serie A,28,1990,0.6,26,3,15,12,0,0,25,0,0,,0,0,14,60,40,20,20,100.0,0,0,Matches
2083,Sergio Reguilón,es ESP,DF,Sevilla,es La Liga,22,1996,27.9,2136,84,576,1032,703,89,1884,41,70,58.6,48,1,1407,9152,5948,1504,1385,92.1,36,28,Matches
2084,Ken Reichel,de GER,DF,Union Berlin,de Bundesliga,32,1986,5.9,327,15,125,132,88,7,263,2,4,50.0,2,0,139,814,478,162,148,91.4,4,4,Matches
2085,Manolo Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36.0,1273,1143,1270,9,0,0,854,0,0,,0,0,594,4148,2679,449,446,99.3,0,0,Matches
2086,Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12.0,427,373,422,6,0,0,288,0,0,,0,0,175,1005,557,176,175,99.4,1,0,Matches
2087,Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,1.0,41,36,40,1,0,0,30,0,0,,0,0,18,141,85,16,16,100.0,0,0,Matches
2088,Jeff Reine-Adélaïde,fr FRA,MF,Angers,fr Ligue 1,21,1998,0.9,51,0,7,35,19,4,49,7,8,87.5,7,0,46,454,321,43,35,81.4,2,3,Matches
2089,Jeff Reine-Adélaïde,fr FRA,"MF,FW",Lyon,fr Ligue 1,21,1998,8.7,517,6,77,324,174,14,500,33,45,73.3,34,1,444,3164,1692,507,419,82.6,18,26,Matches
2090,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14.0,847,105,439,428,36,10,820,4,7,57.1,4,1,578,3229,1666,564,560,99.3,3,5,Matches
2091,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25.0,975,861,970,6,1,1,745,1,1,100.0,1,0,547,2397,1104,520,519,99.8,0,0,Matches
2092,Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,32,1987,10.7,324,8,18,141,186,46,311,16,23,69.6,16,1,228,1287,661,419,254,60.6,26,12,Matches
2093,Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,1.3,110,5,33,72,11,0,102,1,1,100.0,1,0,73,352,218,74,74,100.0,0,1,Matches
2094,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,30,1989,16.6,895,17,79,411,457,119,858,29,53,54.7,32,2,608,3164,1527,978,681,69.6,37,34,Matches
2095,Elvis Rexhbeçaj,de GER,MF,Köln,de Bundesliga,21,1997,6.9,315,9,67,175,100,14,308,6,11,54.5,7,0,199,1280,720,264,204,77.3,13,6,Matches
2096,Giovanni Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,16,2002,3.9,280,4,33,163,106,14,277,19,26,73.1,20,1,231,1414,798,268,228,85.1,11,10,Matches
2097,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,22.6,912,739,896,24,3,1,612,0,0,,0,0,447,2441,1516,354,353,99.7,0,1,Matches
2098,Nico Ribaudo,es ESP,"FW,MF",Espanyol,es La Liga,18,2001,2.0,99,0,9,53,47,5,98,5,10,50.0,5,0,87,577,353,99,73,73.7,2,5,Matches
2099,Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,36,1983,15.7,971,9,82,525,499,95,961,58,95,61.1,62,3,888,7445,4699,969,817,84.3,40,57,Matches
2100,Davide Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,0.2,4,0,3,1,0,0,4,0,0,,0,0,2,8,0,2,2,100.0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2101,Declan Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38.0,2084,111,631,1306,305,29,2052,41,53,77.4,43,0,1366,9214,3924,1351,1267,93.8,19,28,Matches
2102,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,0.1,5,0,1,4,0,0,5,0,0,,0,0,2,13,0,4,4,100.0,0,0,Matches
2103,Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,34.1,1374,53,178,582,730,181,1352,66,106,62.3,70,2,996,7818,4541,1508,939,62.3,90,100,Matches
2104,Marco Richter,de GER,"MF,FW",Augsburg,de Bundesliga,21,1997,25.3,1017,22,167,488,442,63,988,49,112,43.8,59,4,760,4802,2552,937,667,71.2,82,67,Matches
2105,Diego Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,25.9,1825,97,636,772,489,13,1452,19,40,47.5,23,5,863,4030,2190,893,838,93.8,13,21,Matches
2106,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2.0,55,47,55,0,0,0,38,1,1,100.0,1,0,18,73,46,20,20,100.0,0,0,Matches
2107,Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,eng Premier League,22,1996,8.5,482,35,148,257,101,8,408,11,15,73.3,11,1,263,1070,577,280,253,90.4,8,8,Matches
2108,Emiliano Rigoni,ar ARG,"MF,FW",Sampdoria,it Serie A,26,1993,4.8,260,2,28,122,139,15,229,16,32,50.0,17,2,199,1481,892,237,178,75.1,9,12,Matches
2109,Tomás Rincón,ve VEN,MF,Torino,it Serie A,31,1988,30.0,1626,87,415,963,351,25,1537,37,47,78.7,40,0,1054,6309,3441,1073,1001,93.3,23,34,Matches
2110,Luis Rioja,es ESP,MF,Alavés,es La Liga,25,1993,18.2,597,12,87,282,293,22,577,24,44,54.5,25,0,431,3326,2024,546,391,71.6,29,26,Matches
2111,Renaud Ripart,fr FRA,"FW,DF",Nîmes,fr Ligue 1,26,1993,22.5,974,49,173,468,379,86,892,28,66,42.4,29,2,577,3323,1609,1018,616,60.5,59,36,Matches
2112,Rodrigo Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,0.1,8,0,0,3,5,1,8,0,0,,0,0,6,38,20,6,5,83.3,1,1,Matches
2113,Andrea Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,21.2,1301,103,498,545,360,22,1158,5,8,62.5,6,1,787,5487,3091,869,813,93.6,12,12,Matches
2114,Marcel Risse,de GER,"MF,FW",Köln,de Bundesliga,29,1989,1.5,81,3,17,30,37,4,67,1,2,50.0,1,0,53,258,88,48,40,83.3,0,3,Matches
2115,Mihailo Ristić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,23,1995,9.0,468,22,112,243,139,12,413,6,12,50.0,6,1,286,1946,1079,365,286,78.4,11,13,Matches
2116,Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,eng Premier League,29,1989,14.6,850,46,226,348,319,14,697,11,16,68.8,12,0,472,2829,1380,555,461,83.1,7,11,Matches
2117,Marlon Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,4.8,266,8,64,120,92,8,233,2,4,50.0,2,1,144,782,421,179,153,85.5,7,5,Matches
2118,Cristian Rivera,es ESP,MF,Leganés,es La Liga,22,1997,3.5,165,9,61,95,16,1,161,2,3,66.7,2,0,104,524,181,111,103,92.8,2,3,Matches
2119,Maxence Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,0.3,15,0,1,7,9,2,14,2,3,66.7,3,0,12,66,25,12,10,83.3,1,3,Matches
2120,Rober,es ESP,DF,Levante,es La Liga,24,1995,2.1,101,16,60,43,1,0,99,2,2,100.0,2,0,64,438,245,72,71,98.6,0,0,Matches
2121,Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,265,235,262,4,0,0,188,0,0,,0,0,106,587,368,85,84,98.8,0,0,Matches
2122,Roberto,es ESP,GK,Alavés,es La Liga,33,1986,8.8,269,240,267,1,1,1,161,0,0,,0,0,87,449,275,76,76,100.0,0,0,Matches
2123,Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,27,1992,26.0,2359,69,467,1319,751,62,2232,14,25,56.0,16,1,1743,8868,5414,1997,1865,93.4,26,24,Matches
2124,Patrick Roberts,eng ENG,"MF,FW",Norwich City,eng Premier League,22,1997,0.3,13,0,2,9,3,0,12,3,3,100.0,3,0,14,110,76,12,11,91.7,0,0,Matches
2125,Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,3265,100,684,1615,1221,95,2879,24,48,50.0,30,0,2164,11411,7066,2438,2276,93.4,39,20,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2126,Callum Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,230,0,23,97,124,31,221,7,15,46.7,9,0,176,1048,519,366,165,45.1,14,17,Matches
2127,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,332,32,140,175,35,0,307,2,2,100.0,2,0,186,941,500,184,179,97.3,5,2,Matches
2128,Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,1232,1053,1222,15,0,0,891,0,0,,0,0,631,2492,1272,579,579,100.0,0,0,Matches
2129,Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,2036,85,464,1394,297,18,1960,16,25,64.0,17,0,1286,6774,3543,1416,1308,92.4,28,20,Matches
2130,Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,1282,37,258,695,403,26,1189,42,65,64.6,46,1,893,4700,2393,1023,889,86.9,36,50,Matches
2131,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,1415,49,335,899,283,21,1363,15,21,71.4,15,0,888,5454,2918,1038,917,88.3,13,13,Matches
2132,Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,2777,87,566,1900,490,30,2754,25,31,80.6,26,0,2069,9558,5203,2266,2191,96.7,10,21,Matches
2133,Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,847,17,80,446,378,89,832,17,41,41.5,22,0,595,4214,2054,1047,699,66.8,52,23,Matches
2134,Kévin Rodrigues,pt POR,"DF,MF",Leganés,es La Liga,25,1994,21.5,1079,45,249,455,432,34,930,37,52,71.2,40,6,631,3148,1613,716,566,79.1,37,39,Matches
2135,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,9,0,3,6,3,1,9,0,0,,0,0,6,17,11,8,7,87.5,1,0,Matches
2136,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,21,1998,21.3,1105,16,127,587,489,65,986,42,86,48.8,48,2,763,5465,3173,892,703,78.8,42,31,Matches
2137,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,555,6,28,232,328,91,547,15,26,57.7,16,0,384,2468,1153,862,415,48.1,65,40,Matches
2138,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,31,1988,33.8,1591,58,292,909,526,66,1522,54,81,66.7,56,5,1145,8191,4374,1289,1066,82.7,53,77,Matches
2139,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,627,32,170,399,79,8,609,12,15,80.0,12,1,413,1638,636,429,416,97.0,8,5,Matches
2140,James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,351,1,34,188,145,10,320,0,1,0.0,0,0,229,1174,464,295,267,90.5,6,3,Matches
2141,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,805,19,74,357,410,92,790,19,42,45.2,22,1,458,2693,1183,1093,561,51.3,64,41,Matches
2142,Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0.0,3,0,1,2,1,0,3,0,0,,0,0,2,16,10,4,3,75.0,0,0,Matches
2143,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,324,15,104,176,61,0,287,0,2,0.0,0,0,208,1013,554,219,213,97.3,1,4,Matches
2144,Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,648,4,56,298,351,65,639,24,48,50.0,26,2,545,3573,2410,687,541,78.7,31,20,Matches
2145,Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,3,1,3,0,0,0,3,0,0,,0,0,1,7,7,1,1,100.0,0,0,Matches
2146,Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.7,1487,43,355,887,404,32,1425,59,77,76.6,62,0,1123,7297,4542,1067,967,90.6,29,50,Matches
2147,Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,428,65,265,187,12,8,416,1,1,100.0,1,0,261,1475,783,285,273,95.8,2,2,Matches
2148,Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,836,38,232,421,246,19,734,15,20,75.0,16,2,560,3639,2038,610,566,92.8,5,11,Matches
2149,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,70,9,24,35,12,3,60,0,1,0.0,0,0,39,201,87,41,40,97.6,1,0,Matches
2150,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,1169,178,599,631,26,9,1143,2,2,100.0,2,0,816,4552,2595,866,860,99.3,2,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2151,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,2284,311,1157,1194,75,19,2226,4,6,66.7,4,0,1455,7775,3765,1625,1598,98.3,3,2,Matches
2152,Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,1204,63,385,769,143,15,1173,18,22,81.8,18,0,784,4552,2128,816,773,94.7,11,13,Matches
2153,Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,1885,382,1157,731,109,29,1773,14,18,77.8,14,0,1202,7334,4177,1218,1187,97.5,6,14,Matches
2154,Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,2,0,0,2,0,0,2,0,0,,0,0,2,44,7,2,2,100.0,0,0,Matches
2155,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,1261,64,286,821,210,5,1242,13,16,81.3,13,0,735,3165,1629,768,728,94.8,9,8,Matches
2156,Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,722,24,171,322,301,42,694,29,45,64.4,30,0,541,4204,2326,639,488,76.4,25,28,Matches
2157,Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,11,1,3,6,3,0,10,1,2,50.0,1,0,5,65,36,7,7,100.0,0,0,Matches
2158,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,32.4,1761,28,91,777,1071,242,1699,56,87,64.4,59,2,1343,9699,6223,1929,1504,78.0,69,49,Matches
2159,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,732,76,316,400,68,4,639,15,18,83.3,16,1,372,2722,1255,312,296,94.9,4,3,Matches
2160,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,1498,27,282,955,364,34,1477,24,32,75.0,25,0,1015,5796,2850,1168,1074,92.0,19,25,Matches
2161,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,198,3,21,100,86,8,185,5,5,100.0,5,0,141,701,256,171,145,84.8,3,4,Matches
2162,Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,30.2,2300,81,518,1397,523,18,2241,12,17,70.6,12,1,1600,7814,3806,1709,1638,95.8,9,20,Matches
2163,Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,1114,58,275,476,400,20,888,11,18,61.1,12,0,553,2547,1263,639,543,85.0,15,17,Matches
2164,Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1.0,39,39,39,0,0,0,23,0,0,,0,0,16,84,34,14,13,92.9,0,0,Matches
2165,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,682,47,194,340,201,14,594,11,22,50.0,14,1,443,2481,1435,428,415,97.0,5,7,Matches
2166,Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,505,25,182,274,81,4,449,3,6,50.0,3,0,293,1365,743,312,290,92.9,2,4,Matches
2167,Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,1287,312,870,469,22,6,1240,1,1,100.0,1,0,693,3574,1813,811,803,99.0,2,2,Matches
2168,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,3,3,3,0,0,0,3,0,0,,0,0,1,1,0,2,2,100.0,0,0,Matches
2169,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,1416,85,419,671,432,47,1171,42,71,59.2,44,9,796,5580,3660,850,726,85.4,33,45,Matches
2170,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,212,5,17,89,112,32,197,5,11,45.5,6,0,113,580,282,258,138,53.5,14,9,Matches
2171,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,76,0,15,60,9,1,75,0,0,,0,0,58,291,104,58,52,89.7,0,1,Matches
2172,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,1941,266,902,934,211,55,1862,12,23,52.2,14,0,1069,6463,3300,1167,1101,94.3,5,13,Matches
2173,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,560,484,558,3,0,0,356,2,2,100.0,2,0,250,1618,957,199,197,99.0,0,0,Matches
2174,Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,1995,9.8,424,18,106,195,168,23,415,20,42,47.6,23,1,311,2603,1826,350,289,82.6,18,13,Matches
2175,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,1642,194,811,905,67,14,1611,0,0,,0,0,1137,6642,3843,1201,1193,99.3,2,5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2176,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,1808,65,446,1010,452,30,1671,16,24,66.7,18,1,1092,4951,2548,1278,1169,91.5,27,27,Matches
2177,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,663,592,662,1,0,0,439,0,0,,0,0,304,1260,701,256,256,100.0,0,0,Matches
2178,Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,3,3,1,1,100.0,0,1,Matches
2179,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,514,55,228,292,14,6,505,0,0,,0,0,301,1484,807,362,355,98.1,1,1,Matches
2180,Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,2219,72,542,1116,700,31,1988,26,38,68.4,28,3,1574,7438,4865,1675,1613,96.3,13,14,Matches
2181,Aitor Ruibal,es ESP,"DF,FW",Leganés,es La Liga,23,1996,13.6,588,12,107,280,249,36,559,33,57,57.9,37,5,433,2645,1811,501,377,75.2,22,32,Matches
2182,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,29.8,2649,65,435,1597,793,54,2587,30,43,69.8,31,8,2052,10215,5697,2322,2174,93.6,33,34,Matches
2183,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,951,810,945,7,1,0,677,0,0,,0,0,471,2156,1312,380,379,99.7,0,0,Matches
2184,Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,28,1991,3.8,222,8,43,133,64,13,220,4,12,33.3,5,0,151,815,452,205,158,77.1,8,12,Matches
2185,Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,1991,7.7,342,19,95,176,91,15,335,9,15,60.0,9,0,231,1128,408,281,216,76.9,13,13,Matches
2186,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,1547,1300,1542,6,1,1,1221,0,0,,0,0,896,3951,1855,845,841,99.5,1,0,Matches
2187,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,227,19,75,100,65,5,184,6,9,66.7,6,0,124,766,322,131,113,86.3,5,7,Matches
2188,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,373,321,370,3,0,0,294,0,0,,0,0,213,893,576,187,187,100.0,0,0,Matches
2189,João Victor Santos Sá,br BRA,"MF,FW",Wolfsburg,de Bundesliga,25,1994,18.1,691,7,94,316,335,68,681,35,53,66.0,40,2,456,3087,1860,739,432,58.5,46,35,Matches
2190,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,13,0,2,8,5,0,12,0,0,,0,0,12,72,39,11,11,100.0,0,0,Matches
2191,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,725,36,178,417,173,17,634,14,21,66.7,16,0,459,2480,1379,480,428,89.2,9,17,Matches
2192,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,35.2,2417,158,899,1102,595,24,1990,27,49,55.1,29,2,1344,8967,5884,1381,1277,92.5,28,26,Matches
2193,Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,621,36,149,369,138,17,598,33,54,61.1,35,2,441,2238,1035,492,423,86.0,20,24,Matches
2194,Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,1994,27.8,1825,37,272,968,697,78,1698,25,39,64.1,26,3,1194,5918,3170,1505,1293,85.9,35,37,Matches
2195,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,62,0,9,28,32,8,61,2,7,28.6,2,0,57,453,275,72,53,73.6,5,4,Matches
2196,Alexis Saelemaekers,be BEL,"FW,MF",Milan,it Serie A,20,1999,7.6,420,5,52,188,201,26,392,5,10,50.0,5,0,264,1523,925,335,280,83.6,12,11,Matches
2197,Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,es La Liga,22,1996,4.1,207,26,125,87,4,0,205,0,0,,0,0,110,557,260,133,131,98.5,1,1,Matches
2198,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,926,61,254,539,195,4,813,11,16,68.8,11,0,530,2446,1359,552,518,93.8,3,9,Matches
2199,Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,1995,12.9,533,15,90,285,202,39,516,31,43,72.1,32,0,396,3125,1923,513,382,74.5,22,21,Matches
2200,Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,1997,20.7,795,9,136,333,433,80,787,102,151,67.5,106,3,768,7822,5395,773,584,75.5,53,61,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2201,Théo Sainte-Luce,fr FRA,"DF,FW",Nîmes,fr Ligue 1,20,1998,0.2,4,0,1,3,0,0,4,0,0,,0,0,4,30,22,4,3,75.0,0,1,Matches
