Player,Nation,Pos,Squad,Comp,Age,Born,90s,No. Tackels,No Tackels won,Def 3rd tackles,Mid 3rd tackles,Att 3rd tackles,Tackles v Dribbles,Tackles v Dribble attempts,% of dribblers tackled,No of times dribbled past,Pressures,Succ Pressures,Succ Pressures %,Def 3rd Pressures,Mid 3rd Pressures,Att 3rd Pressures,Blocks,Blocked shots,ShSv,Blocked pass,Interceptions,Tkl+Int,Clearances,Errors
Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,98.0,66.0,56.0,37.0,5.0,38.0,119.0,31.9,81.0,706.0,194.0,27.5,299.0,371.0,36.0,60.0,9.0,0.0,51.0,34.0,132.0,62.0,1.0
Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,41.0,23.0,32.0,9.0,0.0,9.0,29.0,31.0,20.0,215.0,76.0,35.3,140.0,65.0,10.0,54.0,26.0,1.0,28.0,20.0,61.0,162.0,1.0
Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25,1992,1.6,1.0,1.0,0.0,1.0,0.0,1.0,5.0,20.0,4.0,33.0,10.0,30.3,4.0,19.0,10.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Alexis Alegue,fr FRA,FW,Nantes,fr Ligue 1,21,1996,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iván Alejo,es ESP,"MF,FW",Getafe,es La Liga,23,1995,1.6,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,54.0,9.0,16.7,8.0,36.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Carles Aleñá,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,6.0,3.0,1.0,5.0,0.0,1.0,8.0,12.5,7.0,181.0,42.0,23.2,20.0,112.0,49.0,5.0,0.0,0.0,5.0,4.0,10.0,4.0,0.0
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,23,1995,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Alexander,ar ARG,DF,Leganés,es La Liga,29,1988,0.1,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,57.0,28.0,29.0,21.0,7.0,25.0,73.0,34.2,48.0,368.0,120.0,32.6,177.0,126.0,65.0,35.0,3.0,1.0,32.0,33.0,90.0,65.0,1.0
Rachid Alioui,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,9.0,6.0,1.0,6.0,2.0,4.0,15.0,26.7,11.0,271.0,68.0,25.1,17.0,143.0,111.0,18.0,1.0,0.0,17.0,3.0,12.0,8.0,0.0
Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Bobby Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Allan,br BRA,"MF,DF",Eint Frankfurt,de Bundesliga,21,1997,2.0,4.0,3.0,3.0,0.0,1.0,1.0,4.0,25.0,3.0,45.0,10.0,22.2,18.0,21.0,6.0,6.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0
Allan,br BRA,MF,Napoli,it Serie A,27,1991,29.1,124.0,92.0,45.0,61.0,18.0,42.0,129.0,32.6,87.0,939.0,264.0,28.1,258.0,536.0,145.0,66.0,9.0,0.0,57.0,16.0,140.0,25.0,0.0
Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,22,1996,20.3,32.0,26.0,8.0,13.0,11.0,6.0,26.0,23.1,20.0,470.0,127.0,27.0,119.0,218.0,133.0,36.0,4.0,1.0,32.0,16.0,48.0,15.0,0.0
Miguel Almirón,py PAR,"FW,MF",Newcastle Utd,eng Premier League,24,1994,8.4,17.0,11.0,6.0,9.0,2.0,3.0,11.0,27.3,8.0,231.0,61.0,26.4,43.0,130.0,58.0,16.0,2.0,0.0,14.0,4.0,21.0,5.0,0.0
Júnior Alonso,py PAR,"DF,MF",Celta Vigo,es La Liga,25,1993,6.0,11.0,6.0,6.0,4.0,1.0,3.0,15.0,20.0,12.0,62.0,18.0,29.0,32.0,23.0,7.0,16.0,2.0,0.0,14.0,3.0,14.0,17.0,0.0
Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,67.0,38.0,40.0,19.0,8.0,18.0,53.0,34.0,35.0,531.0,151.0,28.4,285.0,163.0,83.0,60.0,4.0,0.0,56.0,31.0,98.0,86.0,1.0
Mickaël Alphonse,GPE,DF,Dijon,fr Ligue 1,29,1989,6.3,12.0,3.0,8.0,3.0,1.0,4.0,6.0,66.7,2.0,54.0,15.0,27.8,31.0,13.0,10.0,12.0,2.0,0.0,10.0,5.0,17.0,24.0,0.0
Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,31,1986,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,26,1992,11.9,30.0,22.0,9.0,19.0,2.0,10.0,22.0,45.5,12.0,163.0,50.0,30.7,60.0,87.0,16.0,16.0,3.0,0.0,13.0,10.0,40.0,56.0,1.0
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29.0,54.0,35.0,40.0,13.0,1.0,18.0,45.0,40.0,27.0,201.0,77.0,38.3,129.0,64.0,8.0,44.0,14.0,0.0,30.0,49.0,103.0,217.0,1.0
Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,16.0,8.0,13.0,3.0,0.0,3.0,12.0,25.0,9.0,188.0,54.0,28.7,141.0,43.0,4.0,50.0,32.0,1.0,18.0,15.0,31.0,243.0,0.0
Dani Alves,br BRA,"MF,DF",Paris S-G,fr Ligue 1,35,1983,18.0,43.0,29.0,17.0,22.0,4.0,13.0,41.0,31.7,28.0,472.0,128.0,27.1,118.0,256.0,98.0,26.0,4.0,0.0,22.0,9.0,52.0,10.0,1.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfons Amade,de GER,MF,Hoffenheim,de Bundesliga,18,1999,0.1,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,25.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,es La Liga,25,1993,8.5,27.0,20.0,11.0,13.0,3.0,5.0,13.0,38.5,8.0,135.0,43.0,31.9,52.0,69.0,14.0,8.0,3.0,0.0,5.0,7.0,34.0,26.0,0.0
Romain Amalfitano,fr FRA,"MF,FW",Dijon,fr Ligue 1,28,1989,28.0,59.0,41.0,19.0,37.0,3.0,18.0,80.0,22.5,62.0,603.0,151.0,25.0,169.0,359.0,75.0,50.0,13.0,2.0,37.0,34.0,93.0,39.0,0.0
Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,16.0,8.0,11.0,5.0,0.0,5.0,12.0,41.7,7.0,86.0,35.0,40.7,58.0,24.0,4.0,14.0,4.0,0.0,10.0,11.0,27.0,18.0,0.0
Jordi Amat,es ESP,DF,Rayo Vallecano,es La Liga,26,1992,30.7,45.0,28.0,29.0,16.0,0.0,20.0,46.0,43.5,26.0,265.0,98.0,37.0,173.0,88.0,4.0,56.0,12.0,0.0,44.0,30.0,75.0,146.0,0.0
Amath,sn SEN,"MF,FW",Getafe,es La Liga,22,1996,11.1,17.0,10.0,5.0,11.0,1.0,5.0,27.0,18.5,22.0,287.0,61.0,21.3,70.0,144.0,73.0,20.0,0.0,0.0,20.0,11.0,28.0,6.0,0.0
Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,69.0,29.0,37.0,21.0,11.0,27.0,47.0,57.4,20.0,325.0,111.0,34.2,196.0,93.0,36.0,56.0,9.0,0.0,47.0,32.0,101.0,82.0,1.0
Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,77.0,46.0,59.0,14.0,4.0,21.0,41.0,51.2,20.0,459.0,152.0,33.1,281.0,131.0,47.0,60.0,15.0,0.0,45.0,23.0,100.0,121.0,1.0
Nadiem Amiri,de GER,"MF,FW",Hoffenheim,de Bundesliga,21,1996,8.4,20.0,12.0,8.0,9.0,3.0,5.0,19.0,26.3,14.0,159.0,46.0,28.9,45.0,85.0,29.0,9.0,0.0,0.0,9.0,6.0,26.0,4.0,0.0
Yanis Ammour,fr FRA,MF,Montpellier,fr Ligue 1,19,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Amos,eng ENG,MF,Tottenham,eng Premier League,21,1997,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,32.0,20.0,29.0,3.0,0.0,14.0,30.0,46.7,16.0,155.0,47.0,30.3,99.0,50.0,6.0,38.0,18.0,0.0,20.0,18.0,50.0,146.0,3.0
Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,25,1993,33.8,76.0,44.0,29.0,37.0,10.0,23.0,100.0,23.0,77.0,751.0,172.0,22.9,253.0,361.0,137.0,67.0,0.0,0.0,67.0,38.0,114.0,10.0,0.0
Florin Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,11.0,9.0,3.0,4.0,4.0,1.0,11.0,9.1,10.0,241.0,47.0,19.5,35.0,95.0,111.0,9.0,1.0,0.0,8.0,1.0,12.0,11.0,0.0
Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,92.0,66.0,37.0,41.0,14.0,26.0,110.0,23.6,84.0,715.0,206.0,28.8,219.0,385.0,111.0,52.0,7.0,0.0,45.0,37.0,129.0,65.0,0.0
Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,7.0,0.0
Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,9.0,7.0,5.0,4.0,0.0,4.0,11.0,36.4,7.0,67.0,15.0,22.4,42.0,23.0,2.0,6.0,2.0,0.0,4.0,4.0,13.0,58.0,1.0
Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,16.7,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,34,1984,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,73.0,44.0,39.0,26.0,8.0,29.0,60.0,48.3,31.0,396.0,140.0,35.4,193.0,155.0,48.0,57.0,6.0,1.0,51.0,40.0,113.0,132.0,0.0
Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,31,1986,20.1,44.0,24.0,18.0,20.0,6.0,11.0,33.0,33.3,22.0,340.0,102.0,30.0,113.0,164.0,63.0,40.0,3.0,0.0,37.0,15.0,59.0,29.0,0.0
Mirco Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,11.0,7.0,3.0,3.0,5.0,5.0,13.0,38.5,8.0,382.0,63.0,16.5,46.0,194.0,142.0,12.0,0.0,0.0,12.0,6.0,17.0,2.0,0.0
Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,51.0,35.0,38.0,11.0,2.0,20.0,49.0,40.8,29.0,296.0,99.0,33.4,201.0,85.0,10.0,65.0,34.0,1.0,31.0,46.0,97.0,193.0,4.0
Luca Antonelli,it ITA,"DF,MF",Empoli,it Serie A,31,1987,8.4,12.0,9.0,4.0,3.0,5.0,5.0,15.0,33.3,10.0,110.0,40.0,36.4,46.0,43.0,21.0,30.0,3.0,0.0,27.0,10.0,22.0,27.0,0.0
Mauro Antonio Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,17.0,6.0,35.3,4.0,9.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail Antonio,eng ENG,"FW,MF",West Ham,eng Premier League,28,1990,23.4,31.0,22.0,13.0,10.0,8.0,10.0,18.0,55.6,8.0,395.0,84.0,21.3,114.0,166.0,115.0,52.0,4.0,0.0,48.0,13.0,44.0,29.0,0.0
Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,30,1987,20.7,37.0,13.0,18.0,13.0,6.0,18.0,51.0,35.3,33.0,299.0,58.0,19.4,137.0,118.0,44.0,38.0,7.0,1.0,31.0,11.0,48.0,31.0,0.0
Vitorino Antunes,pt POR,DF,Getafe,es La Liga,31,1987,24.2,43.0,26.0,25.0,16.0,2.0,27.0,50.0,54.0,23.0,348.0,100.0,28.7,179.0,118.0,51.0,61.0,9.0,0.0,52.0,25.0,68.0,70.0,1.0
Anuar,ma MAR,MF,Valladolid,es La Liga,23,1995,12.0,30.0,19.0,16.0,13.0,1.0,10.0,17.0,58.8,7.0,276.0,67.0,24.3,95.0,160.0,21.0,23.0,1.0,0.0,22.0,7.0,37.0,29.0,2.0
Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,13.0,8.0,4.0,8.0,1.0,4.0,14.0,28.6,10.0,138.0,45.0,32.6,49.0,74.0,15.0,8.0,1.0,0.0,7.0,12.0,25.0,18.0,0.0
Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,20,1998,34.0,57.0,36.0,27.0,20.0,10.0,12.0,63.0,19.0,51.0,595.0,163.0,27.4,181.0,302.0,112.0,42.0,5.0,0.0,37.0,31.0,88.0,20.0,0.0
Emmanuel Apeh,ng NGA,MF,Celta Vigo,es La Liga,21,1996,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,76.0,54.0,19.0,48.0,9.0,23.0,78.0,29.5,55.0,858.0,200.0,23.3,195.0,539.0,124.0,55.0,4.0,0.0,51.0,25.0,101.0,33.0,0.0
Guilherme Arana,br BRA,"MF,DF",Sevilla,es La Liga,21,1997,7.0,6.0,5.0,3.0,3.0,0.0,2.0,6.0,33.3,4.0,90.0,27.0,30.0,44.0,34.0,12.0,6.0,2.0,0.0,4.0,3.0,9.0,11.0,0.0
Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21.0,47.0,33.0,18.0,25.0,4.0,13.0,68.0,19.1,55.0,453.0,150.0,33.1,140.0,235.0,78.0,36.0,2.0,0.0,34.0,23.0,70.0,28.0,0.0
Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,22,1996,8.7,23.0,11.0,7.0,13.0,3.0,9.0,25.0,36.0,16.0,233.0,58.0,24.9,37.0,122.0,74.0,7.0,1.0,0.0,6.0,1.0,24.0,3.0,0.0
Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,36.0,24.0,26.0,9.0,1.0,18.0,33.0,54.5,15.0,222.0,61.0,27.5,164.0,50.0,8.0,48.0,20.0,2.0,28.0,23.0,59.0,190.0,3.0
Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,31.0,18.0,25.0,5.0,1.0,12.0,25.0,48.0,13.0,141.0,40.0,28.4,84.0,51.0,6.0,26.0,8.0,0.0,18.0,28.0,59.0,146.0,5.0
Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,55.0,34.0,40.0,15.0,0.0,13.0,36.0,36.1,23.0,206.0,82.0,39.8,115.0,70.0,21.0,28.0,1.0,0.0,27.0,25.0,80.0,46.0,0.0
Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,20.0,12.0,14.0,5.0,1.0,4.0,10.0,40.0,6.0,135.0,46.0,34.1,101.0,28.0,6.0,42.0,24.0,0.0,18.0,11.0,31.0,124.0,0.0
Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,7.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Yoël Armougom,fr FRA,"DF,MF",Caen,fr Ligue 1,20,1998,20.6,37.0,18.0,25.0,10.0,2.0,14.0,39.0,35.9,25.0,324.0,91.0,28.1,193.0,108.0,23.0,15.0,2.0,0.0,13.0,8.0,45.0,69.0,0.0
Stuart Armstrong,sco SCO,"MF,FW",Southampton,eng Premier League,26,1992,15.9,32.0,14.0,15.0,7.0,10.0,5.0,44.0,11.4,39.0,417.0,110.0,26.4,101.0,214.0,102.0,21.0,0.0,0.0,21.0,12.0,44.0,8.0,0.0
José Arnaiz,es ESP,"DF,MF",Leganés,es La Liga,23,1995,1.3,2.0,1.0,2.0,0.0,0.0,1.0,4.0,25.0,3.0,28.0,4.0,14.3,12.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
Marko Arnautović,at AUT,FW,West Ham,eng Premier League,29,1989,22.1,10.0,6.0,3.0,4.0,3.0,2.0,10.0,20.0,8.0,335.0,71.0,21.2,29.0,133.0,173.0,12.0,3.0,0.0,9.0,2.0,12.0,7.0,0.0
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,53.0,33.0,26.0,24.0,3.0,27.0,70.0,38.6,43.0,526.0,123.0,23.4,174.0,265.0,87.0,46.0,13.0,0.0,33.0,38.0,91.0,47.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,55.0,40.0,18.0,28.0,9.0,16.0,53.0,30.2,37.0,763.0,174.0,22.8,186.0,407.0,170.0,35.0,5.0,0.0,30.0,20.0,75.0,17.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,45.0,21.0,22.0,17.0,6.0,22.0,52.0,42.3,30.0,270.0,84.0,31.1,111.0,120.0,39.0,43.0,7.0,1.0,36.0,30.0,75.0,49.0,1.0
Takuma Asano,jp JPN,"MF,FW",Hannover 96,de Bundesliga,23,1994,7.8,5.0,4.0,3.0,0.0,2.0,1.0,5.0,20.0,4.0,195.0,48.0,24.6,53.0,90.0,52.0,10.0,0.0,0.0,10.0,2.0,7.0,1.0,1.0
Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,78.0,41.0,47.0,29.0,2.0,22.0,78.0,28.2,56.0,628.0,168.0,26.8,286.0,280.0,62.0,59.0,13.0,0.0,46.0,23.0,101.0,40.0,1.0
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,14.0,8.0,5.0,6.0,3.0,3.0,24.0,12.5,21.0,257.0,62.0,24.1,46.0,122.0,89.0,18.0,0.0,0.0,18.0,15.0,29.0,3.0,0.0
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,30,1987,25.0,14.0,10.0,5.0,5.0,4.0,3.0,18.0,16.7,15.0,475.0,114.0,24.0,43.0,274.0,158.0,14.0,0.0,0.0,14.0,16.0,30.0,4.0,0.0
Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,13.3,12.0,1.0,2.0,3.0,1.0,0.0,2.0,4.0,7.0,1.0,0.0
Christian Atsu,gh GHA,"MF,FW",Newcastle Utd,eng Premier League,26,1992,16.6,27.0,16.0,11.0,10.0,6.0,6.0,25.0,24.0,19.0,409.0,93.0,22.7,118.0,204.0,87.0,22.0,2.0,0.0,20.0,3.0,30.0,8.0,0.0
Youcef Attal,dz ALG,"DF,MF",Nice,fr Ligue 1,22,1996,25.1,61.0,33.0,33.0,24.0,4.0,27.0,68.0,39.7,41.0,462.0,137.0,29.7,206.0,178.0,78.0,58.0,9.0,1.0,49.0,26.0,87.0,44.0,0.0
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,21.0,12.0,5.0,8.0,8.0,5.0,35.0,14.3,30.0,597.0,150.0,25.1,81.0,275.0,241.0,36.0,0.0,0.0,36.0,5.0,26.0,13.0,0.0
Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,98.0,37.0,37.8,8.0,29.0,61.0,8.0,0.0,0.0,8.0,5.0,5.0,0.0,0.0
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,55.0,31.0,29.0,19.0,7.0,20.0,47.0,42.6,27.0,432.0,114.0,26.4,218.0,156.0,58.0,57.0,9.0,0.0,48.0,29.0,84.0,75.0,0.0
Serge Aurier,ci CIV,"DF,MF",Tottenham,eng Premier League,25,1992,6.3,22.0,12.0,16.0,5.0,1.0,5.0,12.0,41.7,7.0,131.0,45.0,34.4,57.0,52.0,22.0,14.0,2.0,0.0,12.0,7.0,29.0,16.0,1.0
Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,10.0,5.0,3.0,3.0,4.0,5.0,8.0,62.5,3.0,277.0,55.0,19.9,24.0,115.0,138.0,11.0,2.0,0.0,9.0,3.0,13.0,14.0,0.0
Ezequiel Ávila,ar ARG,"FW,MF",Huesca,es La Liga,24,1994,22.2,21.0,15.0,9.0,9.0,3.0,7.0,34.0,20.6,27.0,423.0,95.0,22.5,55.0,200.0,168.0,22.0,4.0,1.0,18.0,18.0,39.0,34.0,0.0
Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,42.0,28.0,11.0,23.0,8.0,10.0,23.0,43.5,13.0,574.0,139.0,24.2,62.0,337.0,175.0,24.0,2.0,0.0,22.0,7.0,49.0,3.0,0.0
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,61.0,40.0,49.0,12.0,0.0,20.0,45.0,44.4,25.0,218.0,94.0,43.1,164.0,47.0,7.0,42.0,18.0,0.0,24.0,40.0,101.0,132.0,0.0
Floyd Ayité,tg TOG,"FW,MF",Fulham,eng Premier League,29,1988,5.3,9.0,6.0,3.0,4.0,2.0,4.0,8.0,50.0,4.0,88.0,21.0,23.9,32.0,37.0,19.0,13.0,2.0,0.0,11.0,5.0,14.0,5.0,0.0
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,98.0,56.0,52.0,35.0,11.0,28.0,65.0,43.1,37.0,626.0,171.0,27.3,311.0,234.0,81.0,78.0,18.0,1.0,60.0,35.0,133.0,92.0,0.0
Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,48.0,28.0,39.0,7.0,2.0,22.0,37.0,59.5,15.0,191.0,52.0,27.2,133.0,53.0,5.0,46.0,19.0,1.0,27.0,26.0,74.0,180.0,5.0
Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,8.0,40.0,13.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0
Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,8.0,8.0,2.0,5.0,1.0,1.0,13.0,7.7,12.0,293.0,58.0,19.8,19.0,128.0,146.0,7.0,3.0,0.0,4.0,6.0,14.0,23.0,0.0
Ryan Babel,nl NED,FW,Fulham,eng Premier League,31,1986,13.9,10.0,7.0,6.0,2.0,2.0,3.0,8.0,37.5,5.0,219.0,56.0,25.6,67.0,91.0,61.0,18.0,0.0,0.0,18.0,11.0,21.0,10.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,6.0,5.0,3.0,1.0,2.0,2.0,10.0,20.0,8.0,176.0,28.0,15.9,14.0,95.0,67.0,5.0,0.0,0.0,5.0,6.0,12.0,4.0,0.0
