Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %
Albert Lottin,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,16,2001,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Imran Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Davor Lovren,hr CRO,"MF,FW",Düsseldorf,de Bundesliga,19,1998,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11.0,1.0,0.0,0.0,3.0,10.0,0.0,3.0,10.0,10.0,1.0,0.0,0.0,137.0,39.0,18.0,68.4
Chris Löwe,de GER,"DF,MF",Huddersfield,eng Premier League,29,1989,22.9,2.0,0.0,0.0,14.0,13.0,2.0,76.0,17.0,10.0,0.0,1.0,0.0,214.0,20.0,23.0,46.5
Eduard Löwen,de GER,"MF,FW",Nürnberg,de Bundesliga,21,1997,18.0,3.0,0.0,0.0,19.0,27.0,0.0,12.0,9.0,25.0,0.0,0.0,0.0,185.0,16.0,26.0,38.1
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,7.0,0.0,0.0,22.0,12.0,0.0,42.0,27.0,34.0,0.0,0.0,0.0,224.0,17.0,12.0,58.6
Anthony Lozano,hn HON,"FW,MF",Girona,es La Liga,25,1993,8.1,4.0,1.0,0.0,42.0,10.0,5.0,12.0,1.0,4.0,1.0,0.0,0.0,45.0,21.0,20.0,51.2
Derrick Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,34.0,4.0,3.0,57.1
José Luis Gayà,es ESP,DF,Valencia,es La Liga,23,1995,34.9,10.0,0.0,0.0,35.0,55.0,3.0,75.0,36.0,39.0,1.0,1.0,0.0,311.0,29.0,32.0,47.5
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,31,1987,35.5,7.0,0.0,0.0,31.0,52.0,22.0,69.0,15.0,8.0,3.0,0.0,0.0,195.0,9.0,24.0,27.3
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,6.0,1.0,1.0,31.0,8.0,1.0,4.0,38.0,39.0,0.0,0.0,0.0,340.0,50.0,25.0,66.7
Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,4.0,0.0,0.0,26.0,14.0,2.0,50.0,24.0,40.0,0.0,0.0,0.0,231.0,18.0,5.0,78.3
Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,4.0,0.0,0.0,8.0,8.0,0.0,9.0,11.0,9.0,0.0,0.0,0.0,36.0,0.0,3.0,0.0
David Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36.0,3.0,0.0,0.0,34.0,29.0,0.0,5.0,30.0,34.0,0.0,0.0,0.0,397.0,63.0,39.0,61.8
Douglas Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,7.0,0.0,0.0,47.0,30.0,0.0,10.0,16.0,29.0,0.0,1.0,0.0,199.0,23.0,14.0,62.2
Everton Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,5.0,0.0,0.0,9.0,5.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,28.0,2.0,1.0,66.7
Jordan Lukaku,be BEL,"MF,DF",Lazio,it Serie A,24,1994,1.9,1.0,0.0,0.0,4.0,1.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,16.0,2.0,0.0,100.0
Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,4.0,0.0,0.0,18.0,3.0,23.0,47.0,4.0,8.0,1.0,0.0,0.0,67.0,71.0,58.0,55.0
Dodi Lukebakio,cd COD,"FW,MF",Düsseldorf,de Bundesliga,20,1997,21.9,6.0,0.0,0.0,30.0,50.0,14.0,41.0,6.0,15.0,1.0,1.0,0.0,112.0,14.0,16.0,46.7
Saša Lukić,rs SRB,MF,Torino,it Serie A,21,1996,11.0,7.0,0.0,0.0,35.0,13.0,0.0,11.0,12.0,14.0,0.0,0.0,0.0,102.0,9.0,23.0,28.1
Senad Lulić,ba BIH,"DF,MF",Lazio,it Serie A,32,1986,32.5,5.0,0.0,0.0,41.0,27.0,7.0,119.0,46.0,49.0,0.0,2.0,0.0,304.0,41.0,15.0,73.2
Antonio Luna,es ESP,DF,Levante,es La Liga,27,1991,14.0,4.0,0.0,0.0,14.0,12.0,0.0,49.0,12.0,19.0,0.0,0.0,0.0,121.0,7.0,4.0,63.6
Andriy Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,21,1996,8.1,0.0,0.0,0.0,10.0,7.0,0.0,1.0,5.0,4.0,0.0,2.0,0.0,77.0,18.0,13.0,58.1
Fabian Lustenberger,ch SUI,"DF,MF",Hertha BSC,de Bundesliga,30,1988,24.1,2.0,0.0,0.0,17.0,34.0,0.0,1.0,28.0,38.0,0.0,0.0,0.0,303.0,34.0,21.0,61.8
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
Lyanco,br BRA,DF,Torino,it Serie A,21,1997,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,1.0,2.0,33.3
Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,12.4,2.0,1.0,1.0,11.0,3.0,2.0,0.0,20.0,15.0,0.0,0.0,0.0,158.0,30.0,23.0,56.6
Hervé Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,16.4,3.0,0.0,0.0,18.0,10.0,0.0,1.0,8.0,15.0,0.0,1.0,0.0,155.0,21.0,21.0,50.0
Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,9.2,1.0,0.0,0.0,9.0,2.0,1.0,26.0,15.0,9.0,0.0,0.0,0.0,78.0,11.0,9.0,55.0
Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,36.2,5.0,1.0,0.0,24.0,33.0,0.0,7.0,44.0,54.0,0.0,0.0,0.0,431.0,39.0,27.0,59.1
Darwin Machís,ve VEN,"FW,MF",Udinese,it Serie A,25,1993,5.1,2.0,0.0,0.0,7.0,12.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,42.0,2.0,5.0,28.6
James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1996,31.5,4.0,1.0,1.0,26.0,78.0,2.0,52.0,12.0,34.0,2.0,0.0,0.0,203.0,8.0,30.0,21.1
Gary Madine,eng ENG,"FW,MF",Cardiff City,eng Premier League,27,1990,0.4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,25.0
Pablo Maffeo,es ESP,"DF,MF",Stuttgart,de Bundesliga,21,1997,6.6,1.0,0.0,0.0,4.0,12.0,0.0,19.0,8.0,10.0,0.0,0.0,0.0,68.0,4.0,11.0,26.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,20.7,4.0,1.0,1.0,37.0,39.0,0.0,4.0,20.0,35.0,0.0,2.0,0.0,229.0,12.0,19.0,38.7
Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,16.8,2.0,0.0,0.0,20.0,12.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,118.0,28.0,18.0,60.9
Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,28.8,6.0,1.0,0.0,20.0,16.0,4.0,5.0,32.0,19.0,0.0,0.0,0.0,403.0,93.0,26.0,78.2
Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,27,1991,14.9,0.0,0.0,0.0,10.0,15.0,9.0,49.0,14.0,10.0,0.0,0.0,0.0,106.0,10.0,15.0,40.0
Thiago Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,11.3,4.0,0.0,0.0,18.0,14.0,1.0,3.0,15.0,24.0,0.0,0.0,0.0,158.0,13.0,11.0,54.2
Raffaele Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,22.7,4.0,0.0,0.0,12.0,40.0,0.0,25.0,25.0,31.0,0.0,0.0,0.0,302.0,12.0,11.0,52.2
Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,22.9,2.0,0.0,0.0,19.0,16.0,0.0,10.0,23.0,19.0,0.0,1.0,0.0,261.0,17.0,15.0,53.1
Domenico Maietta,it ITA,DF,Empoli,it Serie A,35,1982,19.0,5.0,0.0,0.0,18.0,4.0,1.0,5.0,12.0,20.0,0.0,2.0,0.0,172.0,23.0,9.0,71.9
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,38.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0
Linton Maina,de GER,"MF,FW",Hannover 96,de Bundesliga,19,1999,15.7,0.0,0.0,0.0,11.0,15.0,1.0,27.0,17.0,24.0,0.0,0.0,0.0,131.0,1.0,14.0,6.7
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,11.0,2.0,1.0,1.0,8.0,13.0,1.0,19.0,14.0,23.0,0.0,0.0,0.0,97.0,7.0,9.0,43.8
Josh Maja,ng NGA,"FW,MF",Bordeaux,fr Ligue 1,19,1998,2.2,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,1.0,4.0,20.0
Abdul Majeed Waris,gh GHA,FW,Nantes,fr Ligue 1,26,1991,25.0,3.0,0.0,0.0,17.0,73.0,11.0,28.0,9.0,17.0,3.0,0.0,0.0,109.0,7.0,26.0,21.2
Jean-Victor Makengo,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1998,11.4,3.0,0.0,0.0,12.0,14.0,0.0,6.0,8.0,8.0,0.0,0.0,0.0,61.0,4.0,16.0,20.0
Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,23,1995,35.7,4.0,0.0,0.0,19.0,11.0,1.0,5.0,49.0,45.0,0.0,1.0,0.0,367.0,73.0,56.0,56.6
Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,26,1991,15.3,4.0,0.0,0.0,11.0,17.0,2.0,1.0,11.0,18.0,0.0,0.0,0.0,153.0,28.0,28.0,50.0
Malcom,br BRA,"FW,DF",Barcelona,es La Liga,21,1997,6.8,0.0,0.0,0.0,5.0,9.0,8.0,13.0,1.0,3.0,0.0,0.0,0.0,33.0,3.0,10.0,23.1
Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,20.1,3.0,0.0,0.0,25.0,23.0,3.0,72.0,34.0,36.0,0.0,0.0,0.0,195.0,17.0,24.0,41.5
Yunus Mallı,tr TUR,"MF,FW",Wolfsburg,de Bundesliga,26,1992,7.8,0.0,0.0,0.0,7.0,7.0,2.0,9.0,4.0,7.0,0.0,0.0,0.0,65.0,3.0,12.0,20.0
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,34.4,11.0,0.0,0.0,51.0,27.0,9.0,117.0,30.0,43.0,0.0,1.0,0.0,303.0,56.0,46.0,54.9
Antonio Mance,hr CRO,"FW,MF",Nantes,fr Ligue 1,22,1995,0.6,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,25.0
Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31.0,2.0,0.0,0.0,29.0,35.0,1.0,47.0,38.0,49.0,0.0,0.0,1.0,309.0,18.0,10.0,64.3
Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,25.0,5.0,0.0,0.0,37.0,15.0,2.0,2.0,46.0,40.0,0.0,1.0,0.0,245.0,61.0,37.0,62.2
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,30.4,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,127.0,0.0,0.0,0.0
Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,1.1,0.0,0.0,0.0,5.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,7.0,2.0,1.0,66.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aïssa Mandi,dz ALG,DF,Betis,es La Liga,26,1991,34.0,10.0,0.0,0.0,56.0,22.0,1.0,9.0,38.0,42.0,0.0,0.0,0.0,289.0,37.0,26.0,58.7
Rolando Mandragora,it ITA,MF,Udinese,it Serie A,21,1997,32.4,8.0,1.0,0.0,46.0,40.0,1.0,20.0,42.0,36.0,0.0,0.0,0.0,307.0,38.0,45.0,45.8
Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,32,1986,22.4,4.0,0.0,0.0,35.0,34.0,8.0,26.0,12.0,22.0,1.0,0.0,0.0,112.0,54.0,48.0,52.9
Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,26,1992,34.2,2.0,0.0,0.0,35.0,64.0,26.0,45.0,20.0,31.0,1.0,0.0,0.0,198.0,20.0,54.0,27.0
Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,31,1987,17.8,2.0,1.0,0.0,14.0,12.0,0.0,27.0,13.0,30.0,0.0,0.0,0.0,204.0,12.0,22.0,35.3
Kostas Manolas,gr GRE,DF,Roma,it Serie A,27,1991,25.8,6.0,0.0,0.0,30.0,20.0,1.0,1.0,30.0,26.0,0.0,0.0,0.0,253.0,48.0,22.0,68.6
Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,12.2,2.0,0.0,0.0,13.0,8.0,1.0,21.0,16.0,15.0,0.0,0.0,0.0,116.0,12.0,10.0,54.5
Martín Mantovani,ar ARG,DF,Huesca,es La Liga,34,1984,7.8,2.0,0.0,0.0,12.0,16.0,0.0,1.0,10.0,16.0,0.0,2.0,1.0,71.0,36.0,9.0,80.0
Juan Manuel Valencia,co COL,FW,Bologna,it Serie A,20,1998,0.3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Harrison Manzala,cd COD,"MF,FW",Angers,fr Ligue 1,24,1994,0.8,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,2.0,33.3
Francisco Manzanara,es ESP,"DF,MF",Levante,es La Liga,21,1996,1.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,15.0,3.0,5.0,37.5
Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,19,1999,10.6,2.0,0.0,0.0,5.0,7.0,3.0,15.0,0.0,7.0,0.0,0.0,0.0,61.0,4.0,8.0,33.3
Faitout Maouassa,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,23.7,2.0,1.0,1.0,13.0,26.0,0.0,55.0,12.0,26.0,0.0,0.0,0.0,186.0,16.0,10.0,61.5
Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,29,1989,9.8,2.0,0.0,0.0,9.0,8.0,0.0,12.0,16.0,12.0,0.0,0.0,0.0,122.0,33.0,18.0,64.7
Iván Marcano,es ESP,DF,Roma,it Serie A,31,1987,9.0,0.0,0.0,0.0,10.0,4.0,0.0,9.0,7.0,6.0,0.0,0.0,0.0,119.0,27.0,13.0,67.5
Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,20.6,6.0,0.0,0.0,19.0,20.0,5.0,59.0,12.0,17.0,0.0,0.0,0.0,150.0,6.0,18.0,25.0
Marcelo,br BRA,DF,Lyon,fr Ligue 1,31,1987,32.0,6.0,0.0,0.0,33.0,12.0,0.0,5.0,50.0,29.0,0.0,0.0,2.0,414.0,141.0,31.0,82.0
Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,24,1994,27.4,1.0,0.0,0.0,29.0,30.0,7.0,92.0,17.0,24.0,1.0,0.0,0.0,186.0,12.0,38.0,24.0
Federico Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31.0,9.0,0.0,0.0,40.0,25.0,0.0,6.0,23.0,24.0,0.0,0.0,0.0,296.0,50.0,20.0,71.4
Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,29,1989,26.9,7.0,2.0,1.0,39.0,11.0,9.0,73.0,25.0,37.0,0.0,0.0,0.0,211.0,28.0,24.0,53.8
Georg Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,22.9,2.0,0.0,0.0,10.0,14.0,1.0,3.0,21.0,24.0,1.0,0.0,0.0,221.0,32.0,22.0,59.3
Miguel Marí,es ESP,MF,Eibar,es La Liga,21,1997,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,50.0
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,19.7,5.0,0.0,0.0,8.0,18.0,0.0,1.0,26.0,18.0,0.0,1.0,0.0,173.0,42.0,16.0,72.4
Mariano,do DOM,FW,Real Madrid,es La Liga,24,1993,5.0,2.0,0.0,0.0,5.0,4.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,14.0,11.0,7.0,61.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariano,do DOM,FW,Lyon,fr Ligue 1,24,1993,1.6,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0
Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,21.4,3.0,0.0,0.0,19.0,4.0,1.0,3.0,16.0,14.0,0.0,0.0,0.0,188.0,50.0,40.0,55.6
Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,26,1991,20.0,4.0,0.0,0.0,22.0,14.0,0.0,11.0,33.0,34.0,0.0,0.0,0.0,220.0,17.0,20.0,45.9
Adrián Marín,es ESP,"DF,MF",Alavés,es La Liga,21,1997,3.2,2.0,0.0,0.0,11.0,3.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,32.0,3.0,2.0,60.0
João Mário,pt POR,"MF,FW",Inter,it Serie A,25,1993,12.0,2.0,0.0,0.0,12.0,23.0,0.0,31.0,7.0,18.0,0.0,0.0,0.0,125.0,3.0,6.0,33.3
Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,24,1994,22.3,5.0,0.0,0.0,16.0,9.0,1.0,0.0,23.0,25.0,0.0,1.0,0.0,190.0,73.0,32.0,69.5
Lazar Marković,rs SRB,FW,Fulham,eng Premier League,24,1994,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,16.8,4.0,1.0,1.0,19.0,8.0,0.0,4.0,12.0,19.0,0.0,0.0,0.0,123.0,14.0,25.0,35.9
Marquinhos,br BRA,"DF,MF",Paris S-G,fr Ligue 1,24,1994,29.9,2.0,1.0,0.0,30.0,11.0,1.0,5.0,23.0,35.0,0.0,0.0,0.0,315.0,60.0,35.0,63.2
Roger Martí,es ESP,FW,Levante,es La Liga,27,1991,21.0,5.0,0.0,0.0,38.0,32.0,8.0,15.0,3.0,8.0,1.0,0.0,0.0,79.0,13.0,46.0,22.0
Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,18.0,2.0,0.0,0.0,14.0,28.0,6.0,38.0,6.0,16.0,2.0,0.0,0.0,84.0,17.0,13.0,56.7
Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,21,1997,32.0,3.0,0.0,0.0,29.0,28.0,6.0,115.0,28.0,20.0,1.0,0.0,0.0,265.0,14.0,25.0,35.9
Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,22.9,9.0,0.0,0.0,35.0,23.0,0.0,20.0,26.0,31.0,0.0,0.0,0.0,246.0,13.0,14.0,48.1
Marvin Martin,fr FRA,"MF,FW",Reims,fr Ligue 1,30,1988,6.9,1.0,0.0,0.0,6.0,15.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,41.0,1.0,12.0,7.7
Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,27,1991,32.2,12.0,0.0,0.0,38.0,55.0,0.0,6.0,47.0,30.0,2.0,1.0,0.0,344.0,77.0,53.0,59.2
Javi Martínez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,14.5,3.0,0.0,0.0,12.0,14.0,0.0,5.0,14.0,16.0,0.0,0.0,0.0,198.0,37.0,21.0,63.8
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,20,1997,14.9,4.0,0.0,0.0,27.0,43.0,3.0,17.0,4.0,1.0,0.0,0.0,0.0,52.0,19.0,37.0,33.9
Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,31.3,7.0,0.0,0.0,29.0,48.0,0.0,6.0,37.0,28.0,1.0,0.0,0.0,314.0,44.0,31.0,58.7
Gelson Martins,pt POR,FW,Atlético Madrid,es La Liga,23,1995,2.5,0.0,0.0,0.0,3.0,7.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,24.0,2.0,7.0,22.2
Gelson Martins,pt POR,"FW,MF",Monaco,fr Ligue 1,23,1995,15.4,1.0,0.0,0.0,14.0,25.0,2.0,47.0,5.0,22.0,0.0,0.0,0.0,110.0,6.0,16.0,27.3
Adam Marušić,me MNE,"DF,MF",Lazio,it Serie A,25,1992,23.5,2.0,1.0,0.0,32.0,18.0,2.0,51.0,17.0,24.0,0.0,0.0,0.0,177.0,24.0,23.0,51.1
Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,11.0,2.0,0.0,0.0,14.0,5.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,147.0,9.0,10.0,47.4
Andrea Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,20.4,5.0,0.0,0.0,17.0,18.0,2.0,5.0,37.0,17.0,1.0,1.0,1.0,263.0,21.0,17.0,55.3
Adam Masina,it ITA,DF,Watford,eng Premier League,24,1994,11.2,5.0,0.0,0.0,17.0,10.0,1.0,9.0,10.0,14.0,0.0,0.0,0.0,130.0,19.0,17.0,52.8
Jordi Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han-Noah Massengo,fr FRA,"FW,MF",Monaco,fr Ligue 1,17,2001,0.7,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,19.5,2.0,0.0,0.0,16.0,5.0,0.0,36.0,30.0,36.0,0.0,0.0,0.0,188.0,16.0,11.0,59.3
Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,29,1988,27.0,10.0,0.0,0.0,79.0,52.0,30.0,46.0,10.0,22.0,0.0,0.0,0.0,126.0,66.0,78.0,45.8
Juan Mata,es ESP,"FW,MF",Manchester Utd,eng Premier League,30,1988,14.3,3.0,0.0,0.0,10.0,9.0,8.0,34.0,6.0,3.0,2.0,0.0,0.0,95.0,2.0,5.0,28.6
Luca Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,27.6,2.0,0.0,0.0,33.0,30.0,36.0,25.0,4.0,11.0,1.0,0.0,0.0,107.0,61.0,59.0,50.8
Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,21.5,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0
Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,27.1,7.0,1.0,1.0,27.0,20.0,1.0,11.0,35.0,29.0,0.0,0.0,0.0,377.0,38.0,24.0,61.3
Joël Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,17.1,3.0,0.0,0.0,12.0,17.0,0.0,0.0,19.0,23.0,0.0,0.0,0.0,216.0,62.0,22.0,73.8
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,de Bundesliga,17,2000,2.1,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,6.0,14.3
Alessandro Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,6.7,3.0,0.0,0.0,6.0,5.0,10.0,6.0,4.0,1.0,0.0,0.0,0.0,18.0,6.0,22.0,21.4
Federico Mattiello,it ITA,"MF,DF",Bologna,it Serie A,23,1995,14.8,2.0,1.0,0.0,17.0,12.0,1.0,54.0,19.0,19.0,0.0,0.0,0.0,107.0,14.0,27.0,34.1
Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,26.9,5.0,0.0,0.0,34.0,25.0,7.0,33.0,30.0,39.0,0.0,0.0,0.0,194.0,18.0,29.0,38.3
José Mauri,it ITA,MF,Milan,it Serie A,22,1996,2.3,0.0,0.0,0.0,5.0,4.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,27.0,2.0,2.0,50.0
Stephy Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Konstantinos Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,1.6,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,16.0,5.0,2.0,71.4
Alfie Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,12.6,2.0,0.0,0.0,6.0,5.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0,138.0,24.0,18.0,57.1
