Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %
Takuma Asano,jp JPN,"MF,FW",Hannover 96,de Bundesliga,23,1994,7.8,0.0,0.0,0.0,5.0,14.0,5.0,8.0,2.0,4.0,0.0,0.0,0.0,35.0,5.0,14.0,26.3
Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,10.0,1.0,0.0,25.0,33.0,0.0,10.0,23.0,41.0,0.0,0.0,1.0,391.0,19.0,31.0,38.0
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,3.0,0.0,0.0,18.0,21.0,8.0,72.0,15.0,8.0,3.0,0.0,0.0,103.0,1.0,8.0,11.1
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,30,1987,25.0,5.0,0.0,0.0,16.0,43.0,7.0,31.0,16.0,10.0,1.0,0.0,0.0,126.0,16.0,32.0,33.3
Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,66.7
Christian Atsu,gh GHA,"MF,FW",Newcastle Utd,eng Premier League,26,1992,16.6,2.0,0.0,0.0,14.0,25.0,4.0,30.0,3.0,16.0,0.0,0.0,0.0,127.0,6.0,47.0,11.3
Youcef Attal,dz ALG,"DF,MF",Nice,fr Ligue 1,22,1996,25.1,8.0,0.0,0.0,42.0,58.0,9.0,58.0,26.0,33.0,3.0,0.0,0.0,222.0,33.0,31.0,51.6
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,0.0,0.0,0.0,13.0,23.0,23.0,42.0,5.0,12.0,1.0,0.0,0.0,100.0,23.0,58.0,28.4
Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,181.0,0.0,0.0,0.0
Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,0.0,0.0,0.0,10.0,17.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,15.0,1.0,7.0,12.5
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,5.0,0.0,0.0,42.0,27.0,2.0,100.0,29.0,31.0,0.0,1.0,0.0,293.0,44.0,52.0,45.8
Serge Aurier,ci CIV,"DF,MF",Tottenham,eng Premier League,25,1992,6.3,1.0,0.0,0.0,17.0,2.0,1.0,17.0,7.0,12.0,0.0,0.0,0.0,72.0,9.0,9.0,50.0
Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,1.0,0.0,0.0,14.0,18.0,9.0,2.0,3.0,5.0,0.0,0.0,0.0,50.0,27.0,51.0,34.6
Ezequiel Ávila,ar ARG,"FW,MF",Huesca,es La Liga,24,1994,22.2,12.0,1.0,1.0,38.0,46.0,10.0,39.0,18.0,15.0,0.0,0.0,0.0,131.0,54.0,53.0,50.5
Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,3.0,0.0,0.0,32.0,25.0,9.0,10.0,7.0,28.0,0.0,0.0,0.0,58.0,28.0,67.0,29.5
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,10.0,0.0,0.0,25.0,16.0,3.0,4.0,40.0,40.0,0.0,2.0,0.0,249.0,24.0,10.0,70.6
Floyd Ayité,tg TOG,"FW,MF",Fulham,eng Premier League,29,1988,5.3,0.0,0.0,0.0,6.0,7.0,4.0,5.0,5.0,6.0,0.0,0.0,0.0,47.0,5.0,5.0,50.0
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,4.0,0.0,0.0,40.0,15.0,2.0,91.0,35.0,56.0,1.0,1.0,0.0,411.0,46.0,37.0,55.4
Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,4.0,2.0,0.0,24.0,13.0,1.0,0.0,26.0,28.0,0.0,3.0,0.0,246.0,62.0,19.0,76.5
Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0
Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,0.0,0.0,0.0,30.0,20.0,10.0,4.0,6.0,8.0,1.0,1.0,0.0,63.0,24.0,32.0,42.9
Ryan Babel,nl NED,FW,Fulham,eng Premier League,31,1986,13.9,3.0,0.0,0.0,15.0,16.0,9.0,17.0,11.0,7.0,0.0,0.0,0.0,66.0,9.0,14.0,39.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,3.0,0.0,0.0,19.0,9.0,15.0,15.0,6.0,5.0,1.0,0.0,0.0,55.0,15.0,16.0,48.4
Juninho Bacuna,cw CUW,"MF,DF",Huddersfield,eng Premier League,20,1997,15.7,4.0,0.0,0.0,34.0,22.0,1.0,13.0,28.0,26.0,0.0,1.0,0.0,184.0,16.0,19.0,45.7
Leandro Bacuna,cw CUW,"MF,DF",Cardiff City,eng Premier League,26,1991,6.2,2.0,0.0,0.0,13.0,3.0,0.0,4.0,13.0,9.0,0.0,0.0,0.0,77.0,6.0,6.0,50.0
Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,6.0,0.0,0.0,25.0,15.0,0.0,9.0,28.0,21.0,0.0,0.0,0.0,176.0,13.0,10.0,56.5
Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,1.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,65.0,9.0,3.0,75.0
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,3.0,0.0,0.0,55.0,37.0,31.0,32.0,5.0,12.0,0.0,0.0,0.0,110.0,27.0,65.0,29.3
Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,7.0,0.0,0.0,51.0,50.0,0.0,17.0,44.0,38.0,0.0,0.0,0.0,494.0,21.0,23.0,47.7
Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,20,1997,21.3,4.0,0.0,0.0,20.0,34.0,6.0,93.0,15.0,12.0,0.0,0.0,0.0,155.0,14.0,7.0,66.7
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,0.0,1.0,0.0,5.0,5.0,0.0,1.0,8.0,7.0,0.0,1.0,0.0,70.0,11.0,3.0,78.6
Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,0.0,0.0,0.0,2.0,1.0,1.0,8.0,3.0,4.0,0.0,1.0,0.0,31.0,1.0,2.0,33.3
Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,5.0,0.0,0.0,25.0,25.0,4.0,7.0,23.0,17.0,1.0,0.0,0.0,144.0,19.0,17.0,52.8
Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,6.0,1.0,1.0,48.0,71.0,0.0,2.0,44.0,60.0,0.0,0.0,0.0,317.0,58.0,36.0,61.7
Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,1.0,0.0,0.0,9.0,14.0,1.0,8.0,10.0,8.0,0.0,0.0,0.0,101.0,3.0,4.0,42.9
Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,2.0,0.0,0.0,19.0,5.0,0.0,0.0,38.0,27.0,0.0,1.0,0.0,222.0,48.0,47.0,50.5
Keita Baldé,sn SEN,"FW,MF",Inter,it Serie A,23,1995,9.9,2.0,1.0,1.0,18.0,24.0,8.0,36.0,2.0,7.0,0.0,0.0,0.0,52.0,4.0,9.0,30.8
Gareth Bale,wal WAL,FW,Real Madrid,es La Liga,29,1989,19.8,4.0,0.0,0.0,18.0,21.0,15.0,78.0,5.0,12.0,0.0,0.0,0.0,72.0,25.0,29.0,46.3
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,0.0,0.0,0.0,10.0,1.0,1.0,4.0,7.0,9.0,0.0,0.0,0.0,42.0,4.0,2.0,66.7
Andrija Balić,hr CRO,"FW,MF",Udinese,it Serie A,20,1997,0.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Fodé Ballo-Touré,fr FRA,DF,Lille,fr Ligue 1,21,1997,17.7,3.0,0.0,0.0,14.0,30.0,2.0,24.0,15.0,26.0,1.0,1.0,0.0,180.0,30.0,17.0,63.8
Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,21,1997,17.7,4.0,0.0,0.0,17.0,25.0,1.0,62.0,14.0,32.0,0.0,0.0,1.0,152.0,26.0,19.0,57.8
Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12.0,3.0,0.0,0.0,22.0,22.0,1.0,12.0,4.0,21.0,0.0,0.0,0.0,115.0,1.0,8.0,11.1
Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,2.0,0.0,0.0,5.0,2.0,1.0,0.0,8.0,7.0,0.0,1.0,0.0,61.0,13.0,5.0,72.2
Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,5.0,1.0,0.0,24.0,25.0,5.0,1.0,3.0,8.0,0.0,0.0,0.0,30.0,13.0,22.0,37.1
Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,5.0,0.0,0.0,19.0,15.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,31.0,7.0,10.0,41.2
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,6.0,0.0,0.0,22.0,25.0,2.0,48.0,31.0,30.0,0.0,0.0,0.0,252.0,19.0,21.0,47.5
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,22,1996,33.4,4.0,0.0,0.0,26.0,68.0,2.0,39.0,25.0,20.0,0.0,0.0,0.0,253.0,25.0,30.0,45.5
Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,7.0,0.0,0.0,35.0,13.0,3.0,3.0,64.0,34.0,0.0,1.0,0.0,315.0,76.0,27.0,73.8
Yacine Bammou,ma MAR,"FW,MF",Caen,fr Ligue 1,26,1991,10.3,2.0,0.0,0.0,9.0,9.0,3.0,22.0,7.0,6.0,0.0,0.0,0.0,90.0,7.0,21.0,25.0
Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,17.0,2.0,1.0,57.0,67.0,2.0,42.0,31.0,44.0,0.0,1.0,0.0,353.0,10.0,19.0,34.5
Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,29.0,8.0,1.0,1.0,32.0,33.0,2.0,7.0,36.0,39.0,0.0,1.0,1.0,270.0,65.0,40.0,61.9
Léo Baptistão,br BRA,"FW,MF",Espanyol,es La Liga,25,1992,13.7,3.0,0.0,0.0,25.0,22.0,4.0,11.0,11.0,14.0,0.0,0.0,0.0,99.0,10.0,13.0,43.5
Antonín Barák,cz CZE,"MF,FW",Udinese,it Serie A,23,1994,3.7,0.0,0.0,0.0,4.0,3.0,0.0,3.0,4.0,8.0,0.0,0.0,0.0,23.0,2.0,4.0,33.3
Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,6.0,2.0,1.0,36.0,13.0,1.0,28.0,46.0,28.0,0.0,0.0,0.0,293.0,49.0,26.0,65.3
Danilo Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,1.0,1.0,0.0,18.0,34.0,0.0,4.0,12.0,20.0,0.0,0.0,0.0,111.0,15.0,9.0,62.5
Enis Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,6.0,0.0,0.0,61.0,47.0,5.0,43.0,26.0,45.0,1.0,1.0,0.0,272.0,4.0,18.0,18.2
Francesco Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,33,1985,18.6,9.0,0.0,0.0,22.0,11.0,0.0,22.0,25.0,19.0,0.0,0.0,1.0,189.0,32.0,19.0,62.7
Nicolò Barella,it ITA,"MF,FW",Cagliari,it Serie A,21,1997,34.5,10.0,2.0,2.0,61.0,82.0,4.0,49.0,26.0,61.0,0.0,2.0,0.0,362.0,19.0,40.0,32.2
Philipp Bargfrede,de GER,"MF,DF",Werder Bremen,de Bundesliga,29,1989,12.0,6.0,0.0,0.0,25.0,16.0,0.0,2.0,20.0,14.0,0.0,0.0,0.0,166.0,13.0,13.0,50.0
Antonino Barillà,it ITA,MF,Parma,it Serie A,30,1988,29.1,10.0,0.0,0.0,67.0,33.0,4.0,21.0,27.0,48.0,1.0,0.0,0.0,205.0,17.0,34.0,33.3
Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,13.8,1.0,0.0,0.0,14.0,27.0,0.0,12.0,10.0,11.0,0.0,0.0,0.0,136.0,15.0,5.0,75.0
Aymen Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,5.7,0.0,0.0,0.0,9.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,47.0,11.0,6.0,64.7
Ashley Barnes,at AUT,FW,Burnley,eng Premier League,28,1989,26.5,8.0,0.0,0.0,53.0,65.0,23.0,13.0,4.0,14.0,1.0,0.0,1.0,134.0,74.0,182.0,28.9
Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,20,1997,11.2,0.0,0.0,0.0,7.0,7.0,2.0,29.0,1.0,4.0,0.0,0.0,0.0,65.0,4.0,6.0,40.0
Antonio Barragán,es ESP,"DF,MF",Betis,es La Liga,31,1987,10.4,4.0,0.0,0.0,21.0,9.0,0.0,41.0,9.0,8.0,0.0,0.0,0.0,75.0,8.0,6.0,57.1
Antonio Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,6.6,0.0,0.0,0.0,7.0,7.0,0.0,13.0,4.0,3.0,0.0,0.0,0.0,56.0,8.0,9.0,47.1
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,12.0,2.0,0.0,100.0
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,16,2001,4.4,0.0,0.0,0.0,12.0,6.0,3.0,4.0,2.0,6.0,0.0,0.0,0.0,31.0,1.0,8.0,11.1
Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,8.7,2.0,0.0,0.0,18.0,9.0,1.0,7.0,6.0,12.0,0.0,0.0,0.0,86.0,4.0,4.0,50.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,19,1998,6.7,0.0,0.0,0.0,7.0,5.0,3.0,7.0,2.0,6.0,0.0,0.0,0.0,36.0,4.0,14.0,22.2
Fin Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,0.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Marc Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,4.0,0.0,0.0,30.0,39.0,4.0,3.0,38.0,55.0,0.0,2.0,0.0,316.0,54.0,35.0,60.7
Andrea Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,30.0,7.0,3.0,70.0
Daniele Baselli,it ITA,MF,Torino,it Serie A,26,1992,26.4,5.0,0.0,0.0,49.0,37.0,1.0,48.0,33.0,44.0,0.0,1.0,0.0,290.0,27.0,24.0,52.9
Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,14.8,3.0,0.0,0.0,24.0,23.0,0.0,20.0,7.0,17.0,0.0,0.0,0.0,113.0,27.0,22.0,55.1
Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,3.0,1.0,75.0
Borja Bastón,es ESP,FW,Alavés,es La Liga,25,1992,16.0,4.0,0.0,0.0,41.0,13.0,12.0,1.0,1.0,9.0,0.0,0.0,0.0,74.0,45.0,84.0,34.9
Alessandro Bastoni,it ITA,DF,Parma,it Serie A,19,1999,18.8,2.0,0.0,0.0,16.0,19.0,0.0,2.0,12.0,18.0,0.0,1.0,0.0,140.0,28.0,36.0,43.8
Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,12.7,3.0,0.0,0.0,12.0,7.0,1.0,3.0,7.0,20.0,0.0,1.0,0.0,95.0,19.0,13.0,59.4
Michy Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,5.9,3.0,0.0,0.0,16.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,28.0,4.0,10.0,28.6
Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,8.3,0.0,0.0,0.0,7.0,2.0,13.0,3.0,5.0,1.0,0.0,0.0,0.0,50.0,10.0,25.0,28.6
Robert Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,19.1,4.0,1.0,1.0,19.0,18.0,0.0,28.0,22.0,20.0,0.0,0.0,0.0,160.0,10.0,16.0,38.5
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0
Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18.0,2.0,0.0,0.0,12.0,14.0,1.0,3.0,14.0,22.0,0.0,0.0,0.0,189.0,25.0,13.0,65.8
Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,17.3,2.0,0.0,0.0,20.0,19.0,0.0,2.0,20.0,34.0,0.0,0.0,0.0,216.0,20.0,18.0,52.6
Christoph Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,0.9,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,100.0
Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,6.6,1.0,0.0,0.0,14.0,9.0,9.0,2.0,3.0,5.0,1.0,0.0,0.0,21.0,41.0,43.0,48.8
Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,100.0
Paul Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,19.9,3.0,1.0,1.0,16.0,14.0,3.0,0.0,16.0,15.0,0.0,1.0,1.0,178.0,40.0,21.0,65.6
Noah Joel Sarenren Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,1.7,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0
Claudio Beauvue,GPE,FW,Caen,fr Ligue 1,30,1988,16.7,1.0,0.0,0.0,23.0,28.0,4.0,26.0,3.0,12.0,1.0,0.0,0.0,75.0,38.0,54.0,41.3
Bebé,pt POR,"FW,MF",Rayo Vallecano,es La Liga,28,1990,14.5,6.0,0.0,0.0,22.0,9.0,8.0,75.0,7.0,21.0,1.0,0.0,0.0,124.0,19.0,17.0,52.8
Bebé,pt POR,MF,Eibar,es La Liga,28,1990,0.7,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
Ihlas Bebou,tg TOG,"FW,MF",Hannover 96,de Bundesliga,24,1994,11.8,1.0,0.0,0.0,11.0,21.0,5.0,27.0,8.0,15.0,0.0,0.0,0.0,94.0,12.0,16.0,42.9
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uffe Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,0.2,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0
Andreas Beck,de GER,"DF,MF",Stuttgart,de Bundesliga,31,1987,19.7,2.0,0.0,0.0,25.0,31.0,1.0,30.0,15.0,23.0,0.0,0.0,0.0,167.0,18.0,17.0,51.4
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,7.0,0.0,0.0,22.0,7.0,0.0,1.0,52.0,28.0,0.0,0.0,0.0,286.0,69.0,52.0,57.0
Andrea Beghetto,it ITA,"DF,MF",Frosinone,it Serie A,23,1994,24.7,3.0,0.0,0.0,25.0,16.0,3.0,139.0,14.0,19.0,0.0,0.0,0.0,170.0,6.0,4.0,60.0
Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0
Valon Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,15.1,6.0,0.0,0.0,47.0,34.0,0.0,1.0,20.0,41.0,0.0,1.0,0.0,173.0,19.0,11.0,63.3
Hanno Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,29.3,3.0,0.0,0.0,40.0,23.0,3.0,6.0,22.0,25.0,0.0,1.0,0.0,260.0,74.0,90.0,45.1
Ishak Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,26,1992,20.7,3.0,0.0,0.0,27.0,15.0,22.0,26.0,2.0,9.0,1.0,0.0,0.0,77.0,35.0,41.0,46.1
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25.0,7.0,0.0,0.0,41.0,14.0,5.0,8.0,36.0,19.0,0.0,0.0,0.0,294.0,66.0,21.0,75.9
Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,28,1990,11.7,4.0,1.0,0.0,17.0,13.0,3.0,57.0,9.0,10.0,0.0,0.0,0.0,83.0,1.0,0.0,100.0
Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,23,1995,17.0,3.0,0.0,0.0,16.0,7.0,2.0,39.0,11.0,9.0,0.0,0.0,1.0,153.0,14.0,16.0,46.7
Andrea Belotti,it ITA,FW,Torino,it Serie A,24,1993,36.7,5.0,0.0,0.0,72.0,111.0,29.0,30.0,13.0,18.0,1.0,0.0,0.0,188.0,116.0,134.0,46.4
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,19,1999,16.9,3.0,0.0,0.0,12.0,14.0,0.0,4.0,16.0,16.0,0.0,0.0,0.0,164.0,4.0,7.0,36.4
Hatem Ben Arfa,fr FRA,"MF,FW",Rennes,fr Ligue 1,31,1987,22.6,1.0,0.0,0.0,18.0,42.0,4.0,25.0,2.0,7.0,1.0,0.0,0.0,111.0,1.0,10.0,9.1
Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,31.2,3.0,0.0,0.0,26.0,24.0,30.0,44.0,8.0,18.0,0.0,0.0,0.0,160.0,31.0,81.0,27.7
Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,22.9,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,119.0,0.0,0.0,0.0
Marco Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,25.4,6.0,1.0,0.0,25.0,22.0,2.0,31.0,15.0,16.0,0.0,0.0,0.0,192.0,5.0,31.0,13.9
Medhi Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,53.0,8.0,7.0,53.3
Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,29,1989,15.1,2.0,0.0,0.0,27.0,28.0,2.0,15.0,13.0,31.0,0.0,0.0,0.0,195.0,21.0,24.0,46.7
Sven Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,22.1,3.0,0.0,0.0,21.0,12.0,2.0,0.0,36.0,23.0,0.0,0.0,1.0,316.0,59.0,34.0,63.4
László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,20,1997,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Nicolas Benezet,fr FRA,"MF,FW",Guingamp,fr Ligue 1,27,1991,18.5,1.0,0.0,0.0,24.0,43.0,8.0,57.0,13.0,28.0,0.0,0.0,0.0,173.0,10.0,31.0,24.4
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0
Ismaël Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,32.9,7.0,0.0,0.0,48.0,59.0,0.0,20.0,60.0,68.0,0.0,1.0,0.0,395.0,24.0,26.0,48.0
Joe Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,29.3,5.0,0.0,0.0,21.0,35.0,1.0,26.0,37.0,27.0,0.0,0.0,0.0,296.0,25.0,11.0,69.4
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34.0,12.0,0.0,0.0,37.0,11.0,1.0,4.0,24.0,36.0,0.0,2.0,0.0,328.0,84.0,62.0,57.5
Yassine Benrahou,fr FRA,"MF,DF",Bordeaux,fr Ligue 1,19,1999,2.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,17.0,1.0,3.0,25.0
Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,23.9,9.0,0.0,0.0,31.0,35.0,1.0,29.0,25.0,30.0,0.0,1.0,1.0,238.0,39.0,25.0,60.9
