Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen touches,Def 3rd touches,Mid 3rd touches,Att 3rd touches,Touches in Box,Live ball touches,Successful Dribbles,Attempted Dribbles,Successful Dribble %,Players dribbled past,Megs,Carries,Total Distance carries,ProgDist carries,Pass Targets,Passes Received,Passes Received %,Miscon,Passes Dispossed
Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,13.0,466.0,6.0,26.0,221.0,246.0,89.0,436.0,16.0,21.0,76.2,17.0,1.0,284.0,1344.0,449.0,655.0,349.0,53.3,36.0,21.0
Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,2322.0,76.0,475.0,1119.0,831.0,65.0,2125.0,10.0,19.0,52.6,12.0,2.0,1617.0,6405.0,3327.0,1907.0,1762.0,92.4,10.0,7.0
Luis Alberto,es ESP,MF,Lazio,it Serie A,26,1992,34.6,2663.0,21.0,334.0,1465.0,1196.0,109.0,2387.0,72.0,105.0,68.6,76.0,4.0,2076.0,16083.0,10758.0,2150.0,1943.0,90.4,49.0,62.0
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,2261.0,403.0,1368.0,969.0,51.0,21.0,2209.0,3.0,3.0,100.0,3.0,0.0,1325.0,7874.0,4484.0,1509.0,1492.0,98.9,1.0,1.0
Marc Albrighton,eng ENG,"MF,DF",Leicester City,eng Premier League,29,1989,9.6,622.0,13.0,111.0,258.0,292.0,23.0,587.0,10.0,29.0,34.5,13.0,2.0,420.0,2560.0,1179.0,494.0,428.0,86.6,9.0,12.0
Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,316.0,9.0,28.0,149.0,148.0,46.0,291.0,4.0,8.0,50.0,4.0,1.0,171.0,782.0,415.0,389.0,221.0,56.8,17.0,7.0
Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,167.0,2.0,8.0,73.0,89.0,31.0,150.0,4.0,7.0,57.1,5.0,1.0,85.0,253.0,112.0,231.0,116.0,50.2,13.0,8.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,2018.0,49.0,398.0,1386.0,350.0,26.0,1962.0,59.0,70.0,84.3,61.0,0.0,1536.0,7066.0,3397.0,1576.0,1515.0,96.1,13.0,20.0
Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,1330.0,77.0,349.0,890.0,170.0,15.0,1236.0,21.0,29.0,72.4,21.0,1.0,828.0,4731.0,2457.0,811.0,743.0,91.6,14.0,14.0
Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,2265.0,355.0,1227.0,1037.0,114.0,22.0,2185.0,0.0,2.0,0.0,0.0,0.0,1362.0,6529.0,3057.0,1535.0,1500.0,97.7,3.0,2.0
Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,1436.0,84.0,442.0,758.0,319.0,20.0,1209.0,19.0,32.0,59.4,22.0,2.0,778.0,3835.0,1987.0,830.0,763.0,91.9,15.0,24.0
Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,1992,1.2,49.0,0.0,2.0,27.0,22.0,4.0,49.0,1.0,2.0,50.0,1.0,0.0,21.0,166.0,80.0,68.0,40.0,58.8,5.0,2.0
Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,170.0,1.0,18.0,109.0,56.0,2.0,165.0,2.0,3.0,66.7,2.0,0.0,131.0,596.0,250.0,157.0,146.0,93.0,4.0,0.0
Carles Aleñá,es ESP,"MF,FW",Betis,es La Liga,21,1998,8.2,471.0,5.0,64.0,312.0,134.0,11.0,467.0,15.0,23.0,65.2,15.0,0.0,397.0,2297.0,1174.0,436.0,380.0,87.2,5.0,10.0
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,351.0,310.0,351.0,0.0,0.0,0.0,246.0,1.0,1.0,100.0,1.0,0.0,162.0,549.0,279.0,146.0,145.0,99.3,0.0,1.0
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,3520.0,106.0,850.0,1641.0,1244.0,63.0,2865.0,26.0,56.0,46.4,30.0,4.0,2108.0,9338.0,5709.0,2363.0,2230.0,94.4,36.0,22.0
Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,3.1,85.0,69.0,85.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,29.0,133.0,77.0,24.0,23.0,95.8,0.0,0.0
Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,656.0,14.0,38.0,312.0,335.0,79.0,610.0,23.0,30.0,76.7,25.0,1.0,419.0,2189.0,1064.0,851.0,496.0,58.3,42.0,26.0
Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,984.0,804.0,976.0,9.0,0.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,549.0,2115.0,1090.0,494.0,490.0,99.2,1.0,0.0
Allan,br BRA,MF,Napoli,it Serie A,28,1991,14.2,994.0,23.0,197.0,615.0,250.0,17.0,966.0,18.0,29.0,62.1,20.0,3.0,741.0,3842.0,1820.0,781.0,728.0,93.2,14.0,18.0
Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,23,1996,20.5,1132.0,37.0,171.0,575.0,471.0,96.0,1076.0,32.0,63.0,50.8,36.0,7.0,747.0,4583.0,2502.0,1102.0,773.0,70.1,45.0,56.0
Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,25,1994,33.6,1309.0,44.0,315.0,554.0,601.0,91.0,1297.0,46.0,93.0,49.5,54.0,5.0,975.0,9230.0,5223.0,1281.0,894.0,69.8,60.0,54.0
Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,1313.0,30.0,326.0,564.0,510.0,72.0,1146.0,12.0,19.0,63.2,12.0,0.0,841.0,4756.0,2731.0,928.0,829.0,89.3,20.0,22.0
Mickaël Alphonse,GPE,DF,Dijon,fr Ligue 1,30,1989,15.3,945.0,65.0,335.0,474.0,201.0,11.0,779.0,18.0,30.0,60.0,22.0,3.0,503.0,3110.0,1838.0,539.0,485.0,90.0,16.0,15.0
Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,1992,12.7,569.0,29.0,142.0,381.0,73.0,7.0,560.0,6.0,9.0,66.7,6.0,0.0,296.0,1465.0,506.0,297.0,278.0,93.6,4.0,1.0
Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,55.0,51.0,55.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,62.0,39.0,23.0,23.0,100.0,0.0,0.0
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,1817.0,198.0,904.0,969.0,69.0,20.0,1754.0,11.0,13.0,84.6,11.0,1.0,992.0,6375.0,3552.0,1037.0,1021.0,98.5,3.0,10.0
Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,1608.0,318.0,941.0,681.0,85.0,36.0,1510.0,2.0,3.0,66.7,2.0,0.0,875.0,5611.0,3055.0,1006.0,981.0,97.5,5.0,2.0
Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,1998,13.2,838.0,31.0,216.0,406.0,272.0,44.0,787.0,33.0,50.0,66.0,35.0,4.0,618.0,3825.0,2141.0,638.0,557.0,87.3,20.0,28.0
Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,1993,8.4,470.0,108.0,329.0,142.0,14.0,4.0,464.0,2.0,3.0,66.7,2.0,0.0,253.0,1006.0,478.0,297.0,289.0,97.3,1.0,1.0
Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,343.0,7.0,71.0,225.0,67.0,6.0,341.0,3.0,4.0,75.0,3.0,0.0,207.0,1037.0,489.0,250.0,217.0,86.8,5.0,5.0
Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,1092.0,36.0,289.0,732.0,168.0,8.0,1071.0,28.0,43.0,65.1,31.0,0.0,779.0,4929.0,2625.0,773.0,727.0,94.0,16.0,15.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,36.0,0.0,2.0,17.0,20.0,4.0,34.0,4.0,8.0,50.0,4.0,0.0,28.0,212.0,136.0,32.0,20.0,62.5,3.0,5.0
Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,1590.0,78.0,552.0,769.0,379.0,32.0,1379.0,28.0,56.0,50.0,32.0,0.0,876.0,5645.0,3378.0,945.0,865.0,91.5,27.0,24.0
Thierry Ambrose,fr FRA,FW,Metz,fr Ligue 1,22,1997,6.1,312.0,4.0,30.0,138.0,174.0,34.0,310.0,24.0,45.0,53.3,27.0,1.0,256.0,2250.0,1510.0,304.0,229.0,75.3,20.0,25.0
Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,837.0,84.0,312.0,418.0,189.0,12.0,697.0,8.0,18.0,44.4,9.0,1.0,475.0,3751.0,2285.0,480.0,434.0,90.4,14.0,14.0
Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,20.6,1374.0,15.0,187.0,769.0,526.0,57.0,1221.0,32.0,54.0,59.3,35.0,2.0,970.0,6045.0,3310.0,1130.0,933.0,82.6,29.0,32.0
Ethan Ampadu,wal WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,93.0,14.0,42.0,52.0,3.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,69.0,369.0,237.0,69.0,69.0,100.0,0.0,0.0
Opoku Ampomah,gh GHA,FW,Düsseldorf,de Bundesliga,23,1996,5.6,205.0,4.0,30.0,80.0,117.0,26.0,200.0,18.0,41.0,43.9,21.0,0.0,179.0,1284.0,866.0,234.0,142.0,60.7,23.0,14.0
Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,2089.0,60.0,414.0,1445.0,468.0,25.0,2019.0,84.0,110.0,76.4,89.0,3.0,1623.0,13605.0,6456.0,1572.0,1454.0,92.5,53.0,50.0
Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,1476.0,211.0,839.0,714.0,47.0,13.0,1449.0,2.0,2.0,100.0,2.0,0.0,1043.0,5920.0,3476.0,1134.0,1123.0,99.0,2.0,1.0
Djavan Anderson,nl NED,"DF,MF",Lazio,it Serie A,24,1995,1.9,92.0,6.0,36.0,31.0,33.0,4.0,73.0,2.0,5.0,40.0,2.0,0.0,54.0,510.0,259.0,57.0,44.0,77.2,4.0,4.0
Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,26,1993,16.6,1163.0,26.0,166.0,616.0,515.0,66.0,1138.0,66.0,97.0,68.0,70.0,5.0,932.0,7364.0,4573.0,1042.0,889.0,85.3,33.0,35.0
Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,1211.0,46.0,98.0,584.0,575.0,135.0,1185.0,25.0,42.0,59.5,27.0,2.0,635.0,3673.0,1395.0,1710.0,932.0,54.5,106.0,78.0
Florin Andone,ro ROU,"MF,FW",Brighton,eng Premier League,26,1993,0.8,29.0,3.0,4.0,12.0,16.0,7.0,28.0,2.0,4.0,50.0,2.0,0.0,17.0,218.0,151.0,33.0,16.0,48.5,5.0,2.0
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,1515.0,55.0,287.0,1030.0,276.0,23.0,1499.0,23.0,27.0,85.2,25.0,0.0,951.0,5145.0,2235.0,1007.0,927.0,92.1,17.0,23.0
Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,5.9,185.0,175.0,185.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,44.0,205.0,131.0,26.0,26.0,100.0,0.0,0.0
Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,1547.0,61.0,371.0,923.0,333.0,33.0,1511.0,27.0,38.0,71.1,30.0,3.0,861.0,4851.0,2000.0,934.0,842.0,90.1,19.0,24.0
Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,719.0,11.0,142.0,517.0,121.0,3.0,698.0,18.0,21.0,85.7,18.0,0.0,567.0,3461.0,1751.0,537.0,502.0,93.5,11.0,12.0
Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,276.0,4.0,14.0,160.0,111.0,24.0,258.0,11.0,16.0,68.8,12.0,0.0,154.0,636.0,241.0,390.0,211.0,54.1,18.0,14.0
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,490.0,419.0,489.0,3.0,0.0,0.0,357.0,2.0,2.0,100.0,2.0,0.0,245.0,1002.0,469.0,218.0,218.0,100.0,0.0,0.0
José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,1754.0,97.0,443.0,942.0,486.0,11.0,1380.0,20.0,24.0,83.3,20.0,1.0,913.0,5389.0,2849.0,864.0,812.0,94.0,19.0,19.0
Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,477.0,16.0,99.0,199.0,214.0,10.0,429.0,5.0,8.0,62.5,5.0,2.0,321.0,1545.0,942.0,361.0,343.0,95.0,3.0,4.0
Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,891.0,26.0,215.0,401.0,325.0,26.0,742.0,21.0,27.0,77.8,22.0,1.0,519.0,2682.0,1514.0,591.0,532.0,90.0,17.0,9.0
Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,12.0,0.0,1.0,5.0,6.0,2.0,12.0,1.0,1.0,100.0,1.0,0.0,10.0,67.0,40.0,11.0,8.0,72.7,0.0,1.0
Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,726.0,33.0,224.0,302.0,242.0,25.0,653.0,12.0,18.0,66.7,12.0,0.0,500.0,2245.0,1370.0,549.0,499.0,90.9,10.0,11.0
Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,19.6,1085.0,55.0,287.0,436.0,454.0,50.0,935.0,53.0,84.0,63.1,58.0,2.0,747.0,6071.0,3409.0,749.0,647.0,86.4,26.0,35.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,11.0,0.0,0.0,7.0,5.0,0.0,8.0,1.0,1.0,100.0,1.0,0.0,9.0,90.0,48.0,6.0,6.0,100.0,0.0,1.0
Michail Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,19.6,850.0,12.0,47.0,305.0,556.0,125.0,810.0,71.0,107.0,66.4,74.0,3.0,601.0,4523.0,2700.0,1134.0,626.0,55.2,71.0,49.0
Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,574.0,37.0,199.0,261.0,150.0,10.0,478.0,6.0,16.0,37.5,8.0,1.0,308.0,2088.0,1286.0,355.0,305.0,85.9,10.0,5.0
Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,40.0,0.0,7.0,16.0,20.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,22.0,159.0,109.0,29.0,21.0,72.4,5.0,0.0
Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,2.0,2.0,100.0,1.0,0.0
Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,1181.0,24.0,207.0,545.0,547.0,91.0,1044.0,36.0,80.0,45.0,41.0,3.0,803.0,7484.0,4372.0,1032.0,746.0,72.3,60.0,39.0
Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,127.0,3.0,27.0,94.0,16.0,2.0,125.0,2.0,3.0,66.7,2.0,0.0,83.0,716.0,347.0,94.0,83.0,88.3,1.0,3.0
Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,1366.0,16.0,141.0,875.0,486.0,66.0,1325.0,65.0,104.0,62.5,72.0,5.0,1118.0,7662.0,4711.0,1291.0,1100.0,85.2,45.0,58.0
Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,40.0,0.0,7.0,23.0,12.0,1.0,40.0,3.0,3.0,100.0,3.0,0.0,28.0,133.0,49.0,36.0,29.0,80.6,4.0,0.0
Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,1158.0,54.0,432.0,556.0,214.0,6.0,967.0,21.0,27.0,77.8,21.0,0.0,619.0,3117.0,1656.0,640.0,598.0,93.4,9.0,18.0
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,1363.0,54.0,241.0,851.0,349.0,26.0,1318.0,29.0,43.0,67.4,32.0,2.0,748.0,4738.0,1975.0,722.0,613.0,84.9,35.0,39.0
Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,68.0,2.0,26.0,25.0,20.0,3.0,58.0,0.0,2.0,0.0,1.0,1.0,44.0,243.0,128.0,42.0,39.0,92.9,1.0,1.0
Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,1868.0,49.0,375.0,1297.0,290.0,22.0,1836.0,13.0,22.0,59.1,14.0,1.0,1242.0,5362.0,2410.0,1451.0,1350.0,93.0,19.0,21.0
Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,447.0,4.0,53.0,184.0,250.0,35.0,427.0,26.0,38.0,68.4,27.0,2.0,336.0,2535.0,1498.0,373.0,296.0,79.4,13.0,16.0
Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,1824.0,329.0,1081.0,816.0,51.0,20.0,1763.0,1.0,1.0,100.0,1.0,0.0,1065.0,7578.0,3729.0,1149.0,1133.0,98.6,6.0,4.0
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,233.0,33.0,120.0,125.0,2.0,1.0,229.0,1.0,1.0,100.0,1.0,0.0,173.0,744.0,457.0,186.0,186.0,100.0,0.0,1.0
Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,1412.0,106.0,524.0,820.0,169.0,11.0,1266.0,4.0,6.0,66.7,4.0,0.0,751.0,5486.0,2419.0,740.0,714.0,96.5,8.0,10.0
Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,142.0,125.0,142.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,77.0,342.0,190.0,62.0,62.0,100.0,0.0,1.0
Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,60.0,45.0,59.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,37.0,152.0,87.0,30.0,28.0,93.3,0.0,0.0
Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,780.0,47.0,216.0,362.0,243.0,19.0,667.0,4.0,7.0,57.1,5.0,0.0,437.0,2106.0,1150.0,488.0,449.0,92.0,7.0,4.0
Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,4.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,2.0,100.0,0.0,0.0
Stuart Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,882.0,48.0,167.0,412.0,368.0,49.0,863.0,31.0,53.0,58.5,33.0,2.0,593.0,4280.0,2315.0,732.0,560.0,76.5,37.0,29.0
José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,304.0,4.0,26.0,145.0,146.0,37.0,291.0,3.0,8.0,37.5,3.0,0.0,198.0,1302.0,639.0,360.0,208.0,57.8,31.0,26.0
José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,24,1995,3.7,169.0,4.0,19.0,69.0,97.0,17.0,164.0,13.0,23.0,56.5,14.0,0.0,148.0,1302.0,845.0,152.0,113.0,74.3,16.0,14.0
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,1860.0,59.0,359.0,1108.0,495.0,24.0,1598.0,22.0,30.0,73.3,22.0,0.0,1065.0,5541.0,2847.0,1151.0,1057.0,91.8,22.0,28.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,1134.0,1003.0,1129.0,5.0,0.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,681.0,2610.0,1487.0,646.0,646.0,100.0,0.0,0.0
Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,428.0,23.0,113.0,177.0,165.0,22.0,386.0,13.0,15.0,86.7,13.0,0.0,286.0,1483.0,1003.0,304.0,279.0,91.8,3.0,10.0
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,402.0,24.0,137.0,242.0,49.0,0.0,383.0,7.0,10.0,70.0,7.0,0.0,209.0,1174.0,499.0,214.0,200.0,93.5,9.0,2.0
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,1123.0,1024.0,1121.0,3.0,0.0,0.0,752.0,1.0,1.0,100.0,1.0,0.0,482.0,1959.0,967.0,447.0,446.0,99.8,0.0,0.0
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,203.0,3.0,26.0,93.0,97.0,17.0,198.0,6.0,8.0,75.0,7.0,0.0,155.0,989.0,502.0,218.0,165.0,75.7,6.0,8.0
Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,43.0,1.0,13.0,29.0,6.0,0.0,43.0,2.0,3.0,66.7,2.0,0.0,31.0,234.0,188.0,38.0,32.0,84.2,1.0,1.0
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,1676.0,13.0,133.0,882.0,795.0,165.0,1585.0,60.0,97.0,61.9,67.0,1.0,1235.0,8804.0,5009.0,1959.0,1317.0,67.2,69.0,70.0
Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,192.0,0.0,12.0,85.0,112.0,36.0,189.0,16.0,20.0,80.0,16.0,1.0,165.0,1205.0,701.0,268.0,156.0,58.2,11.0,14.0
Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,21.0,1.0,5.0,12.0,5.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,12.0,56.0,12.0,13.0,12.0,92.3,1.0,0.0
Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,332.0,11.0,85.0,133.0,158.0,20.0,323.0,19.0,40.0,47.5,21.0,1.0,255.0,1971.0,1174.0,321.0,215.0,67.0,21.0,20.0
Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,741.0,18.0,161.0,365.0,300.0,48.0,678.0,41.0,85.0,48.2,43.0,3.0,556.0,4743.0,3389.0,621.0,512.0,82.4,38.0,29.0
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,1248.0,29.0,159.0,502.0,672.0,168.0,1214.0,25.0,49.0,51.0,29.0,0.0,865.0,6219.0,3897.0,1528.0,939.0,61.5,58.0,39.0
Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,1127.0,1005.0,1125.0,2.0,0.0,0.0,727.0,1.0,1.0,100.0,1.0,0.0,469.0,2314.0,1225.0,397.0,395.0,99.5,0.0,0.0
Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,916.0,38.0,271.0,436.0,292.0,3.0,790.0,21.0,30.0,70.0,21.0,0.0,603.0,4174.0,2624.0,635.0,597.0,94.0,8.0,16.0
Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,80.0,1.0,5.0,38.0,42.0,19.0,79.0,8.0,12.0,66.7,8.0,1.0,62.0,410.0,250.0,115.0,57.0,49.6,9.0,7.0
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,665.0,32.0,188.0,280.0,242.0,16.0,539.0,6.0,9.0,66.7,7.0,0.0,344.0,1972.0,1147.0,400.0,353.0,88.3,12.0,10.0
Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,2057.0,120.0,582.0,895.0,680.0,54.0,1789.0,46.0,73.0,63.0,46.0,7.0,1198.0,5619.0,3138.0,1297.0,1146.0,88.4,36.0,31.0
Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,724.0,8.0,89.0,358.0,328.0,41.0,644.0,12.0,27.0,44.4,12.0,2.0,466.0,2803.0,1518.0,635.0,474.0,74.6,29.0,19.0
Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,575.0,2.0,28.0,251.0,329.0,98.0,554.0,15.0,33.0,45.5,19.0,1.0,343.0,2361.0,1244.0,840.0,395.0,47.0,43.0,34.0
Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,103.0,1.0,16.0,41.0,60.0,10.0,103.0,4.0,7.0,57.1,4.0,0.0,77.0,697.0,421.0,92.0,70.0,76.1,1.0,6.0
Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,1012.0,107.0,448.0,556.0,62.0,14.0,915.0,3.0,5.0,60.0,3.0,0.0,519.0,2886.0,1444.0,509.0,486.0,95.5,5.0,4.0
Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,178.0,4.0,19.0,80.0,93.0,34.0,175.0,10.0,18.0,55.6,11.0,0.0,126.0,946.0,592.0,223.0,129.0,57.8,27.0,11.0
Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,504.0,22.0,79.0,222.0,232.0,60.0,493.0,22.0,33.0,66.7,23.0,1.0,314.0,1882.0,852.0,623.0,339.0,54.4,41.0,26.0
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35.0,1366.0,30.0,178.0,673.0,635.0,134.0,1331.0,75.0,117.0,64.1,78.0,4.0,1012.0,7695.0,3828.0,1682.0,956.0,56.8,99.0,108.0
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,2017.0,139.0,975.0,977.0,228.0,29.0,1888.0,11.0,13.0,84.6,11.0,1.0,1327.0,7522.0,4754.0,1419.0,1362.0,96.0,11.0,4.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
