Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %,% of dribblers tackled,A-xA,Assists,Att 3rd Pressures,Att 3rd tackles,Att 3rd touches,Attempted Dribbles,Blocked pass,Blocked shots,Blocks,CK in,CK out,CK str,Carries,Clearances,Corner Kicks,Crosses into Penalty Area,Dead Ball passes,Def 3rd Pressures,Def 3rd tackles,Def 3rd touches,Def Pen touches,Errors,Free Kick passes,G-xG,GCA OG,GCA dribbled,GCA fouls,GCA pass dead,GCA pass live,GCA shots,Goal-Creating Actions,Goal-Creating Actions p90,Goals,Goals per shot,Goals per shot on target,Ground passes,Head passes,High passes,Key Passes,Left passes,Live Ball passes,Live ball touches,Long Pass Completion %,Long Passes Attempted,Long Passes Completed,Low passes,Medium Pass Completion %,Medium Passes Attempted,Medium Passes Completed,Megs,Mid 3rd Pressures,Mid 3rd tackles,Mid 3rd touches,Miscon,No Tackels won,No of times dribbled past,No. Tackels,Non-penalty xG,Other passes,Pass Completion %,Pass Targets,Pass out of bounds,Passes Attempted,Passes Completed,Passes Dispossed,Passes Received,Passes Received %,Passes blocked,Passes completed,Passes intercepted,Passes into Final Third,Passes into Penalty Area,Passes offside,Passes under pressure,Penalty Kicks attempted,Penalty Kicks scored,Players dribbled past,Pressures,PrgDist,ProgDist carries,Progressive Passes,Right passes,SCA from dribbles,SCA from fouls,SCA pass dead,SCA pass live,SCA shots,ShSv,Short Pass Completion %,Short Passes Attempted,Short Passes Completed,Shot-Creating Actions,Shot-Creating Actions p90,Shots,Shots Total p90,Shots from Free Kicks,Shots on Target,Shots on Target %,Shots on Target p90,Succ Pressures,Succ Pressures %,Successful Dribble %,Successful Dribbles,Switches,Tackles v Dribble attempts,Tackles v Dribbles,Through Balls,Throw ins,Tkl+Int,TotDist,Total Distance carries,Touches,Touches in Box,np:G-xG,npxG/Sh,xA,xG
Lumor Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,20.1,5.0,1.0,1.0,13.0,10.0,0.0,54.0,11.0,23.0,0.0,0.0,0.0,205.0,14.0,15.0,48.3,51.4,-1.9,0.0,26.0,3.0,333.0,45.0,36.0,1.0,37.0,0.0,0.0,0.0,701.0,62.0,0.0,12.0,222.0,129.0,24.0,387.0,82.0,0.0,11.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.5,497.0,42.0,224.0,16.0,646.0,747.0,964.0,54.6,205.0,112.0,248.0,82.0,715.0,586.0,0.0,70.0,8.0,537.0,22.0,23.0,17.0,35.0,0.3,2.0,73.2,665.0,37.0,969.0,709.0,18.0,599.0,90.1,45.0,709.0,18.0,47.0,21.0,7.0,164.0,0.0,0.0,30.0,225.0,6166.0,2641.0,141.0,63.0,2.0,3.0,4.0,23.0,1.0,0.0,22.4,49.0,11.0,33.0,1.65,14.0,0.7,0.0,2.0,14.3,0.1,66.0,29.3,57.8,26.0,24.0,35.0,18.0,1.0,211.0,46.0,12415.0,4849.0,1182.0,14.0,0.7,0.02,1.9,0.3
Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,23.3,5.0,1.0,0.0,32.0,19.0,1.0,30.0,9.0,22.0,0.0,1.0,0.0,207.0,23.0,20.0,53.5,50.0,0.0,1.0,24.0,5.0,223.0,26.0,31.0,8.0,39.0,0.0,1.0,0.0,636.0,68.0,2.0,5.0,249.0,118.0,24.0,395.0,83.0,1.0,9.0,0.1,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.13,1.0,0.33,1.0,484.0,61.0,296.0,12.0,39.0,765.0,986.0,45.2,239.0,108.0,234.0,83.3,726.0,605.0,3.0,106.0,21.0,675.0,20.0,22.0,25.0,50.0,0.9,3.0,71.2,677.0,31.0,1014.0,722.0,17.0,608.0,89.8,44.0,722.0,17.0,36.0,14.0,3.0,161.0,0.0,0.0,16.0,248.0,6069.0,1909.0,123.0,661.0,2.0,2.0,1.0,18.0,0.0,0.0,18.4,49.0,9.0,23.0,0.99,3.0,0.13,0.0,1.0,33.3,0.04,60.0,24.2,53.8,14.0,22.0,50.0,25.0,1.0,238.0,59.0,12629.0,3313.0,1231.0,9.0,0.1,0.3,1.0,0.9
Lucien Agoume,fr FRA,MF,Inter,it Serie A,17,2002,0.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,10.0,1.0,0.0,100.0,100.0,-0.1,0.0,4.0,2.0,12.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,0.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.32,0.0,0.0,0.0,34.0,0.0,2.0,1.0,10.0,39.0,48.0,100.0,6.0,6.0,3.0,90.9,33.0,30.0,0.0,7.0,1.0,25.0,0.0,3.0,0.0,4.0,0.0,0.0,92.3,31.0,0.0,39.0,36.0,2.0,29.0,93.5,1.0,36.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,15.0,201.0,49.0,6.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,671.0,145.0,48.0,0.0,0.0,0.0,0.1,0.0
Kevin Agudelo,co COL,"MF,FW",Fiorentina,it Serie A,20,1998,0.7,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,-0.2,0.0,7.0,1.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,6.0,1.0,9.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.41,0.0,0.0,0.0,27.0,2.0,3.0,2.0,30.0,36.0,47.0,75.0,4.0,3.0,6.0,81.3,32.0,26.0,0.0,9.0,1.0,22.0,0.0,1.0,1.0,3.0,0.3,0.0,80.6,40.0,1.0,36.0,29.0,2.0,32.0,80.0,0.0,29.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,2.0,22.0,141.0,167.0,3.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,8.44,4.0,5.63,0.0,0.0,0.0,0.0,6.0,27.3,100.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,458.0,269.0,47.0,2.0,-0.3,0.08,0.2,0.3
Kevin Agudelo,co COL,"MF,FW",Genoa,it Serie A,20,1998,7.4,5.0,1.0,1.0,20.0,11.0,1.0,10.0,6.0,18.0,0.0,1.0,0.0,55.0,4.0,6.0,40.0,38.5,-0.2,1.0,36.0,3.0,147.0,33.0,11.0,1.0,12.0,3.0,1.0,0.0,326.0,3.0,4.0,0.0,6.0,72.0,12.0,82.0,6.0,0.0,1.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14,1.0,0.1,0.5,214.0,14.0,36.0,11.0,241.0,295.0,396.0,69.4,49.0,34.0,51.0,87.8,230.0,202.0,0.0,109.0,10.0,217.0,12.0,18.0,16.0,25.0,1.1,4.0,81.4,348.0,2.0,301.0,245.0,13.0,285.0,81.9,13.0,245.0,5.0,20.0,5.0,0.0,77.0,0.0,0.0,23.0,217.0,902.0,1639.0,17.0,38.0,5.0,1.0,0.0,21.0,0.0,0.0,40.9,22.0,9.0,27.0,3.65,10.0,1.35,0.0,2.0,20.0,0.27,46.0,21.2,63.6,21.0,4.0,26.0,10.0,1.0,1.0,31.0,3840.0,2597.0,402.0,20.0,-0.1,0.11,1.2,1.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,2.0,0.0,0.0,13.0,6.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,94.0,41.0,13.0,75.9,46.2,0.0,0.0,2.0,1.0,15.0,2.0,8.0,13.0,21.0,0.0,0.0,0.0,453.0,88.0,0.0,0.0,16.0,74.0,9.0,445.0,92.0,2.0,12.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.2,1.0,407.0,18.0,128.0,0.0,481.0,556.0,700.0,75.2,258.0,194.0,37.0,95.4,306.0,292.0,0.0,30.0,4.0,294.0,3.0,11.0,7.0,14.0,0.7,1.0,85.1,477.0,12.0,572.0,487.0,5.0,469.0,98.3,7.0,487.0,4.0,20.0,0.0,2.0,61.0,0.0,0.0,1.0,106.0,4421.0,1080.0,22.0,59.0,0.0,0.0,0.0,3.0,0.0,0.0,12.5,8.0,1.0,3.0,0.28,5.0,0.47,1.0,1.0,20.0,0.09,28.0,26.4,50.0,1.0,32.0,13.0,6.0,0.0,4.0,24.0,11845.0,2145.0,717.0,7.0,0.3,0.13,0.0,0.7
Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,31,1988,16.1,1.0,0.0,0.0,9.0,9.0,6.0,8.0,2.0,5.0,2.0,0.0,0.0,61.0,2.0,14.0,12.5,16.7,0.6,3.0,135.0,3.0,383.0,45.0,13.0,2.0,15.0,0.0,0.0,0.0,428.0,3.0,0.0,0.0,18.0,13.0,0.0,21.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,8.0,0.5,16.0,0.19,0.56,273.0,11.0,23.0,16.0,41.0,349.0,551.0,78.3,23.0,18.0,71.0,81.4,306.0,249.0,2.0,74.0,4.0,210.0,24.0,5.0,5.0,7.0,11.8,9.0,77.4,780.0,4.0,367.0,284.0,41.0,450.0,57.7,15.0,284.0,11.0,12.0,20.0,0.0,90.0,3.0,2.0,28.0,222.0,786.0,1404.0,33.0,303.0,9.0,5.0,0.0,28.0,9.0,0.0,44.7,38.0,17.0,51.0,3.16,73.0,4.52,0.0,25.0,34.2,1.55,56.0,25.2,60.0,27.0,1.0,6.0,1.0,5.0,1.0,9.0,3746.0,2536.0,572.0,154.0,2.2,0.16,2.4,14.0
Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,2.0,2.0,0.0,10.0,20.0,0.0,52.0,11.0,28.0,0.0,0.0,0.0,119.0,16.0,15.0,51.6,66.7,0.5,2.0,29.0,5.0,292.0,26.0,9.0,2.0,11.0,0.0,0.0,0.0,624.0,25.0,0.0,15.0,116.0,99.0,20.0,225.0,35.0,1.0,9.0,-0.1,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.25,0.0,0.0,0.0,502.0,15.0,135.0,14.0,14.0,675.0,816.0,64.0,164.0,105.0,154.0,91.8,598.0,549.0,0.0,75.0,14.0,465.0,8.0,28.0,9.0,39.0,0.1,5.0,84.2,649.0,8.0,791.0,666.0,15.0,601.0,92.6,19.0,666.0,6.0,39.0,25.0,0.0,102.0,0.0,0.0,17.0,203.0,4090.0,1858.0,83.0,642.0,0.0,1.0,0.0,22.0,0.0,0.0,41.4,29.0,12.0,23.0,1.93,7.0,0.59,0.0,3.0,42.9,0.25,71.0,35.0,57.7,15.0,18.0,27.0,18.0,0.0,107.0,50.0,11011.0,3148.0,926.0,22.0,-0.1,0.02,1.5,0.1
Emmanuel Agyemang-Badu,gh GHA,"MF,FW",Hellas Verona,it Serie A,28,1990,2.6,2.0,0.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,5.0,12.0,29.4,0.0,0.0,0.0,6.0,0.0,26.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,95.0,6.0,0.0,0.0,1.0,13.0,0.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,3.0,12.0,1.0,6.0,103.0,128.0,75.9,29.0,22.0,11.0,91.9,74.0,68.0,0.0,11.0,2.0,85.0,4.0,1.0,3.0,2.0,0.0,1.0,87.5,116.0,2.0,104.0,91.0,3.0,90.0,77.6,0.0,91.0,2.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,30.0,291.0,267.0,6.0,91.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,1.0,3.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.3,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1746.0,634.0,129.0,1.0,0.0,0.0,0.0,0.0
Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,7.0,3.0,1.0,0.0,11.0,14.0,1.0,2.0,12.0,19.0,0.0,0.0,0.0,72.0,12.0,10.0,54.5,36.4,0.9,1.0,20.0,2.0,70.0,13.0,7.0,1.0,8.0,0.0,0.0,0.0,277.0,13.0,0.0,0.0,7.0,24.0,5.0,87.0,15.0,0.0,6.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.25,236.0,11.0,23.0,3.0,254.0,306.0,405.0,74.7,79.0,59.0,54.0,88.4,224.0,198.0,0.0,104.0,14.0,277.0,13.0,19.0,7.0,21.0,0.8,1.0,83.7,306.0,13.0,313.0,262.0,10.0,269.0,87.9,6.0,262.0,8.0,17.0,0.0,2.0,53.0,0.0,0.0,12.0,148.0,830.0,733.0,19.0,40.0,1.0,1.0,0.0,7.0,0.0,0.0,50.0,10.0,5.0,9.0,1.29,10.0,1.43,0.0,4.0,40.0,0.57,57.0,38.5,76.9,10.0,6.0,11.0,4.0,0.0,1.0,33.0,4836.0,1465.0,409.0,12.0,0.2,0.08,0.1,0.8
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,4.0,0.0,0.0,17.0,16.0,0.0,1.0,33.0,26.0,0.0,2.0,0.0,248.0,59.0,50.0,54.1,28.6,0.2,1.0,7.0,1.0,50.0,15.0,26.0,16.0,42.0,0.0,0.0,0.0,962.0,162.0,0.0,0.0,46.0,218.0,28.0,835.0,213.0,1.0,38.0,-0.8,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.07,0.0,0.0,0.0,954.0,52.0,164.0,2.0,232.0,1177.0,1475.0,84.6,448.0,379.0,105.0,91.5,752.0,688.0,0.0,79.0,11.0,711.0,5.0,26.0,20.0,40.0,0.8,3.0,87.7,954.0,14.0,1223.0,1073.0,8.0,934.0,97.9,18.0,1073.0,6.0,61.0,2.0,0.0,169.0,0.0,0.0,12.0,304.0,6712.0,2312.0,64.0,904.0,1.0,0.0,1.0,9.0,2.0,0.0,26.1,23.0,6.0,13.0,0.47,10.0,0.36,0.0,1.0,10.0,0.04,108.0,35.5,73.3,11.0,31.0,28.0,8.0,1.0,8.0,73.0,23981.0,5392.0,1518.0,11.0,-0.8,0.08,0.8,0.8
Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,8.0,0.0,0.0,26.0,35.0,2.0,70.0,26.0,28.0,0.0,0.0,0.0,165.0,26.0,23.0,53.1,49.0,-0.2,2.0,58.0,4.0,432.0,94.0,61.0,9.0,70.0,0.0,0.0,0.0,922.0,56.0,4.0,11.0,238.0,140.0,26.0,431.0,76.0,1.0,13.0,-0.4,0.0,0.0,2.0,2.0,3.0,0.0,7.0,0.3,0.0,0.0,0.0,641.0,48.0,285.0,21.0,251.0,922.0,1243.0,50.9,328.0,167.0,234.0,87.3,779.0,680.0,1.0,130.0,19.0,728.0,20.0,28.0,25.0,49.0,0.4,3.0,74.4,937.0,31.0,1160.0,863.0,27.0,855.0,91.2,36.0,863.0,28.0,56.0,21.0,6.0,146.0,0.0,0.0,59.0,328.0,6409.0,4212.0,133.0,628.0,4.0,5.0,11.0,25.0,0.0,0.0,30.2,53.0,16.0,45.0,1.95,12.0,0.52,0.0,2.0,16.7,0.09,95.0,29.0,59.6,56.0,33.0,49.0,24.0,2.0,221.0,75.0,15454.0,6764.0,1476.0,34.0,-0.4,0.03,2.2,0.4
Youssef Aït Bennasser,ma MAR,MF,Bordeaux,fr Ligue 1,23,1996,6.0,1.0,0.0,0.0,10.0,3.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,79.0,8.0,7.0,53.3,8.0,0.9,1.0,15.0,0.0,47.0,12.0,10.0,2.0,12.0,1.0,0.0,0.0,340.0,7.0,1.0,0.0,7.0,41.0,7.0,81.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.34,0.0,0.0,0.0,330.0,13.0,35.0,4.0,63.0,406.0,466.0,77.5,80.0,62.0,48.0,91.0,323.0,294.0,0.0,108.0,4.0,365.0,7.0,7.0,23.0,11.0,0.0,1.0,86.4,369.0,6.0,413.0,357.0,6.0,349.0,94.6,3.0,357.0,6.0,28.0,3.0,2.0,93.0,0.0,0.0,7.0,164.0,1555.0,678.0,38.0,330.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,10.0,1.0,8.0,1.34,2.0,0.34,0.0,0.0,0.0,0.0,48.0,29.3,50.0,6.0,5.0,25.0,2.0,2.0,1.0,16.0,6250.0,1357.0,473.0,1.0,0.0,0.01,0.1,0.0
Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,18,2001,14.2,3.0,0.0,0.0,11.0,12.0,0.0,37.0,13.0,18.0,0.0,0.0,0.0,143.0,19.0,8.0,70.4,25.0,1.2,2.0,37.0,8.0,269.0,41.0,31.0,1.0,32.0,0.0,2.0,1.0,617.0,51.0,3.0,12.0,152.0,104.0,13.0,310.0,40.0,0.0,7.0,-0.2,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.28,0.0,0.0,0.0,446.0,22.0,208.0,12.0,554.0,649.0,846.0,53.8,171.0,92.0,147.0,87.9,602.0,529.0,2.0,83.0,11.0,491.0,20.0,18.0,18.0,32.0,0.2,1.0,78.0,609.0,19.0,801.0,625.0,20.0,565.0,92.8,30.0,625.0,17.0,35.0,18.0,2.0,104.0,0.0,0.0,22.0,224.0,4747.0,2409.0,93.0,72.0,0.0,1.0,3.0,17.0,0.0,0.0,14.3,28.0,4.0,21.0,1.47,4.0,0.28,0.0,0.0,0.0,0.0,83.0,37.1,46.3,19.0,21.0,24.0,6.0,1.0,142.0,45.0,10424.0,3810.0,996.0,16.0,-0.2,0.05,0.8,0.2
Albian Ajeti,ch SUI,"MF,FW",West Ham,eng Premier League,22,1997,1.5,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,10.0,0.0,-0.1,0.0,12.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,2.0,2.0,17.0,32.0,0.0,0.0,0.0,8.0,82.4,17.0,14.0,0.0,6.0,0.0,9.0,5.0,0.0,0.0,1.0,0.1,0.0,83.3,64.0,0.0,18.0,15.0,3.0,24.0,37.5,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,21.0,8.0,16.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,1.0,2.0,1.29,3.0,1.94,0.0,0.0,0.0,0.0,1.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,152.0,75.0,33.0,9.0,-0.1,0.04,0.1,0.1
Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,25,1994,22.9,3.0,0.0,0.0,37.0,21.0,4.0,18.0,3.0,14.0,1.0,1.0,0.0,74.0,112.0,71.0,61.2,15.8,1.0,4.0,115.0,2.0,315.0,27.0,9.0,2.0,11.0,0.0,0.0,0.0,404.0,23.0,0.0,4.0,23.0,19.0,3.0,52.0,22.0,0.0,0.0,1.8,0.0,1.0,2.0,0.0,6.0,1.0,10.0,0.44,8.0,0.16,0.39,260.0,48.0,94.0,14.0,254.0,486.0,731.0,63.4,82.0,52.0,155.0,76.9,399.0,307.0,1.0,146.0,13.0,415.0,73.0,14.0,16.0,18.0,5.4,7.0,72.9,977.0,11.0,509.0,371.0,23.0,580.0,59.4,12.0,371.0,13.0,14.0,12.0,5.0,170.0,1.0,1.0,15.0,280.0,927.0,874.0,33.0,113.0,3.0,2.0,0.0,27.0,3.0,0.0,42.9,28.0,12.0,35.0,1.53,44.0,1.92,0.0,18.0,40.9,0.79,75.0,26.8,51.9,14.0,11.0,19.0,3.0,2.0,3.0,21.0,5861.0,1900.0,755.0,110.0,1.6,0.12,3.0,6.2
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,2.0,0.0,0.0,11.0,23.0,0.0,0.0,18.0,23.0,0.0,0.0,1.0,231.0,41.0,31.0,56.9,56.7,0.2,1.0,11.0,2.0,82.0,12.0,24.0,11.0,35.0,0.0,0.0,0.0,1589.0,85.0,0.0,0.0,72.0,129.0,29.0,1146.0,235.0,3.0,39.0,-0.8,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.12,0.0,0.0,0.0,1586.0,66.0,169.0,3.0,448.0,1857.0,2093.0,86.5,600.0,519.0,174.0,95.1,1304.0,1240.0,1.0,83.0,13.0,1087.0,10.0,23.0,13.0,44.0,0.8,2.0,91.6,1683.0,27.0,1929.0,1767.0,6.0,1657.0,98.5,18.0,1767.0,10.0,103.0,2.0,2.0,229.0,0.0,0.0,9.0,223.0,11998.0,4667.0,87.0,1357.0,0.0,0.0,1.0,9.0,0.0,0.0,32.0,25.0,8.0,10.0,0.39,10.0,0.39,0.0,2.0,20.0,0.08,86.0,38.6,66.7,8.0,46.0,30.0,17.0,2.0,33.0,62.0,36920.0,9126.0,2161.0,15.0,-0.8,0.08,0.8,0.8
Marley Aké,fr FRA,"FW,MF",Marseille,fr Ligue 1,18,2001,1.1,1.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,50.0,0.0,0.0,2.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0,3.0,2.0,8.0,1.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.91,0.0,0.0,0.0,22.0,0.0,4.0,0.0,2.0,27.0,41.0,80.0,5.0,4.0,3.0,87.0,23.0,20.0,0.0,10.0,2.0,20.0,2.0,2.0,1.0,4.0,0.2,0.0,86.2,46.0,1.0,29.0,25.0,2.0,28.0,60.9,0.0,25.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,3.0,15.0,68.0,133.0,2.0,27.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,1.0,4.0,3.64,3.0,2.73,0.0,0.0,0.0,0.0,4.0,26.7,75.0,3.0,1.0,2.0,1.0,0.0,0.0,6.0,414.0,246.0,43.0,2.0,-0.2,0.07,0.0,0.2
Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,2.0,0.0,0.0,9.0,13.0,3.0,2.0,27.0,11.0,0.0,0.0,0.0,247.0,64.0,58.0,52.5,29.2,1.4,2.0,10.0,0.0,86.0,5.0,29.0,30.0,59.0,0.0,0.0,0.0,845.0,176.0,0.0,0.0,53.0,146.0,20.0,923.0,277.0,1.0,33.0,-0.4,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.07,2.0,0.08,0.29,852.0,92.0,197.0,4.0,840.0,1130.0,1455.0,81.9,376.0,308.0,134.0,92.1,787.0,725.0,0.0,66.0,5.0,595.0,7.0,11.0,17.0,25.0,2.4,1.0,88.1,948.0,11.0,1183.0,1042.0,5.0,900.0,94.9,13.0,1042.0,5.0,66.0,10.0,2.0,150.0,0.0,0.0,5.0,222.0,7029.0,2906.0,62.0,209.0,1.0,1.0,0.0,7.0,4.0,0.0,45.0,20.0,9.0,13.0,0.47,24.0,0.86,0.0,7.0,29.2,0.25,66.0,29.7,100.0,5.0,15.0,24.0,7.0,1.0,20.0,52.0,21690.0,5259.0,1508.0,34.0,-0.4,0.1,0.6,2.4
Chadrac Akolo,cd COD,"FW,MF",Amiens,fr Ligue 1,24,1995,6.0,1.0,0.0,0.0,9.0,8.0,2.0,7.0,5.0,13.0,0.0,0.0,0.0,35.0,4.0,10.0,28.6,17.6,-0.2,1.0,29.0,3.0,105.0,19.0,7.0,1.0,8.0,0.0,0.0,1.0,224.0,4.0,1.0,0.0,4.0,40.0,7.0,50.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.5,2.0,0.22,0.5,164.0,6.0,21.0,5.0,14.0,202.0,278.0,69.0,29.0,20.0,21.0,88.0,166.0,146.0,0.0,71.0,7.0,146.0,6.0,13.0,14.0,17.0,1.0,0.0,83.5,256.0,2.0,206.0,172.0,14.0,196.0,76.6,4.0,172.0,6.0,15.0,2.0,0.0,48.0,0.0,0.0,12.0,140.0,811.0,607.0,27.0,181.0,2.0,1.0,0.0,9.0,2.0,0.0,54.5,11.0,6.0,14.0,2.32,9.0,1.49,0.0,4.0,44.4,0.66,43.0,30.7,57.9,11.0,3.0,17.0,3.0,0.0,1.0,22.0,2703.0,1065.0,281.0,15.0,1.0,0.12,1.2,1.0
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,2.0,0.0,0.0,8.0,13.0,1.0,1.0,11.0,11.0,0.0,1.0,1.0,121.0,21.0,26.0,44.7,46.9,0.0,0.0,9.0,0.0,31.0,4.0,21.0,10.0,31.0,0.0,0.0,0.0,622.0,67.0,0.0,0.0,27.0,106.0,19.0,527.0,147.0,1.0,12.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,17.0,79.0,1.0,93.0,727.0,882.0,73.3,187.0,137.0,69.0,92.8,558.0,518.0,0.0,54.0,8.0,407.0,3.0,11.0,17.0,27.0,0.1,1.0,87.4,637.0,16.0,754.0,659.0,11.0,619.0,97.2,3.0,659.0,7.0,25.0,1.0,0.0,111.0,0.0,0.0,3.0,169.0,3663.0,1682.0,29.0,619.0,0.0,0.0,0.0,4.0,0.0,0.0,44.4,9.0,4.0,4.0,0.32,2.0,0.16,0.0,0.0,0.0,0.0,56.0,33.1,75.0,3.0,4.0,32.0,15.0,1.0,15.0,38.0,12650.0,3094.0,908.0,1.0,-0.1,0.06,0.0,0.1
