Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen touches,Def 3rd touches,Mid 3rd touches,Att 3rd touches,Touches in Box,Live ball touches,Successful Dribbles,Attempted Dribbles,Successful Dribble %,Players dribbled past,Megs,Carries,Total Distance carries,ProgDist carries,Pass Targets,Passes Received,Passes Received %,Miscon,Passes Dispossed
Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,31,1987,13.4,330.0,20.0,28.0,162.0,152.0,56.0,302.0,6.0,9.0,66.7,6.0,0.0,197.0,1039.0,601.0,432.0,228.0,52.8,21.0,12.0
Michael Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32.0,1109.0,1012.0,1107.0,6.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,475.0,2738.0,1776.0,357.0,356.0,99.7,0.0,0.0
Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,29,1989,25.7,1392.0,33.0,123.0,661.0,725.0,161.0,1329.0,31.0,61.0,50.8,34.0,2.0,1027.0,5866.0,3373.0,1411.0,1064.0,75.4,63.0,40.0
Elvis Rexhbeçaj,de GER,MF,Wolfsburg,de Bundesliga,20,1997,12.7,603.0,22.0,128.0,331.0,171.0,23.0,585.0,11.0,15.0,73.3,12.0,0.0,372.0,1942.0,1017.0,414.0,323.0,78.0,28.0,23.0
Diego Reyes,mx MEX,DF,Leganés,es La Liga,25,1992,3.6,223.0,26.0,90.0,132.0,19.0,1.0,202.0,3.0,3.0,100.0,3.0,0.0,143.0,1013.0,539.0,131.0,129.0,98.5,0.0,1.0
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,30.0,1156.0,994.0,1153.0,10.0,0.0,0.0,771.0,3.0,3.0,100.0,3.0,0.0,535.0,2924.0,1836.0,441.0,437.0,99.1,0.0,0.0
Simon Rhein,de GER,MF,Nürnberg,de Bundesliga,20,1998,5.5,313.0,15.0,106.0,187.0,38.0,1.0,293.0,7.0,9.0,77.8,7.0,0.0,228.0,1148.0,649.0,202.0,191.0,94.6,4.0,4.0
Franck Ribéry,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,35,1983,13.0,965.0,4.0,78.0,451.0,520.0,118.0,953.0,49.0,86.0,57.0,53.0,3.0,892.0,6390.0,4124.0,925.0,805.0,87.0,33.0,62.0
Declan Rice,eng ENG,MF,West Ham,eng Premier League,19,1999,33.4,1850.0,72.0,513.0,1240.0,219.0,26.0,1820.0,25.0,33.0,75.8,25.0,0.0,1226.0,7347.0,3208.0,1150.0,1078.0,93.7,10.0,20.0
Jazz Richards,wal WAL,"DF,MF",Cardiff City,eng Premier League,27,1991,1.5,45.0,4.0,14.0,25.0,8.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,16.0,66.0,31.0,14.0,13.0,92.9,0.0,1.0
Richarlison,br BRA,"FW,MF",Everton,eng Premier League,21,1997,29.6,1350.0,36.0,160.0,576.0,727.0,167.0,1340.0,41.0,80.0,51.3,50.0,2.0,1023.0,7505.0,4389.0,1492.0,944.0,63.3,107.0,82.0
Marco Richter,de GER,"FW,MF",Augsburg,de Bundesliga,20,1997,15.8,747.0,11.0,78.0,368.0,363.0,77.0,723.0,36.0,68.0,52.9,43.0,5.0,564.0,3620.0,1889.0,748.0,520.0,69.5,47.0,42.0
Diego Rico,es ESP,"DF,MF",Bournemouth,eng Premier League,25,1993,6.8,468.0,29.0,153.0,189.0,147.0,6.0,385.0,5.0,8.0,62.5,6.0,0.0,251.0,1090.0,660.0,260.0,233.0,89.6,2.0,5.0
Mikel Rico,es ESP,MF,Athletic Club,es La Liga,33,1984,2.7,127.0,3.0,21.0,81.0,30.0,4.0,121.0,1.0,3.0,33.3,1.0,0.0,80.0,358.0,139.0,93.0,71.0,76.3,3.0,5.0
Sergio Rico,es ESP,GK,Fulham,eng Premier League,24,1993,29.0,999.0,902.0,998.0,1.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,0.0,421.0,1995.0,1042.0,356.0,354.0,99.4,0.0,0.0
Asier Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,14.0,411.0,328.0,410.0,1.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,209.0,1411.0,868.0,132.0,131.0,99.2,0.0,0.0
Sascha Riether,de GER,DF,Schalke 04,de Bundesliga,35,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Rigoni,ar ARG,"FW,MF",Atalanta,it Serie A,25,1993,5.8,336.0,2.0,18.0,134.0,209.0,26.0,320.0,26.0,47.0,55.3,29.0,1.0,286.0,1963.0,1044.0,332.0,255.0,76.8,21.0,15.0
Luca Rigoni,it ITA,MF,Parma,it Serie A,33,1984,19.6,728.0,70.0,252.0,384.0,135.0,31.0,721.0,8.0,15.0,53.3,8.0,1.0,457.0,2484.0,1315.0,509.0,425.0,83.5,10.0,18.0
Nicola Rigoni,it ITA,MF,Chievo,it Serie A,27,1990,21.7,1093.0,69.0,291.0,671.0,170.0,18.0,1064.0,7.0,10.0,70.0,8.0,2.0,674.0,2152.0,1066.0,726.0,663.0,91.3,8.0,12.0
Kévin Rimane,gf GUF,MF,Paris S-G,fr Ligue 1,27,1991,0.1,8.0,1.0,4.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,4.0,8.0,8.0,100.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomás Rincón,ve VEN,MF,Torino,it Serie A,30,1988,31.1,1722.0,62.0,366.0,1049.0,423.0,25.0,1634.0,29.0,43.0,67.4,31.0,0.0,1097.0,6602.0,3625.0,1038.0,964.0,92.9,13.0,39.0
Renaud Ripart,fr FRA,"FW,DF",Nîmes,fr Ligue 1,25,1993,33.4,1682.0,78.0,374.0,732.0,677.0,100.0,1530.0,27.0,59.0,45.8,30.0,1.0,1029.0,5519.0,3044.0,1479.0,1035.0,70.0,85.0,64.0
Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,22,1995,3.6,224.0,11.0,58.0,108.0,70.0,8.0,180.0,2.0,3.0,66.7,2.0,0.0,119.0,763.0,464.0,142.0,116.0,81.7,11.0,9.0
Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,eng Premier League,28,1989,32.5,1943.0,80.0,475.0,799.0,788.0,56.0,1582.0,17.0,33.0,51.5,17.0,0.0,1090.0,5988.0,3152.0,1219.0,1014.0,83.2,28.0,28.0
Cristian Rivera,es ESP,MF,Huesca,es La Liga,21,1997,18.8,882.0,60.0,226.0,536.0,165.0,23.0,860.0,22.0,27.0,81.5,22.0,2.0,589.0,3627.0,1422.0,593.0,497.0,83.8,18.0,16.0
Arjen Robben,nl NED,"FW,MF",Bayern Munich,de Bundesliga,34,1984,6.3,411.0,2.0,17.0,150.0,270.0,38.0,378.0,5.0,16.0,31.3,7.0,0.0,312.0,2065.0,1368.0,358.0,315.0,88.0,13.0,9.0
Rober,es ESP,DF,Levante,es La Liga,23,1995,31.7,1404.0,236.0,752.0,660.0,68.0,26.0,1347.0,13.0,13.0,100.0,13.0,0.0,769.0,4839.0,2750.0,729.0,700.0,96.0,5.0,6.0
Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,26,1992,23.2,1986.0,58.0,431.0,995.0,703.0,62.0,1850.0,17.0,25.0,68.0,19.0,0.0,1519.0,7418.0,4495.0,1626.0,1516.0,93.2,26.0,23.0
Patrick Roberts,eng ENG,FW,Girona,es La Liga,21,1997,6.7,282.0,1.0,38.0,133.0,144.0,31.0,273.0,24.0,38.0,63.2,28.0,1.0,245.0,2219.0,1427.0,272.0,205.0,75.4,19.0,22.0
Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,24,1994,35.7,3101.0,81.0,748.0,1534.0,1041.0,103.0,2779.0,30.0,44.0,68.2,32.0,1.0,2206.0,10525.0,6511.0,2328.0,2155.0,92.6,33.0,29.0
Joel Robles,es ESP,GK,Betis,es La Liga,28,1990,5.0,204.0,172.0,203.0,2.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,107.0,626.0,354.0,99.0,99.0,100.0,0.0,1.0
Marc Roca,es ESP,MF,Espanyol,es La Liga,21,1996,34.6,2236.0,154.0,666.0,1406.0,300.0,17.0,2173.0,36.0,45.0,80.0,36.0,0.0,1633.0,7887.0,4133.0,1610.0,1542.0,95.8,18.0,23.0
Christopher Rocchia,fr FRA,DF,Marseille,fr Ligue 1,20,1998,0.0,9.0,0.0,1.0,6.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,47.0,30.0,8.0,8.0,100.0,1.0,1.0
Kenny Rocha Santos,cv CPV,DF,Saint-Étienne,fr Ligue 1,18,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubén Rochina,es ESP,MF,Levante,es La Liga,27,1991,20.0,1342.0,32.0,245.0,784.0,415.0,25.0,1232.0,69.0,91.0,75.8,70.0,4.0,968.0,5756.0,3181.0,972.0,872.0,89.7,36.0,63.0
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,27,1990,10.3,663.0,32.0,130.0,400.0,166.0,18.0,625.0,11.0,17.0,64.7,11.0,0.0,395.0,2139.0,1109.0,457.0,394.0,86.2,6.0,9.0
Ronny Rodelin,fr FRA,"MF,FW",Guingamp,fr Ligue 1,28,1989,8.8,405.0,11.0,31.0,205.0,183.0,29.0,396.0,16.0,20.0,80.0,17.0,1.0,259.0,1171.0,528.0,389.0,290.0,74.6,14.0,10.0
Rodri,es ESP,MF,Atlético Madrid,es La Liga,22,1996,30.4,2227.0,114.0,570.0,1489.0,329.0,26.0,2199.0,21.0,28.0,75.0,21.0,0.0,1632.0,8312.0,3547.0,1603.0,1525.0,95.1,13.0,22.0
Rodrigo,es ESP,FW,Valencia,es La Liga,27,1991,28.1,1209.0,20.0,115.0,563.0,623.0,158.0,1181.0,52.0,91.0,57.1,54.0,2.0,935.0,6448.0,3357.0,1524.0,983.0,64.5,76.0,41.0
Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,24,1994,5.4,307.0,26.0,108.0,140.0,79.0,3.0,258.0,11.0,14.0,78.6,11.0,0.0,184.0,1049.0,695.0,182.0,161.0,88.5,3.0,6.0
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,20,1998,27.8,1390.0,25.0,189.0,739.0,573.0,65.0,1253.0,52.0,88.0,59.1,53.0,2.0,967.0,6114.0,3251.0,1145.0,910.0,79.5,42.0,40.0
Alejandro Rodríguez,es ESP,FW,Empoli,it Serie A,27,1991,0.3,10.0,1.0,2.0,5.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,17.0,6.0,35.3,2.0,0.0
Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,31,1987,20.2,654.0,10.0,36.0,273.0,388.0,103.0,642.0,19.0,38.0,50.0,19.0,0.0,484.0,3142.0,1643.0,1017.0,498.0,49.0,63.0,42.0
James Rodríguez,co COL,"MF,FW",Bayern Munich,de Bundesliga,27,1991,12.6,1084.0,6.0,101.0,536.0,517.0,71.0,982.0,21.0,28.0,75.0,22.0,1.0,866.0,4361.0,2142.0,919.0,830.0,90.3,14.0,17.0
Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,25,1992,33.9,2463.0,137.0,853.0,1374.0,444.0,15.0,2161.0,20.0,30.0,66.7,23.0,1.0,1711.0,9784.0,5550.0,1713.0,1643.0,95.9,12.0,16.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko Rog,hr CRO,MF,Sevilla,es La Liga,23,1995,4.0,257.0,7.0,56.0,164.0,57.0,2.0,249.0,7.0,10.0,70.0,8.0,0.0,174.0,935.0,603.0,184.0,155.0,84.2,0.0,1.0
Marko Rog,hr CRO,MF,Napoli,it Serie A,23,1995,3.7,239.0,2.0,42.0,170.0,47.0,3.0,233.0,6.0,11.0,54.5,7.0,0.0,192.0,738.0,423.0,180.0,163.0,90.6,4.0,4.0
Rogério,br BRA,"DF,MF",Sassuolo,it Serie A,20,1998,29.7,2063.0,105.0,648.0,986.0,564.0,40.0,1757.0,28.0,40.0,70.0,31.0,1.0,1341.0,7914.0,3992.0,1387.0,1242.0,89.5,27.0,31.0
Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,28,1990,2.4,166.0,14.0,54.0,100.0,21.0,3.0,155.0,1.0,1.0,100.0,1.0,0.0,102.0,444.0,291.0,111.0,110.0,99.1,0.0,0.0
Diego Rolán,uy URU,"MF,DF",Leganés,es La Liga,25,1993,2.4,135.0,5.0,27.0,67.0,52.0,5.0,129.0,9.0,13.0,69.2,10.0,1.0,101.0,687.0,369.0,103.0,77.0,74.8,9.0,8.0
Diego Rolán,uy URU,"FW,MF",Alavés,es La Liga,25,1993,3.3,140.0,4.0,20.0,83.0,50.0,13.0,137.0,5.0,11.0,45.5,5.0,0.0,93.0,721.0,355.0,146.0,98.0,67.1,14.0,4.0
Rolando,pt POR,DF,Marseille,fr Ligue 1,32,1985,8.9,498.0,50.0,303.0,205.0,21.0,13.0,491.0,1.0,2.0,50.0,1.0,1.0,313.0,1352.0,909.0,332.0,323.0,97.3,3.0,1.0
Esteban Rolón,ar ARG,MF,Genoa,it Serie A,23,1995,11.6,505.0,15.0,97.0,289.0,143.0,15.0,491.0,14.0,18.0,77.8,14.0,0.0,326.0,1588.0,884.0,311.0,262.0,84.2,9.0,20.0
Filippo Romagna,it ITA,DF,Cagliari,it Serie A,21,1997,16.4,806.0,128.0,492.0,345.0,20.0,8.0,788.0,0.0,0.0,0.0,0.0,0.0,534.0,3139.0,1631.0,500.0,498.0,99.6,2.0,2.0
Alessio Romagnoli,it ITA,DF,Milan,it Serie A,23,1995,31.6,2086.0,306.0,1162.0,999.0,41.0,18.0,2042.0,3.0,4.0,75.0,3.0,0.0,1357.0,6540.0,3257.0,1489.0,1451.0,97.4,5.0,3.0
Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,34,1984,35.1,1831.0,103.0,578.0,1201.0,196.0,28.0,1793.0,39.0,49.0,79.6,39.0,0.0,1193.0,6956.0,3466.0,1100.0,1021.0,92.8,19.0,25.0
Cristian Romero,ar ARG,DF,Genoa,it Serie A,20,1998,26.0,1140.0,184.0,639.0,507.0,53.0,28.0,1108.0,16.0,22.0,72.7,17.0,0.0,612.0,3827.0,1940.0,556.0,523.0,94.1,5.0,6.0
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,26,1991,23.7,1378.0,73.0,360.0,907.0,190.0,10.0,1362.0,12.0,14.0,85.7,12.0,0.0,842.0,3764.0,2093.0,835.0,765.0,91.6,8.0,16.0
Rômulo,it ITA,"MF,DF",Genoa,it Serie A,31,1987,15.0,818.0,29.0,169.0,386.0,335.0,15.0,685.0,16.0,27.0,59.3,16.0,1.0,520.0,3847.0,2035.0,552.0,473.0,85.7,13.0,15.0
Rômulo,it ITA,"DF,MF",Lazio,it Serie A,31,1987,8.6,488.0,20.0,101.0,222.0,199.0,20.0,416.0,8.0,14.0,57.1,8.0,0.0,339.0,2446.0,1294.0,368.0,306.0,83.2,4.0,6.0
Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,33,1985,29.9,1559.0,37.0,85.0,650.0,982.0,220.0,1499.0,51.0,97.0,52.6,54.0,2.0,1296.0,9530.0,6114.0,1830.0,1307.0,71.4,62.0,39.0
Facundo Roncaglia,ar ARG,DF,Valencia,es La Liga,31,1987,6.7,357.0,38.0,198.0,160.0,19.0,3.0,336.0,1.0,1.0,100.0,1.0,0.0,211.0,1366.0,411.0,191.0,183.0,95.8,2.0,1.0
Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,31,1987,11.9,687.0,74.0,332.0,350.0,44.0,6.0,651.0,4.0,7.0,57.1,4.0,0.0,442.0,2093.0,1024.0,425.0,417.0,98.1,3.0,2.0
Salomón Rondón,ve VEN,FW,Newcastle Utd,eng Premier League,28,1989,28.9,1194.0,42.0,109.0,586.0,563.0,153.0,1156.0,20.0,43.0,46.5,24.0,4.0,754.0,3841.0,1700.0,1770.0,892.0,50.4,104.0,85.0
Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,23,1994,35.8,2370.0,35.0,319.0,1328.0,880.0,64.0,2205.0,40.0,55.0,72.7,44.0,1.0,1589.0,8665.0,4279.0,1832.0,1605.0,87.6,62.0,36.0
Marten de Roon,nl NED,MF,Atalanta,it Serie A,27,1991,33.1,2517.0,78.0,517.0,1543.0,620.0,29.0,2446.0,16.0,20.0,80.0,16.0,0.0,1801.0,8525.0,4177.0,1800.0,1722.0,95.7,18.0,21.0
Roberto Rosales,ve VEN,DF,Espanyol,es La Liga,29,1988,19.4,1390.0,98.0,422.0,642.0,393.0,18.0,1183.0,13.0,23.0,56.5,15.0,1.0,825.0,3381.0,1578.0,863.0,793.0,91.9,23.0,17.0
Danny Rose,eng ENG,"DF,MF",Tottenham,eng Premier League,28,1990,20.0,1438.0,45.0,357.0,656.0,534.0,46.0,1252.0,35.0,64.0,54.7,39.0,6.0,975.0,6342.0,4059.0,993.0,898.0,90.4,44.0,23.0
Valentin Rosier,fr FRA,"DF,MF",Dijon,fr Ligue 1,21,1996,16.2,1049.0,52.0,293.0,536.0,277.0,14.0,897.0,29.0,42.0,69.0,29.0,0.0,662.0,3728.0,1909.0,638.0,562.0,88.1,19.0,18.0
Luca Rossettini,it ITA,DF,Chievo,it Serie A,33,1985,20.3,997.0,154.0,656.0,355.0,26.0,4.0,979.0,1.0,1.0,100.0,1.0,0.0,594.0,2709.0,1287.0,589.0,577.0,98.0,0.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,27,1991,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,25,1993,27.3,1680.0,77.0,463.0,850.0,486.0,47.0,1448.0,51.0,79.0,64.6,54.0,5.0,1114.0,7140.0,4605.0,1131.0,992.0,87.7,41.0,37.0
Nolan Roux,fr FRA,FW,Guingamp,fr Ligue 1,30,1988,17.1,586.0,24.0,46.0,272.0,295.0,70.0,555.0,4.0,10.0,40.0,5.0,0.0,351.0,1521.0,622.0,777.0,424.0,54.6,49.0,21.0
Aaron Rowe,eng ENG,FW,Huddersfield,eng Premier League,17,2000,0.8,32.0,2.0,7.0,11.0,16.0,1.0,32.0,2.0,4.0,50.0,2.0,0.0,24.0,142.0,79.0,27.0,20.0,74.1,1.0,3.0
Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,22,1995,5.5,204.0,7.0,40.0,81.0,102.0,13.0,203.0,7.0,11.0,63.6,8.0,0.0,155.0,1142.0,808.0,200.0,141.0,70.5,10.0,9.0
John Ruddy,eng ENG,GK,Wolves,eng Premier League,31,1986,1.0,21.0,20.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,17.0,7.0,7.0,100.0,0.0,0.0
Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,25,1993,31.9,2762.0,235.0,1283.0,1626.0,76.0,24.0,2701.0,4.0,6.0,66.7,5.0,1.0,2044.0,10778.0,7083.0,2112.0,2079.0,98.4,3.0,5.0
Sebastian Rudy,de GER,MF,Schalke 04,de Bundesliga,28,1990,15.1,801.0,24.0,175.0,528.0,142.0,12.0,764.0,12.0,19.0,63.2,12.0,0.0,532.0,2266.0,1031.0,530.0,478.0,90.2,6.0,11.0
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37.0,1295.0,1144.0,1292.0,5.0,0.0,0.0,853.0,1.0,1.0,100.0,1.0,0.0,579.0,2470.0,1199.0,463.0,461.0,99.6,0.0,0.0
Daniele Rugani,it ITA,DF,Juventus,it Serie A,24,1994,15.0,903.0,112.0,442.0,489.0,25.0,9.0,889.0,1.0,2.0,50.0,1.0,0.0,614.0,3267.0,1605.0,633.0,627.0,99.1,1.0,3.0
Mário Rui,pt POR,DF,Napoli,it Serie A,27,1991,15.7,1450.0,50.0,309.0,687.0,549.0,22.0,1302.0,13.0,28.0,46.4,16.0,1.0,1085.0,5205.0,3336.0,1093.0,1045.0,95.6,18.0,7.0
Fabián Ruiz Peña,es ESP,"MF,FW",Napoli,it Serie A,22,1996,22.1,2085.0,44.0,308.0,1285.0,652.0,77.0,2041.0,41.0,62.0,66.1,43.0,3.0,1723.0,9095.0,4969.0,1851.0,1693.0,91.5,25.0,26.0
Abel Ruiz,es ESP,FW,Barcelona,es La Liga,18,2000,0.2,17.0,1.0,3.0,5.0,10.0,3.0,17.0,2.0,2.0,100.0,2.0,0.0,17.0,120.0,91.0,18.0,14.0,77.8,2.0,0.0
Víctor Ruiz,es ESP,DF,Villarreal,es La Liga,29,1989,21.9,1406.0,130.0,685.0,742.0,73.0,18.0,1346.0,14.0,14.0,100.0,14.0,0.0,917.0,5679.0,3178.0,923.0,909.0,98.5,5.0,2.0
Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27.0,1153.0,976.0,1142.0,14.0,0.0,0.0,848.0,0.0,0.0,0.0,0.0,0.0,625.0,2609.0,1313.0,544.0,543.0,99.8,0.0,0.0
Lukas Rupp,de GER,MF,Hoffenheim,de Bundesliga,27,1991,0.3,18.0,3.0,6.0,1.0,12.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,54.0,34.0,9.0,8.0,88.9,0.0,2.0
Marco Russ,de GER,DF,Eint Frankfurt,de Bundesliga,32,1985,4.2,146.0,17.0,60.0,79.0,12.0,3.0,141.0,1.0,1.0,100.0,1.0,0.0,67.0,356.0,193.0,68.0,65.0,95.6,1.0,4.0
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34.0,1085.0,974.0,1075.0,10.0,0.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,489.0,2878.0,1694.0,397.0,395.0,99.5,0.0,0.0
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,1.4,57.0,53.0,57.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,28.0,114.0,75.0,24.0,24.0,100.0,0.0,0.0
Idriss Saadi,dz ALG,MF,Strasbourg,fr Ligue 1,26,1992,0.1,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,3.0,2.0,66.7,0.0,0.0
Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,1514.0,65.0,456.0,760.0,416.0,38.0,1297.0,30.0,53.0,56.6,33.0,1.0,1010.0,5971.0,3755.0,1014.0,897.0,88.5,32.0,26.0
Abdelhamid Sabiri,de GER,FW,Huddersfield,eng Premier League,21,1996,0.5,14.0,0.0,4.0,9.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,31.0,11.0,8.0,72.7,0.0,0.0
Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,24,1994,26.1,1558.0,45.0,232.0,727.0,705.0,96.0,1487.0,18.0,32.0,56.3,19.0,2.0,1068.0,5484.0,2542.0,1348.0,1078.0,80.0,44.0,39.0
Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,21,1997,4.9,177.0,4.0,25.0,87.0,79.0,18.0,173.0,3.0,9.0,33.3,5.0,0.0,137.0,784.0,399.0,218.0,130.0,59.6,15.0,12.0
Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,16.4,1282.0,71.0,328.0,848.0,182.0,11.0,1217.0,15.0,18.0,83.3,16.0,1.0,872.0,3479.0,2007.0,874.0,833.0,95.3,9.0,5.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1.0,33.0,27.0,33.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,13.0,73.0,35.0,8.0,8.0,100.0,0.0,0.0
Wesley Saïd,fr FRA,"FW,MF",Dijon,fr Ligue 1,23,1995,25.0,824.0,17.0,92.0,351.0,451.0,108.0,774.0,48.0,64.0,75.0,51.0,2.0,643.0,4644.0,3004.0,993.0,591.0,59.5,45.0,38.0
Allan Saint-Maximin,fr FRA,"FW,MF",Nice,fr Ligue 1,21,1997,32.2,1466.0,6.0,89.0,726.0,819.0,182.0,1407.0,166.0,259.0,64.1,184.0,4.0,1402.0,13067.0,8583.0,1624.0,1181.0,72.7,117.0,106.0
Théo Sainte-Luce,fr FRA,FW,Nîmes,fr Ligue 1,19,1998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.0,1.0,100.0,0.0,0.0
Romain Saïss,ma MAR,"MF,DF",Wolves,eng Premier League,28,1990,12.8,908.0,82.0,372.0,497.0,75.0,12.0,878.0,5.0,5.0,100.0,5.0,0.0,532.0,2155.0,1163.0,569.0,528.0,92.8,2.0,3.0
Samuel Sáiz,es ESP,"FW,MF",Getafe,es La Liga,27,1991,3.4,181.0,0.0,28.0,76.0,102.0,13.0,170.0,14.0,21.0,66.7,16.0,0.0,157.0,1332.0,718.0,176.0,125.0,71.0,6.0,6.0
Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,1730.0,68.0,473.0,929.0,410.0,36.0,1475.0,16.0,28.0,57.1,17.0,0.0,978.0,4359.0,2432.0,1044.0,962.0,92.1,17.0,13.0
Diafra Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,1.6,47.0,3.0,4.0,17.0,28.0,7.0,46.0,3.0,3.0,100.0,3.0,0.0,34.0,215.0,82.0,66.0,31.0,47.0,5.0,7.0
Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,1546.0,215.0,859.0,753.0,27.0,12.0,1509.0,11.0,11.0,100.0,11.0,0.0,1000.0,4873.0,2717.0,944.0,929.0,98.4,5.0,6.0
Bakary Sako,ml MLI,"FW,MF",Crystal Palace,eng Premier League,30,1988,0.3,20.0,1.0,4.0,12.0,7.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,14.0,170.0,91.0,29.0,12.0,41.4,2.0,2.0
Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,15.2,571.0,19.0,31.0,250.0,309.0,82.0,538.0,13.0,23.0,56.5,14.0,1.0,364.0,1606.0,732.0,775.0,412.0,53.2,47.0,35.0
